tpsaEfficiency	TopoPSA	nHBDon	nHBAcc	PPSA.1	PPSA.2	PPSA.3	PNSA.1	PNSA.2	PNSA.3	DPSA.1	DPSA.2	DPSA.3	FPSA.1	FPSA.2	FPSA.3	FNSA.1	FNSA.2	FNSA.3	WPSA.1	WPSA.2	WPSA.3	WNSA.1	WNSA.2	WNSA.3	RPCG	RNCG	RPCS	RNCS	THSA	TPSA	RHSA	RPSA	bpol	apol
pimozide	0.0771419126907217	35.58	1	4	544.401027703584	1156.33645985868	34.2378279415738	336.502002330691	-714.747978621179	-40.5307279688169	207.899025372893	1871.08443847986	74.7685559103907	0.618003354673899	1.31267167943978	0.038866738760385	0.381996645326101	-0.81138099683159	-0.0460104308725557	479.564514857861	1018.62029122862	30.1602063755245	296.425633465707	-629.62366007827	-35.7036410772257	0.133605327367435	0.142521743960404	0.70588683874697	0.549887152107827	731.129670125792	149.773359908484	0.829977472205248	0.170022527794752	39.687003	73.8329969999999
pinaverium	0.072360673458465	36.92	0	2	660.761169002958	1552.51325004479	28.9916669424125	135.836093162376	-319.15818356445	-20.6586805655498	524.925075840582	1871.67143360924	49.6503475079623	0.829479588226123	1.94893118992739	0.0363943843638208	0.170520411773877	-0.400651871055776	-0.025933657503912	526.360538172922	1236.72780446108	23.094682511935	108.206659916384	-254.240535225102	-16.4566483784651	0.0454559648678288	0.161458092483823	0.283046701583813	0.662132615492744	758.634935581517	37.962326583817	0.952344392346232	0.047655607653768	56.415487	80.4565129999999
pindolol	0.230825823257341	57.28	3	2	420.536832376954	671.163170813747	25.9610888805728	141.811541470428	-226.326629449578	-20.9250203727188	278.725290906525	897.489800263325	46.8861092532916	0.747822616610046	1.19350068752203	0.0461654911580103	0.252177383389954	-0.402466940379206	-0.0372100664745546	236.488203830109	377.427517693363	14.5991761152975	79.747489738686	-127.274412029329	-11.7671511793217	0.131763220397901	0.243624637192255	2.21530296451097	6.76469924225988	494.705024364458	67.6433494829243	0.879712732127003	0.120287267872997	25.10014	41.77986
pioglitazone	0.262805068501963	93.59	1	4	473.410229435952	871.30590974328	28.3418033838966	265.209103932	-488.114208788837	-42.9989520029302	208.201125503952	1359.42011853212	71.3407553868268	0.640939396044914	1.17964135296907	0.0383713262075931	0.359060603955086	-0.660846780929951	-0.058215308021879	349.669948075551	643.563390214138	20.9338039218592	195.888571549365	-360.530591503036	-31.7598572639248	0.144396866096474	0.187468818166662	1.38503144767659	1.36675816945116	593.80083776034	144.818495607612	0.803933516135749	0.196066483864252	29.95614	54.28186
pipamperone	0.177596696225499	66.64	1	5	571.781807550411	1134.77438503465	35.6092208138119	181.881484025723	-360.967149459862	-34.5828859151198	389.900323524688	1495.74153449451	70.1921067289317	0.758670103667442	1.50567819571191	0.0472481825927099	0.241329896332558	-0.478950153861113	-0.0458863875973005	430.930959141794	855.237798221497	26.8373625689989	137.077397927578	-272.047690012773	-26.0638516309911	0.109615279208311	0.152631413373452	1.97872305579485	0.512471745689637	607.476026956799	146.187264619334	0.806031066852661	0.193968933147339	39.21521	62.42479
pipecuronium	0.0777047601957233	59.08	0	6	828.305283186938	2552.96877918196	29.6944509518734	115.460770408744	-355.86847996392	-19.6919215122171	712.844512778194	2908.83725914588	49.3863724640905	0.877659542882639	2.70508646656164	0.0314637836768335	0.122340457117361	-0.377072769896826	-0.0208652572713251	781.726408285789	2409.40526968155	28.02461478854	108.967955633777	-335.856590934642	-18.5845670533011	0.083919036151356	0.112302552960888	0.031669686224766	0	871.59986607037	72.1661875253115	0.923533817252312	0.0764661827476878	82.7668340000001	116.649166
pipemidate	0.325467549321656	98.66	2	8	433.067598274572	928.842293491468	31.5967601134706	141.41507902253	-303.306705135406	-37.4545190412874	291.652519252042	1232.14899862687	69.0512791547581	0.753839263373654	1.61683255248287	0.05500037052837	0.246160736626346	-0.527964927615296	-0.0651969511378622	248.789833307402	533.603807551759	18.1517913439009	81.2405132070444	-174.244448008351	-21.5169723757141	0.13776406423396	0.152721808137802	1.50337543178299	3.37944005775517	383.230321440804	191.252355856298	0.667087688777448	0.332912311222552	27.760519	43.881481
piperacillin	0.351397834168284	181.73	3	12	486.78490566014	1769.02025973436	33.5307649695307	316.969812686697	-1151.89689295431	-68.9744977277947	169.815092973443	2920.91715268867	102.505262697325	0.605638628985419	2.20094541201933	0.0417176586390644	0.394361371014581	-1.43314479736247	-0.0858153565426793	391.255664744358	1421.85838061264	26.9505105540392	254.765982520446	-925.842562761088	-55.4385779943182	0.0807202667622104	0.0908767000823443	0.588942100146065	2.84687176603458	530.561886640516	273.192831706321	0.66010422648812	0.33989577351188	44.804589	72.497411
piperazine	0.279493154038926	24.06	2	2	406.957167232118	255.221142254083	19.6404019243037	44.4142661401257	-27.8541838045434	-13.9270919022717	362.542901091992	283.075326058627	33.5674938265754	0.901601512952865	0.565434857822745	0.0435127269299437	0.0983984870471355	-0.0617101166470415	-0.0308550583235207	183.688839894669	115.199532806127	8.86511636857993	20.0473309698448	-12.5725828692707	-6.28629143463535	0.194573210668871	0.5	7.43793055190186	12.3405686423824	406.957167232118	44.4142661401257	0.901601512952865	0.0983984870471355	12.25207	15.90793
piperidolate	0.0914017588673262	29.54	0	3	496.433358472861	822.890816501358	25.9174936405394	170.681542591057	-282.922715702524	-15.4279029977023	325.751815881803	1105.81353220388	41.3453966382417	0.744149707465905	1.23350687443648	0.0388501195209492	0.255850292534095	-0.424098929961417	-0.0231263054881517	331.178090822451	548.96272563671	17.2899462058332	113.86420039907	-188.741959494625	-10.2921839819359	0.165142765914216	0.187151963119833	1.46457187472898	0.954047701509083	632.071392217136	35.0435088467825	0.947470055321962	0.0525299446780381	32.184175	56.333825
pipobroman	0.114759426231088	40.62	0	4	326.782479165414	434.678684462937	15.0244114055426	246.700803512457	-328.155845443791	-45.748941596794	80.081675652957	762.834529906728	60.7733530023366	0.569820409828702	0.757962259044783	0.0261985167821917	0.430179590171298	-0.57221518979851	-0.0797738015712855	187.404288873395	249.280958875904	8.61624877315343	141.478786637593	-188.191891475037	-26.2362532059676	0.153428278756518	0.210697093950933	0.974672717450298	9.29464131949755	487.678165171311	85.8051175065603	0.850379043124161	0.149620956875839	25.947312	38.172688
piracetam	0.44624560758724	63.4	1	4	355.793254725601	390.810565595926	27.4453306574533	126.87770262974	-139.365055598038	-33.3523969999559	228.915552095862	530.175621193964	60.7977276574093	0.737134168326741	0.809683200616133	0.0568613674372128	0.262865831673259	-0.288737189330075	-0.0690996557628015	171.731070878979	188.632909840768	13.2470640233669	61.2401821953428	-67.2674648073853	-16.0982333900641	0.192919097899757	0.255187014505789	5.55134660478106	11.9549329562615	323.432592373907	159.238364981434	0.670089193155652	0.329910806844348	14.16807	21.03193
pirarubicin	0.32571702053863	204.3	5	10	706.942122861799	3306.78002532951	53.3193394791045	302.608815450206	-1415.47766650055	-77.4136938996118	404.333307411593	4722.25769183006	130.733033378716	0.700254039725647	3.27549596542254	0.0528149075550916	0.299745960274353	-1.4020864255421	-0.0766813153866703	713.694083467409	3338.3628773628	53.8285892013063	305.499013579239	-1428.99680637532	-78.1530673145514	0.0466197413327032	0.0829954760648188	0.720895593468115	1.80816695125603	715.926161553208	293.624776758796	0.70915308419232	0.29084691580768	52.242659	91.7153409999999
pirbuterol	0.356489400566779	85.61	4	4	394.707672051766	748.59001941491	29.3598798165572	127.36091884977	-241.548668711831	-35.0787950774258	267.346753201996	990.138688126741	64.438674893983	0.75604562107474	1.43389208326478	0.0562375908611107	0.24395437892526	-0.462676117509218	-0.0671919278209208	206.064478166091	390.815336598896	15.3278710848685	66.4911354398244	-126.104973108528	-18.3135371165954	0.11487620300431	0.205316440381734	3.05972147702013	6.19216268477364	361.991878830522	160.076712071014	0.693379921985758	0.306620078014242	23.84414	39.06186
pirenoxine	0.354106037812578	109.08	2	5	351.105213088282	771.677890338333	38.6869535662655	243.857122199721	-535.962277369382	-56.3570196342297	107.248090888561	1307.64016770771	95.0439732004953	0.590130151547026	1.29701973481193	0.0650242061920413	0.409869848452974	-0.90083396137999	-0.0947236762591854	208.894377510796	459.119279725814	23.0172802389639	145.085802900558	-318.877368169964	-33.5303040114532	0.140733845584856	0.163595145118299	1.27465622160057	4.65434499188394	322.723541456976	272.238793831027	0.542426843374473	0.457573156625527	15.217656	39.704344
pirenzepine	0.195859820174417	68.78	1	7	452.920369450157	942.520787851909	26.658192155553	177.12202842415	-368.588398836916	-30.2751684766211	275.798341026007	1311.10918668883	56.9333606321742	0.718872842491648	1.49596406691338	0.0423117432183847	0.281127157508352	-0.585021579627804	-0.0480525891253766	285.359035614494	593.828057224598	16.7957913086787	111.594387504713	-232.226318631862	-19.074639743059	0.113855698978656	0.145786530140497	0.877249007491538	1.25807394731201	522.075954009318	107.966443864989	0.828636224753674	0.171363775246326	32.793347	54.546653
piretanide	0.326738683191583	118.31	2	6	359.629630229487	783.970439531696	27.4903389531509	251.078612875235	-547.335908799283	-45.3659307841843	108.551017354252	1331.30634833098	72.8562697373351	0.588873057290335	1.28370698837491	0.0450138658901923	0.411126942709665	-0.896231408334582	-0.0742841304278992	219.62877964585	478.777209772438	16.7885766044321	153.335778550205	-334.262551250936	-27.7053478860196	0.133355764102159	0.150317919368848	1.37558573407386	4.94013976762039	411.469116056219	199.239127048503	0.673757265768004	0.326242734231996	30.347726	51.032274
pirfenidone	0.109733920706823	20.31	0	2	288.353994227928	249.953609451497	17.292044645448	187.861153848903	-162.843499379931	-16.7262956408818	100.492840379025	412.797108831428	34.0183402863298	0.605512015719008	0.524875385549831	0.0363114124262551	0.394487984280992	-0.341953631751458	-0.0351234010686767	137.318540059799	119.031695137283	8.2347336013832	89.4623271980399	-77.5485411705632	-7.96531535539939	0.270766689209269	0.316776255210033	2.58863515966819	11.8721993766203	429.176572148484	47.0385759283478	0.90122410822438	0.0987758917756198	14.963277	30.356723
piribedil	0.302592803263582	125.32	2	8	457.911476603777	1356.31629134002	32.0698975764365	137.603189942635	-407.575389120553	-28.3979155203786	320.308286661142	1763.89168046058	60.4678130968152	0.768934003354373	2.27755312762615	0.053852405957389	0.231065996645627	-0.684408650225557	-0.0476863411023403	272.693000297474	807.706243968821	19.0980943614092	81.9447177744109	-242.71712194465	-16.9113751917315	0.0957204933195986	0.110784365706201	0.0722467303662548	0.0946503887018715	484.09468787604	111.419978670373	0.812901369303742	0.187098630696258	36.398554	59.081446
piroxicam	0.326161804200963	107.98	2	7	362.938479966957	724.771608329337	29.4581732377722	258.208064703475	-515.629740764278	-47.8365155908396	104.730415263482	1240.40134909362	77.2946888286118	0.584304111615923	1.1668286888948	0.0474254803323459	0.415695888384077	-0.830125749210859	-0.0770132523496863	225.437982759414	450.189380188999	18.2978425189452	160.385047196603	-320.281631805042	-29.7134863683233	0.125669543552931	0.179243614699868	1.98397311247581	6.68709758250812	417.112758183929	204.033786486503	0.671520693084175	0.328479306915825	25.605691	44.476309
pitavastatin	0.21523429709752	90.65	3	5	515.77706073887	1244.35323362283	38.2242390238858	257.303048763546	-620.764095811605	-48.1305278504408	258.474011975324	1865.11732943444	86.3547668743266	0.667171557512771	1.60960451359141	0.049444085488745	0.332828442487229	-0.802975122734889	-0.0622581376222698	398.73698659484	961.984734108826	29.5503988902322	198.915869113428	-479.900375165204	-37.2087537410279	0.108349114866604	0.162414275922345	0.449781228517022	1.88252729202277	548.967398075424	224.112711426992	0.710104155219774	0.289895844780226	29.717968	64.868032
pivampicillin	0.331039248649602	153.33	2	9	534.392011684018	1675.44031613694	28.6897424855449	314.201145079796	-985.09194436528	-54.9590530813384	220.190866604221	2660.53226050222	83.6487955668833	0.629738771076082	1.97437405991627	0.0338085951517165	0.370261228923917	-1.16085303836531	-0.0647649025251743	453.481404144306	1421.76718684001	24.3459191425495	266.62894156207	-835.942282771537	-46.637876347043	0.0902158512266715	0.100980986228196	0.374506025696646	1.174783539115	675.20683379771	173.386322966104	0.795677915165698	0.204322084834302	43.627003	69.0689969999999
pizotyline	0.106661436805872	31.48	0	1	396.038071090714	370.032983352582	17.6247769999781	177.662627797494	-165.996748780012	-10.6793682501667	218.375443293221	536.029732132594	28.3041452501448	0.690321751146911	0.644993084494546	0.0307212053848525	0.309678248853089	-0.289343814817904	-0.0186148775325925	227.207318171081	212.288181161065	10.1113468826362	101.925173733738	-95.2324507882632	-6.12676102880518	0.0746290187727443	0.326692376222138	2.17099498356252	1.89551128797453	567.898569956109	5.80212893209865	0.989886487948607	0.0101135120513933	27.217347	51.442653
plerixafor	0.156553780794468	78.66	6	8	876.426006884753	2546.33760504501	45.8391543348681	158.322917972148	-459.985893396644	-19.4758266681586	718.103088912605	3006.32349844165	65.3149810030267	0.846993880187851	2.46082652890618	0.0442997844537092	0.15300611981215	-0.444538653142604	-0.0188217897117912	906.880868340625	2634.82009914302	47.4320156643543	163.824469151887	-475.969908641518	-20.1525907055765	0.0419847725438233	0.108327186636955	0.90556943565916	1.24110411242	982.470859605758	52.2780652511427	0.949477536052166	0.0505224639478339	66.953178	94.0868219999999
podofilox	0.223793667558715	92.68	1	3	560.753508339371	1575.65090595153	43.0573515636078	202.760214277169	-569.732173879502	-55.6791452207923	357.993294062202	2145.38307983103	98.7364967844001	0.734438022171605	2.06368380721674	0.0563936839485366	0.265561977828395	-0.746197687092049	-0.0729248781933892	428.142998622478	1203.03108874718	32.8748787783393	154.810206001289	-434.998332973153	-42.5117914396341	0.0946597469454884	0.137873739937648	2.08384497224477	2.79565915626842	547.832890428396	215.680832188144	0.717515447595347	0.282484552404653	36.504554	59.805446
polidocanol	0.177359060622089	103.3	1	10	1198.18435944876	5216.71802751421	65.2694112945014	184.898623795337	-805.021344511176	-62.4753008232201	1013.28573565342	6021.73937202538	127.744712117721	0.866314150318264	3.77180407156634	0.0471912474415731	0.133685849681736	-0.58204847739718	-0.0451710429382052	1657.18839834281	7215.15393223761	90.2730120877849	255.730140196583	-1113.41132274169	-86.4085254416517	0.0481946473322227	0.0903511406592394	1.99052877534367	4.74221944107382	1181.75837863485	201.324604609249	0.854437797985895	0.145562202014105	85.0228340000001	102.161166
polymyxin_b	0.410339319082295	981.32	36	58	1275.47935242444	23748.9156509399	78.7138688760345	422.204838088931	-7861.28530276362	-104.575610374154	853.274514335513	31610.2009537035	183.289479250188	0.751305430981685	13.9890067797346	0.0463654367024715	0.248694569018315	-4.63059345589263	-0.0615989775710467	2165.36113193722	40318.1586424363	133.631290764987	716.770478781837	-13345.9797756169	-177.536360445488	0.0118407406443632	0.0209970866726533	0	0.264304149749874	1332.44343036765	365.240760145724	0.7848594207411	0.2151405792589	241.078158000001	380.769841999997
pomalidomide	0.401245144089336	109.57	2	7	321.412155598567	623.671090234276	28.8039669147335	245.727081595693	-476.811079510883	-54.0176680372737	75.6850740028742	1100.48216974516	82.8216349520072	0.566725302217937	1.09967896652626	0.0507881751529518	0.433274697782063	-0.840730191530661	-0.0952458664375064	182.285444751134	353.708346375579	16.3358598241906	139.361469614153	-270.418271919573	-30.6355390456721	0.1254789990795	0.155531228266303	2.43082550943364	2.71181749089495	357.468018134276	209.671219059984	0.630300276705832	0.369699723294169	17.837277	36.722723
ponatinib	0.123576752583853	65.77	1	6	731.225357802033	1964.23085334008	42.5040655560784	391.958443049409	-1052.88589741882	-49.118368448704	339.266914752623	3017.1167507589	91.6224340047824	0.651029116737366	1.74880625223679	0.0378424844837129	0.348970883262633	-0.937411932597913	-0.0437313718480175	821.300476655043	2206.19227560418	47.739877902915	440.241373840049	-1182.58438412575	-55.1689557658369	0.155237117333347	0.112939339145371	0	1.29394552391615	1018.49301547029	104.690785381154	0.906791047643501	0.0932089523564991	42.003589	78.116411
posaconazole	0.159624814827731	111.79	1	10	952.923526200277	3691.13826008482	64.780200026969	378.027426763685	-1464.2848664391	-62.3547553083335	574.896099436591	5155.42312652392	127.134955335302	0.715971932758426	2.77330900275839	0.0486721166416439	0.284028067241574	-1.10017943424452	-0.0468497769729775	1268.29447529804	4912.72398478163	86.2192689590905	503.135963897642	-1948.89133839783	-82.9911209994611	0.0793044967891346	0.100962314011235	1.35674659640325	2.23410194296129	1097.99612265744	232.954830306522	0.824971138276927	0.175028861723073	64.330694	106.247306
potassium_acetate	0.409585877175276	40.13	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.195621	50.524379
potassium_aspartate	0.574726463403387	206.9	5	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.816898	119.633102
potassium_bicarbonate	0.603864036095681	60.36	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.009207	48.232793
potassium_bitartrate	0.627166809857714	117.89	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.340035	58.585965
potassium_bromide	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46.45
potassium_chloride	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45.58
potassium_citrate	0.434139355259133	140.62	2	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.484449	151.843551
potassium_gluconate	0.603724087833132	141.28	5	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.941277	66.908723
potassium_iodide	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48.75
potassium_ion	0.166739811412817	76.72	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.090554	106.371446
potassium_nitrate	0.655760280012112	66.2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.894	46.906
potassium_perchlorate	0.668831242399517	92.24	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.512	48.788
potassium_permanganate	0.470416370601781	74.27	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.392	56.008
potassium_phosphate	0.665034600868156	90.4	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.582414	51.571586
potassium_sodium_tartrate	0.428090385338578	120.72	6	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.28648399999999	90.061516
pralatrexate	0.434430840956754	207.3	5	12	641.271219053939	2336.91151644278	74.954731328423	470.447625751308	-1714.39859116603	-109.698243836257	170.823593302631	4051.31010760881	184.65297516468	0.576828594793028	2.10207061557202	0.0674223808282693	0.423171405206972	-1.54211525618814	-0.0986744484442685	712.913298853497	2597.98857147185	83.3285873251221	523.005491041615	-1905.92922130684	-121.953604914808	0.0758738785462547	0.0909725209850918	0.198048886385572	4.64788463759176	646.730685312332	464.988159492915	0.58173942839444	0.418260571605559	32.637761	67.526239
pralidoxime	0.266065544020927	36.47	1	0	314.136946961169	282.567704934945	25.5087613030894	107.539007277022	-96.7318577811434	-13.7482341907815	206.597939684147	379.299562716089	39.256995493871	0.7449723983638	0.670106279703423	0.060493753667254	0.2550276016362	-0.229398562590322	-0.0326037898357742	132.463996871323	119.152006615339	10.7564312639145	45.346613511366	-40.7894984350966	-5.79729977148793	0.275106483944924	0.388373169687688	11.8675418880568	1.97886638752879	355.557962525817	66.1179917123742	0.843201892240158	0.156798107759842	11.818863	21.323137
pramipexole	0.375057459608063	79.18	2	3	443.593766259813	463.286576106976	26.0935031861396	105.378769628597	-110.056932916872	-15.1370291499842	338.214996631215	573.343509023847	41.2305323361238	0.80804364018309	0.84391576230172	0.0475315274996628	0.19195635981691	-0.200478030724734	-0.0275733814725134	243.52079476794	254.331606528505	14.3246166143073	57.8500503918115	-60.4182335554756	-8.3098132782836	0.136517000933235	0.299963048359807	4.34050161201509	2.01429815314903	503.792506538972	45.1800293494382	0.917700747494913	0.0822992525050871	22.184519	35.135481
pramlintide	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
pramoxine	0.105491458405105	30.93	0	2	541.310256856151	892.40343909028	24.8752783656893	141.839758535695	-233.836855507111	-24.3341484681557	399.470498320456	1126.24029459739	49.209426833845	0.792373921774213	1.30630669543118	0.036412614806751	0.207626078225787	-0.342292103108546	-0.0356205048962752	369.796110303044	609.645423150261	16.9935467983971	96.8978332268355	-159.745651438864	-16.623873900568	0.0459146853155435	0.22930514802728	0.23392069952756	5.62263158689585	623.957312891383	59.1927025004629	0.913353288199063	0.086646711800937	37.244589	51.429411
prasugrel	0.200608502960563	74.85	0	3	402.544931249845	696.421947190594	19.3758002092203	247.271117116316	-427.790836494863	-37.2194923527077	155.273814133529	1124.21278368546	56.595292561928	0.6194752072713	1.0717216802226	0.0298173617871351	0.3805247927287	-0.658326056382359	-0.057276966991334	261.580156514602	452.546157718859	12.5907059258878	160.680740199611	-277.985350898346	-24.1858234428311	0.152326115827606	0.171507726457232	0.948509283114844	4.96737919948649	524.347881821563	125.468166544598	0.806917408611153	0.193082591388847	31.15914	55.49886
pravastatin	0.292966744955251	124.29	4	7	562.513291099234	1647.12520186611	35.5587378779541	195.029147455766	-571.075259830945	-50.5617837883764	367.484143643468	2218.20046169706	86.1205216663304	0.742550202431192	2.17430089462444	0.0469395984544203	0.257449797568808	-0.753852498244536	-0.0667444900972442	426.127690258912	1247.76724202705	26.9372530040034	147.742855952944	-432.613744930764	-38.3026969887373	0.0903559449494603	0.134001959155873	0.681977428799485	0.251870761439514	528.62257495047	228.919863604529	0.697812489500667	0.302187510499333	43.187452	70.0985479999999
prazepam	0.100801306877758	32.67	0	3	339.95831875457	480.150463823811	18.4858395996255	228.516463472854	-322.752172471711	-27.3581328833349	111.441855281715	802.902636295522	45.8439724829605	0.598018292777261	0.844629311334555	0.0325183107106237	0.401981707222738	-0.56775108159959	-0.0481254995624239	193.257731220405	272.953430358638	10.5087336406882	129.905846808112	-183.476470959284	-15.5524086330028	0.161811450217588	0.196732576182184	0.666626498903742	6.94177058815148	519.203131152227	49.2716510751968	0.913326584369955	0.0866734156300448	23.262519	49.957481
praziquantel	0.130115665391682	40.62	0	4	399.591768705624	635.23388257623	16.5898955423656	138.132114699529	-219.589607196561	-24.9849283501276	261.459654006095	854.823489772791	41.5748238924932	0.743117017929717	1.18133841955018	0.0308520712104316	0.256882982070283	-0.408368707385663	-0.0464642340078142	214.870037645121	341.580430209423	8.92078305632664	74.2769371391966	-118.078576337147	-13.4349926990301	0.137035642710562	0.176126207037931	0.387862754860405	6.360128754746	456.262238635413	81.461644769739	0.848506552742495	0.151493447257505	32.112968	53.247032
prazosin	0.279126684083439	106.95	1	6	577.177689282492	1467.16791429002	37.9772305855534	176.253108074814	-448.029973720437	-35.630933563205	400.924581207678	1915.19788801046	73.6081641487584	0.76606596293511	1.94731608986012	0.0504057316461716	0.23393403706489	-0.594653119160942	-0.0472915809762253	434.863446652955	1105.40949152058	28.6132151214958	132.79451975351	-337.559580340162	-26.8454426851107	0.101198178340777	0.136103600201762	0.305524438940403	0.55815494530632	619.570471449726	133.860325907579	0.822332288012249	0.177667711987751	35.603347	56.150653
prednicarbate	0.237997209757874	116.2	1	8	532.692410058426	1560.16669741634	24.4432893551042	210.759699102144	-617.279798787799	-45.059311798255	321.932710956282	2177.44649620414	69.5026011533592	0.716512070508331	2.09854364281503	0.0328780953795438	0.283487929491668	-0.830288583732406	-0.0606082237753436	396.031295791764	1159.90922183626	18.1724150258743	156.689742823536	-458.917968351001	-33.4994403937364	0.138715389000843	0.133995323346501	0.26174471524433	0.755574866215781	560.560693090257	182.891416070312	0.753997044575185	0.246002955424815	48.935452	77.9405479999999
prednisolone	0.185839899897094	127.2	2	8	995.178929138764	3820.0294304508	43.932250608639	251.567015995636	-965.648866446224	-51.9967714578034	743.611913143128	4785.67829689702	95.9290220664424	0.798221107534048	3.06399988334351	0.03523753237786	0.201778892465952	-0.774535397700553	-0.0417059880248483	1240.73529458695	4762.6062027086	54.772355306949	313.64015712212	-1203.91880866546	-64.8267639750965	0.0751134942027945	0.102239473097091	0.0708665429723792	0.468777922777591	1034.37802057424	212.367924560163	0.829662229591395	0.170337770408605	77.6292480000001	121.250752
prednisone	0.255934183213327	91.67	2	5	394.711860841971	832.903221028442	24.4161713866108	181.89398494649	-383.82450840079	-45.7626783990714	212.817875895481	1216.72772942923	70.1788497856821	0.684543633618967	1.44449319602287	0.042344647673878	0.315456366381033	-0.665661840240176	-0.0793656164489534	227.593166363522	480.256866221038	14.0785071532927	104.881135033904	-221.315455300778	-26.3870278838419	0.100158696470025	0.18397605699264	2.29326556099838	4.10771251371305	391.521049903475	185.084795884986	0.679009851813247	0.320990148186753	31.297382	58.306618
pregabalin	0.397923836070434	63.32	2	3	321.752396627935	376.2308629441	21.2737111892217	114.971704608642	-134.438481554136	-30.6638740608479	206.780692019293	510.669344498236	51.9375852500697	0.736740646364371	0.861484085441606	0.0487120155012869	0.263259353635629	-0.307833895984846	-0.0702133772192183	140.51702623805	164.309085476724	9.29074239907939	50.2109143628466	-58.7125250283402	-13.3916528396554	0.221642258474372	0.283510138945716	2.79511040430693	8.64730420320983	292.30909575418	144.415005482397	0.669322107313317	0.330677892686683	18.882519	28.119481
pregnenolone	0.11794830774333	37.3	1	2	470.312193655507	644.652842392051	19.2303660854039	82.1256498295063	-112.568915520538	-18.2429305451383	388.186543826001	757.221757912588	37.4732966305423	0.851339565531169	1.16692375439978	0.034810008604933	0.148660434468831	-0.203767567425151	-0.0330225938723788	259.818254027754	356.130626047549	10.6235819696479	45.3693168866178	-62.1873289336124	-10.0780852092031	0.153428147845506	0.28634015843898	3.61137016558368	5.55331162231057	478.663266877065	73.7745766079482	0.866456330828919	0.133543669171081	35.940624	59.901376
pridinol	0.079507139902447	23.47	1	2	471.642069095679	677.544879451825	26.4507241144583	126.415651253967	-181.604404700203	-11.5219000586129	345.226417841713	859.149284152028	37.9726241730713	0.788622992476279	1.13290884206914	0.0442277111630534	0.211377007523722	-0.303656985807374	-0.0192655318484591	282.069180664352	405.210946039535	15.8190597654904	75.6038562054633	-108.609916280458	-6.89076128315051	0.147209387845943	0.264385419105952	3.58548707512381	2.97411164405048	560.154904039169	37.9028163104779	0.936623481278164	0.0633765187218359	29.310175	53.771825
