Wlambda1.unity	Wlambda2.unity	Wlambda3.unity	Wnu1.unity	Wnu2.unity	Wgamma1.unity	Wgamma2.unity	Wgamma3.unity	Weta1.unity	Weta2.unity	Weta3.unity	WT.unity	WA.unity	WV.unity	WK.unity	WG.unity	WD.unity	BCUTw.1l	BCUTw.1h	BCUTc.1l	BCUTc.1h	BCUTp.1l	BCUTp.1h
aclarubicin	2.08800063987829	8.86605005181279	40.1065231452264	0.0408926199409188	0.173637885076068	NA	NA	NA	0.309332745637481	0.330384826183697	0.548998400057997	51.0605738369175	457.84120578167	1251.36649723182	0.33910212123726	NA	1.18871597187917	11.9931965978002	16.0090814565501	-0.390401979755688	0.271644814981474	4.46005208537669	12.0604529439138
aclidinium	2.3486089887174	3.0435665281478	20.1420948534766	0.0919786997887092	0.119195359178264	NA	NA	NA	0.379163745925742	0.460296829475812	0.461665430636868	25.5342703703418	115.75785843306	285.270797919629	0.34161945577477	NA	1.30112600603842	11.9979289267779	78.9183376104568	-0.370330135038161	0.304485751003707	3.49999343212882	13.6344993458189
aconite	0.554733618246666	2.28881268086022	4.51833702240546	0.0753521339608393	0.310900428722094	NA	NA	NA	0.345689295996141	0.366008903310998	0.46853434987991	7.36188332151234	14.1177818581211	27.2165133845528	0.2103105779878	NA	1.18023254918705	11.9963551243873	16.0007834536293	-0.35103474089563	0.288023762356629	3.91979365171317	8.47800488020054
acrivastine	0.8967388475023	9.1455033993547	12.842273444479	0.0391853976547908	0.399637183618317	NA	NA	NA	0.345591653869796	0.510256439231253	0.413376703367868	22.884515691336	137.166349108002	265.371995416564	0.170883064045169	NA	1.26922479646892	11.9	15.9959277456173	-0.328257807479964	0.283476576082982	3.93352602672588	11.7944069317655
activated_charcoal	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	12	12	-0.0779229231460157	-0.0779229231460157	2.612	2.612
acyclovir	0.34128505793515	3.21339248852531	7.13676904273021	0.031921317203249	0.300557315768114	NA	NA	NA	0.29712441685916	0.403162347956867	0.544003299594058	10.6914465891907	26.4655955120819	44.9838142550021	0.250641025271478	NA	1.24429006441009	NA	NA	NA	NA	NA	NA
adapalene	1.22802792828482	4.99369899722542	19.0029315958457	0.0486836294431949	0.197968943484313	NA	NA	NA	0.408318715816211	0.423491652612266	0.47906603649264	25.2246585213559	124.363453007543	266.121724099414	0.315010570304369	NA	1.31087640492112	11.9961193259386	15.9987157396798	-0.377227490457038	0.290732418367665	4.235666533603	12.648238302729
adefovir	1.22603227131885	3.67415384631163	6.8302462263473	0.104517227956076	0.313215552383104	NA	NA	NA	0.402083898617945	0.568578220649408	0.53465354136423	11.7304323439778	37.9741089237133	80.4722814226395	0.186700414745615	NA	1.50531566063158	11.999	30.9745703230329	-0.367324984294654	0.354632510048144	2.59859695687237	9.16118897266503
adenine	7.78811237722721e-10	2.38549614003082	3.64703071776815	1.29101992578005e-10	0.395438958823504	NA	NA	NA	0.476528484663103	0.48024113054953	0.554721637742398	6.03252685857777	8.69997770450794	14.7325045698613	0.203420780785546	NA	1.51149125295503	11.85	14.0070868818844	-0.284987146834354	0.289897314967324	5.6644918519909	8.38653037854183
adenosine	0.859471117124746	2.75420948470683	7.72257442515084	0.0758161416692765	0.242955850777113	NA	NA	NA	0.316991696073678	0.482638214059571	0.470243581412249	11.3362550269824	30.2740808989848	59.8909322514243	0.260921005665208	NA	1.2698734915455	11.9884368091544	15.9979349038877	-0.393271919909415	0.189059225999929	4.32136022623103	9.83629567943103
adenosine_triphosphate	1.01867293523792	3.0703193058202	20.9229516874887	0.0407274595748346	0.122754125572621	NA	NA	NA	0.371422750777589	0.387733336277414	0.46989366307351	25.0119439285469	88.6814382895528	179.133076739533	0.377388811139408	NA	1.22904975012851	NA	NA	NA	NA	NA	NA
adrafinil	2.03894265055546	4.00644402005896	6.56338840964681	0.16170822602327	0.317750455104157	NA	NA	NA	0.463408571792559	0.367083688748231	0.461990180621217	12.6087750802612	47.847130395305	114.071631995144	0.14040598915443	NA	1.29248244116201	11.85	31.9720719961598	-0.309161456789452	0.235237504562558	4.24478687152908	13.4119106017888
afatinib	1.4649839978146	10.5557521671336	14.6823394412971	0.0548619949033875	0.395300987900615	NA	NA	NA	0.402909445000135	0.470661037174064	0.423857347476956	26.7030756062453	191.956536717793	445.707427046089	0.162377762896998	NA	1.29742782965116	11.9	34.9688541866788	-0.378011770849313	0.228062311957564	4.51557004543547	10.7792130965838
ajmaline	1.30899431945375	2.76472768203171	10.2195447522105	0.0915811858835748	0.193428677269792	NA	NA	NA	0.365887748971696	0.417947614247456	0.44679586241227	14.293266753696	45.2505971328615	96.5285274678624	0.286242602634975	NA	1.23063122563142	11.9932920261111	15.9959267641873	-0.391285406510716	0.111632314701408	5.9796829879839	13.2072435140762
alanine	0.683208077774442	1.24056614551028	1.80787436180404	0.183084784699305	0.332444526118413	NA	NA	NA	0.357417142362523	0.412777101019435	0.456630281396715	3.73164858508876	4.32550690780205	9.58944618579694	0.113353016886712	NA	1.22682452477867	11.89	15.9959171555124	-0.33043085980387	0.275595825221391	3.67987020690513	6.62201665721087
albendazole	0.534998686502999	2.01337548344171	18.6483258989075	0.0252397158409182	0.0949853268151062	NA	NA	NA	0.392861583753332	0.469227219615009	0.564417601082476	21.1967000688522	48.6000652725653	89.88386998682	0.409831218007982	NA	1.42650640445082	11.85	31.9720718944767	-0.30592021269602	0.343475619322853	4.15034241301548	10.9805351985357
albiglutide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8500000000001	16.0426296109224	-0.394916752990906	0.306422292765859	3.88184134914987	11.2539477265793
albuterol	1.02353861973006	1.8225077908875	11.0272854767602	0.0737774190107352	0.13136770645166	NA	NA	NA	0.404709610239537	0.462357521208831	0.503390707518899	13.8733318873778	33.2495733587209	67.6932819644674	0.346141155903203	NA	1.37045783896727	11.85	31.9720721466887	-0.391555073594743	0.394911301364712	4.50657854864577	9.47700805402665
alcaftadine	1.71607112014224	4.82587834582234	7.62326167354988	0.12114687901511	0.340685239230945	NA	NA	NA	0.49316339232045	0.419932750290377	0.583910898922146	14.1652111395145	58.1525430927734	135.450180440792	0.153625911315459	NA	1.49700704153297	11.85	15.9949209393016	-0.305666091699475	0.162677848216124	4.1775818245557	12.5590389804118
alclometasone	2.38958066672804	6.09989976125214	13.8552228274374	0.10694170512865	0.272990860139223	NA	NA	NA	0.46173125514252	0.328944042046858	0.442774685501406	22.3447032554175	132.199845557301	356.501082961037	0.215050576049095	NA	1.23344998269078	11.9	34.9688542708002	-0.392565217255323	0.26294158773127	4.24270355296905	13.8067465926873
alcuronium	1.82548249737728	6.41519679644484	19.4218784832779	0.0659910956928387	0.231909024759654	NA	NA	NA	0.473664189340418	0.353851186231367	0.491148753292463	27.6625577771	171.760301333418	426.869165998561	0.276574909660631	NA	1.31866412886425	11.85	15.995941032147	-0.392657780800786	0.146172684358422	4.6523053588867	15.1033409776821
aldioxa	0.458141930495607	1.13741192235063	4.28076207271143	0.077964142210773	0.193558674645745	NA	NA	NA	0.246955915540541	0.190597715366581	0.425802620106289	5.87631592555766	7.35128251210717	15.4582868325606	0.296357887357611	NA	0.86335625101341	NA	NA	NA	NA	NA	NA
aldosterone	1.1685109740992	2.70876431200415	11.7923440772677	0.0745717523190566	0.172867269407711	NA	NA	NA	0.426907877217167	0.498024766535476	0.454420574603163	15.669619363371	48.8873850808424	101.882377491084	0.314420733704924	NA	1.37935321835581	11.9	15.9989410730501	-0.392724043611133	0.162314357368657	4.4877141397552	12.6220168963312
alendronate	1.25020201825537	2.06709685031381	4.66245861132108	0.156671680988551	0.25904256558211	NA	NA	NA	0.489674321067913	0.358875337769131	0.490956288720875	7.97975747989026	18.0510573302777	38.0799537000431	0.188214315072004	NA	1.33950594755792	NA	NA	NA	NA	NA	NA
alfacalcidol	1.4766548973248	5.60570833175359	20.1232031329633	0.0542776752990185	0.206050050829852	NA	NA	NA	0.373037366241292	0.459010252780565	0.547037724837279	27.2055663620417	150.797530581233	344.576868326803	0.304754205403348	NA	1.37908534385914	11.89	15.9959282507013	-0.392294422475374	0.0821144483789241	5.24832803577728	12.522838936011
alfentanil	1.82678274992175	3.30479722729246	20.5598257573435	0.0711048188174666	0.128634348055433	NA	NA	NA	0.425773628140775	0.355175782206556	0.452161006189138	25.6914057345578	111.541536758204	261.355623977861	0.350195624845325	NA	1.23311041653647	11.85	15.9969396667606	-0.382037107813565	0.319862170705599	4.82700701223425	12.493795143733
alfuzosin	0.89540091184171	3.74952890759329	26.975923522641	0.0283167851972626	0.118577726762485	NA	NA	NA	0.367746964901125	0.442844287486516	0.581724754788476	31.620853342076	128.658603179949	250.846577080272	0.38982911603019	NA	1.39231600717612	11.9	15.9979439094026	-0.368476800136387	0.22914915742971	4.75676039839544	9.87692150081038
alibendol	0.81200345670727	4.85134974449323	9.55412675817908	0.0533599162854015	0.31880112590541	NA	NA	NA	0.38095420719521	0.448069727912663	0.57263346325521	15.2174799593796	58.0477071228333	110.901880552618	0.220879218356891	NA	1.40165739836308	11.79	15.9979297953086	-0.394488744546222	0.233779794712198	4.00510854074645	9.78916752040177
aliskiren	1.3855899658433	5.82161486520074	35.6852549790245	0.0323038121846779	0.135725833654198	NA	NA	NA	0.388743659997538	0.402382656212249	0.538507482770659	42.8924598100685	265.25731322409	596.000283999951	0.373977765620843	NA	1.32963379898045	11.85	15.9999692271036	-0.391120516078789	0.206622433788433	4.33210750797957	11.0305889842052
alitretinoin	1.92873229476562	4.04798223763388	13.0894600223605	0.101159899130584	0.212312240507799	NA	NA	NA	0.34214027003791	0.411462525297246	0.486121905410048	19.06617455476	86.0394400072664	207.301234281647	0.264895895271213	NA	1.2397247007452	11.9884160820273	16.0060289562029	-0.33254283757727	0.355250358724448	3.98742855345807	11.401465712286
alizapride	1.18069366236552	3.49958319705574	13.1876842902223	0.0660788129365881	0.195858003481586	NA	NA	NA	0.352558785049916	0.442002845596656	0.560085168307733	17.8679611496436	65.8539493145654	138.212574005524	0.303547387686369	NA	1.3546467989543	11.79	15.9959277828436	-0.347905976119813	0.23376217521947	5.11260249964505	9.93676966298285
allantoin	0.532144335135403	1.26804328404608	5.06911485507457	0.0774670116987436	0.184595639629832	NA	NA	NA	0.334472644466685	0.413723195999254	0.514925448113816	6.86930247425606	9.80013985262582	20.0899900420542	0.303453011503568	NA	1.26312128857976	11.9887866574383	16.0061436404288	-0.351321192583136	0.314895559290715	4.07951126771449	8.25300551078712
allylestrenol	1.39543892221476	2.94254646092923	11.0372963764205	0.0907585918772971	0.191381628443899	NA	NA	NA	0.402163816731068	0.512218086661305	0.511722703384155	15.3752817595645	51.9857742123461	112.68178274109	0.288394834759103	NA	1.42610460677653	11.9961462422523	15.9979464806368	-0.413213429208114	0.0994620063073821	5.64979822187914	12.360636812383
almitrine	2.98385908000662	4.49849310671346	20.6891578004528	0.105917612558405	0.159682356705825	NA	NA	NA	0.386775022324489	0.437909552385585	0.569069075347735	28.1715099871729	168.226434612429	474.105809878209	0.300800023051827	NA	1.39375365005781	11.85	18.9994135147694	-0.289623456753015	0.217266941999008	4.11675415039062	12.1616429078507
almotriptan	1.22745914481618	3.48532693422232	15.8213017874198	0.0597766578578436	0.169733710934172	NA	NA	NA	0.378056740694781	0.384527642705783	0.581274696485242	20.5340878664583	78.8405072341044	167.05964960677	0.327867223405989	NA	1.3438590798858	11.9883183321288	31.9720721454091	-0.334578297123673	0.218665809629621	5.7529306640625	11.4135875797432
alogliptin	2.11485495044949	4.19621628367512	9.09203321107388	0.137300565478457	0.272426659093595	NA	NA	NA	0.43511895146875	0.357499672817469	0.552509453672287	15.4031044451985	66.2548580388011	162.344200005988	0.192704581570961	NA	1.34512807795851	11.9529300865184	15.9959289190384	-0.423139953865686	0.319782062374196	4.51512851257363	11.419285579576
alosetron	1.65191790817723	3.63510515157618	9.00423041913409	0.115589434517946	0.254358734658673	NA	NA	NA	0.437231108023403	0.513616379580107	0.609849419386748	14.2912534788875	53.610469159291	121.971183544109	0.222538873117536	NA	1.56069690699026	11.9933195955263	15.9949209498728	-0.291966554124249	0.235968272450599	5.75173885011903	10.9053107026831
aloxiprin	0.255191331480283	1.94522878329774	4.90620276051783	0.0359089452132576	0.273720558615791	NA	NA	NA	0.194127707458114	0.362348407887487	0.430694753612462	7.10662287529586	11.2921127646664	20.834201788436	0.267777872128213	NA	0.987170868958064	NA	NA	NA	NA	NA	NA
alpha_tocopherol	2.86019517548028	6.39582598798064	10.5337923183772	0.144528657539152	0.323187785162823	NA	NA	NA	0.394839834701313	0.52388882477144	0.516511430726941	19.7898134818381	115.794315264435	328.282063780745	0.149212667973519	NA	1.43524009019969	11.89	15.9959292656651	-0.359956280895304	0.0840258723332855	5.72667910917594	10.5868262470444
alprazolam	1.73601817975369	3.36737896075552	8.35445308773569	0.128996693402798	0.250216706505484	NA	NA	NA	0.452961148706403	0.375529875024425	0.5001608742566	13.4578502282449	48.4819230924603	110.778494954285	0.215589950068788	NA	1.32865189798743	11.85	34.9688536123154	-0.276010195726308	0.139668832114631	6.46374293040101	11.8512929812835
alprenolol	1.08346521637373	3.49724329579368	8.28713725516156	0.0841994251380144	0.271781567717657	NA	NA	NA	0.445354515473289	0.489589105006688	0.498812507213756	12.867845767329	41.7501016304069	86.0190827906913	0.233014255358247	NA	1.43375612769373	11.85	15.9959232042979	-0.388886422134311	0.0933521031005629	5.12341756745579	9.41655879721158
alprostadil	1.3995574723775	4.18659034825339	12.4419926263671	0.0776318265598243	0.232225301359383	NA	NA	NA	0.354343225910883	0.517818147163674	0.486639515999609	18.028140446998	75.3621837997676	166.292609932184	0.267607154060595	NA	1.35880088907417	11.9961514330894	16.0000044985137	-0.392074689316177	0.27843140114594	3.73232240730817	10.4902746085371
althiazide	1.85505576914281	2.88626292028692	10.2412361799993	0.123814381813341	0.192641571844076	NA	NA	NA	0.366766823377343	0.456978399175269	0.529290115494495	14.982554869429	53.9111431846358	123.727106481646	0.262658034756937	NA	1.35303533804711	11.79	34.9688545176862	-0.302068779945734	0.24413776666392	5.67287917095869	13.0205168997952
altretamine	0.298016587816723	6.43180680684401	6.43188751380575	0.0226426936352947	0.488675587207028	NA	NA	NA	0.363636375152818	0.529830608949168	0.52982893548737	13.1617109084665	45.2022521803082	70.6925093563508	0.116511289368258	NA	1.42329591958936	11.9934508676676	14.0106667092866	-0.291237068160552	0.210730174148648	6.00854988009143	9.0162757281633
aluminum_acetate	0.224926965132005	0.564713954954426	1.2374577759053	0.110960046285246	0.278582368027298	NA	NA	NA	0.273668170806575	0.505780538435398	0.740494220420825	2.02709869599174	1.10416669278956	3.28844652812109	0.207843189265592	NA	1.5199429296628	NA	NA	NA	NA	NA	NA
aluminum_aspirin	0.256869175270837	2.01554565296405	5.72568812611881	0.0321162626608866	0.252002964261282	NA	NA	NA	0.208918140973129	0.348935768266766	0.490866307363832	7.9981029543537	13.5288701492384	24.4913424896402	0.286910579808373	NA	1.04872021660373	NA	NA	NA	NA	NA	NA
aluminum_chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aluminum	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
aluminum_hydroxide	1.32344563817943e-05	0.382650521388424	0.529691245955195	1.45058188486761e-05	0.419409682232778	NA	NA	NA	0.799717005503865	0.20000002908867	0.365313285149464	0.912355001800001	0.202698705786964	1.11505639003435	0.18543185896128	NA	1.365030319742	NA	NA	NA	NA	NA	NA
aluminum_magnesium_silicate	0.542784108827764	0.571802952461307	0.578330097078275	0.320620596315077	0.337761921565468	NA	NA	NA	0.253562187604831	0.302405179911109	0.338101654624981	1.69291715836735	0.954964799334293	2.82737569981945	0.00621311158959099	NA	0.894069022140922	NA	NA	NA	NA	NA	NA
aluminum_phosphate	0.359517886924378	0.848107259725944	0.848722927670666	0.174833186761483	0.412433707268159	NA	NA	NA	0.196521342621209	0.435825291672079	0.444255887441078	2.05634807432099	1.32984887989568	3.64498083285427	0.0595498294777686	NA	1.07660252173437	NA	NA	NA	NA	NA	NA
aluminum_sulfate	0.347813590302024	0.693648883454673	0.774533408343896	0.191527741736783	0.381966110326372	NA	NA	NA	0.231143271414445	0.527620723781212	0.426830773344047	1.81599588210059	1.0479079880244	3.05076819412135	0.0698796109526336	NA	1.1855947685397	NA	NA	NA	NA	NA	NA
alverine	1.35221663868139	2.07623788894001	18.2014636527692	0.0625160311474175	0.0959891697982613	NA	NA	NA	0.476730836503467	0.305993744836453	0.470267766280866	21.6299181803906	65.2104138889585	137.941367539771	0.381121099290741	NA	1.25299234762079	11.85	14.0030841620044	-0.303150305677868	0.0884585376789578	5.71206309695885	9.32756423077971
alvimopan	1.56461851543001	4.52950826578102	17.3241645820291	0.0668118135162503	0.193417538262037	NA	NA	NA	0.423686176232178	0.336003139708984	0.530904403997961	23.4182913632401	112.662607839885	258.856430671023	0.304827986166285	NA	1.29059371993912	11.9961291746044	15.9993042334298	-0.38681362787853	0.273415131617987	3.80395531176907	12.0151721357984
