topoShape	geomShape	MOMI.X	MOMI.Y	MOMI.Z	MOMI.XY	MOMI.XZ	MOMI.YZ	MOMI.R	LOBMAX	LOBMIN	GRAV.1	GRAV.2	GRAV.3	GRAVH.1	GRAVH.2	GRAVH.3	GRAV.4	GRAV.5	GRAV.6	PPSA.1	PPSA.2	PPSA.3	PNSA.1	PNSA.2	PNSA.3	DPSA.1	DPSA.2	DPSA.3	FPSA.1	FPSA.2	FPSA.3	FNSA.1	FNSA.2	FNSA.3	WPSA.1	WPSA.2	WPSA.3	WNSA.1	WNSA.2	WNSA.3	RPCG	RNCG	RPCS	RNCS	THSA	TPSA	RHSA	RPSA
acetic_acid	1	0.743120232871339	99.4564698141279	55.0600000657473	47.7037876951045	1.80632890837934	2.08487574298706	1.15420604371417	2.58705007779455	1.11537499374593	1.09521999255607	284.83186359924	16.8769625110456	6.57954998261343	329.632603263056	18.1557870460924	6.90785776564536	397.916661660738	19.9478485471676	7.35524891797239	303.582275567582	181.567029302775	27.4978810259296	153.301728432623	-91.6869714032292	-46.5669599162182	150.280547134959	273.254000706004	74.0648409421478	0.664462473865567	0.397402902515916	0.0601856943670044	0.335537526134433	-0.200678882605809	-0.101922937788378	138.701885604811	82.9550713422746	12.563341984648	70.041107506449	-41.8903106093597	-21.2756991006388	0.427565037371739	0.554666188006633	23.9748310605108	48.6524909529291	217.180001838683	239.704002161522	0.475350417036236	0.524649582963764
acetohexamide	0.857142857142857	0.703078712098097	5219.42921750516	4662.38721696159	970.756377575158	1.11947570517461	5.37666229970358	4.80283964614038	7.45866354933238	2.16280363991878	2.16280363991878	2143.02782261165	46.2928485039714	12.8926621782712	2345.75360393971	48.4329805395013	13.2870161867265	4405.28141025428	66.3722939957199	16.3929791113806	403.19187026202	709.005562464556	18.4237868042402	229.160956297	-402.975369043731	-41.0851656795073	174.03091396502	1111.98093150829	59.5089524837475	0.637605863890906	1.12121830200815	0.0291352960411266	0.362394136109094	-0.63726348980923	-0.0649719016882938	254.959518805806	448.341671470529	11.6503336615821	144.910578451376	-254.822613648468	-25.9803206470821	0.162472573484754	0.167190123535753	0.429201640159267	7.46109013777449	472.630492684315	159.722333874705	0.747415798322842	0.252584201677159
acetone	0.5	0.726948793031771	352.661574449578	327.396796924714	63.4699492574326	1.0771686765484	5.55635507158185	5.15829618197425	2.99635511361978	1.56277981789828	1.48930729509859	509.231040681474	22.5661481135234	7.98555226044257	557.920451535704	23.62033978451	8.23235507206937	900.241594917329	30.004026311769	9.6557576847948	298.977191611272	130.820567229355	17.6346275929557	216.797962900806	-94.8621944302951	-33.5853131722848	82.1792287104656	225.68276165965	51.2199407652405	0.579665749689132	0.253638753408179	0.0341905332947609	0.420334250310868	-0.183921605374796	-0.0651161904145158	154.205007198891	67.4739982760781	9.09550277151967	111.819002813067	-48.9275629896402	-17.3224700907717	0.334307095624594	0.68096067974221	10.2716966620871	48.850934336359	444.036894448586	71.7382600634921	0.8609117569237	0.1390882430763
acetylcarnitine	1	0.654366548390672	1394.56354283884	986.629106474517	706.94688530335	1.41346280348649	1.9726567466811	1.39561985063582	5.53661840634071	1.13912475692265	1.06751085274143	1085.05739427803	32.9402093842469	10.2758456035224	1250.10699599252	35.356852178786	10.7724807958943	2224.06478490231	47.1599913581662	13.0531645020276	344.312500722598	514.846567818278	27.3731255969402	147.982832083017	-221.277046386859	-34.4834996894141	196.329668639582	736.123614205137	61.8566252863543	0.699402325755039	1.04580834614893	0.0556030572968049	0.30059767424496	-0.4494802847831	-0.0700463672748855	169.503437132365	253.456562447928	13.4756619756756	72.8512575698261	-108.933657193262	-16.9760659559024	0.239511006384592	0.233178441438658	7.42684598622603	0	306.291081108217	186.004251697398	0.622169378211751	0.377830621788249
acetylcholine	1	0.826596025074397	906.242515750797	871.096337938534	177.881497537441	1.04034706183639	5.09464181658381	4.89705984038719	4.72797966061872	1.9774088691553	1.93986989643071	742.516022398079	27.24914718662	9.05528123885917	897.814739443869	29.963556855685	9.64707326904653	1313.61151527133	36.2437789871769	10.9518877093343	396.281184547209	398.589375969622	20.5990171443582	81.0828128743627	-81.5550902886829	-15.70242578898	315.198371672847	480.144466258305	36.3014429333382	0.83014468348614	0.83497996942073	0.0431515934499072	0.16985531651386	-0.170844660948864	-0.0328940302867307	189.170370358412	190.272217842629	9.83322916698634	38.7060156758911	-38.9314639102829	-7.49577274384308	0.256863535345545	0.346880254835336	6.32508323603649	0	399.74053620774	77.6234612138317	0.837391463048939	0.162608536951061
acetylcysteine	0.666666666666667	0.626959307075262	856.995871982779	577.105340356961	468.979261447545	1.48499036840085	1.82736411272769	1.23055620535474	4.86650259525076	1.24910971996865	1.18838565964826	805.609099387538	28.3832538548268	9.30482310192635	908.481423927637	30.1410255951525	9.6851276816838	1588.53906172963	39.8564807996093	11.6680773502084	277.85534790333	360.777267411747	20.2001733141519	179.55391566234	-233.139191073896	-45.5231486990893	98.3014322409905	593.916458485643	65.7233220132412	0.607454570852693	0.788740622783541	0.0441621430153912	0.392545429147307	-0.509694948581696	-0.0995238888347384	127.093610062245	165.022864198042	9.23974639952512	82.1296243334433	-106.640025697407	-20.8227099216409	0.2133230110213	0.254446119331542	0.8385901277341	8.23183837099438	297.792778455945	159.616485109725	0.651042298825658	0.348957701174342
acetyldigitoxin	0.933333333333333	0.96757846487992	60970.986249099	60404.1532855229	2693.17793240996	1.00938400644235	22.639048655259	22.4285787279828	12.9392259633243	3.36512425403046	3.36512425403046	4724.07596235259	68.7319137108272	16.7792401861512	5391.93248462089	73.4297792766728	17.5353652013851	12675.0913901377	112.583708369096	23.3158024222248	949.682351604553	5210.63796267354	51.9623950458507	240.512994994745	-1319.62665213113	-67.0085097839805	709.169356609807	6530.26461480467	118.970904829831	0.797921412075796	4.37796869023367	0.0436587113151811	0.202078587924205	-1.10874795125157	-0.0563004299886078	1130.30751562722	6201.67705598769	61.8454007817259	286.257447439406	-1570.61350061488	-79.7532165274472	0.0521757397150038	0.0709994297719626	0.518510702326547	1.19701402538535	897.793582043067	292.401764556231	0.754324560760803	0.245675439239197
acipimox	1	0.619721030426797	911.691497528171	713.737116513362	201.25278996494	1.27734914779523	4.530081285765	3.54647066824614	4.5515662473644	1.68137723753217	1.6355270725495	976.889483059244	31.2552312910854	9.92236376484145	1042.15697573254	32.2824561601583	10.1385935611577	1795.76281942144	42.3764417975536	12.1548515331786	285.830379029238	330.916551858922	29.7264279764733	208.889698800018	-241.839440162096	-41.5353864777477	76.9406802292206	572.755992021017	71.261814454221	0.577761833082278	0.668896547136159	0.0600873692187864	0.422238166917722	-0.488840964820438	-0.0839573494975131	141.406027359311	163.711062290635	14.7062607621066	103.341928048075	-119.642826659176	-20.5483896309396	0.268284348935722	0.282040483250052	6.15914211662953	9.9518868165492	335.286385960831	159.433691868425	0.677729489840008	0.322270510159992
acitretin	0.875	0.858052188354585	8905.98514928842	8694.02725103203	706.442888038371	1.02437971404233	12.6068013424529	12.3067659088102	8.55163420500114	2.904579618468	2.904579618468	1806.84724241203	42.50702580059	12.1798090337141	2069.45603870347	45.4912743139107	12.7434025356414	3726.83828915856	61.0478360726944	15.5041103066102	531.807102703659	883.867181190028	29.3297869893489	230.842788289145	-383.662353409499	-35.8184146010267	300.964314414514	1267.52953459953	65.1482015903756	0.697314860966363	1.15894225073503	0.0384577344542302	0.302685139033637	-0.503064850517521	-0.0469657375213139	405.582628906145	674.081209386692	22.3683588502691	176.052227325192	-292.600052005797	-27.3169099910081	0.170624293133523	0.209605834776519	2.01757987589702	2.88915872045861	619.584575891744	143.06531510106	0.812410233331548	0.187589766668452
aclarubicin	1	0.84259049819202	38651.4603432389	33478.389920412	7168.51565994649	1.15451968971999	5.39183593602241	4.67019833791671	12.7568857460063	1.92811369121192	1.8688203941256	4966.36081854544	70.4724117548523	17.0613250164672	5507.54686391084	74.2128483748659	17.659811640743	14046.7904525329	118.519156479166	24.128243176458	911.084547913008	5239.88087687705	53.6158419435032	304.542203929102	-1751.50031270474	-71.7506655769825	606.542343983906	6991.38118958179	125.366507520486	0.749477211267676	4.31043564065759	0.0441055133594715	0.250522788732324	-1.44082080297311	-0.0590235987059799	1107.53874963303	6369.73937039764	65.1768517890608	370.209650161172	-2129.17063598371	-87.2220285378569	0.0471768868973766	0.0677840398613442	0.0178037936756862	1.08682223576277	941.77705729057	273.84969455154	0.774725511645281	0.225274488354719
aclidinium	999.000999000999	0.958520338253806	11435.555991624	10943.1722736635	2008.3722968421	1.04499460537101	5.69394230820895	5.44877674864876	8.39219665977108	2.17266317778747	2.17266317778747	2998.97667159563	54.7629132862344	14.4208556332994	3302.82335569717	57.4701953685315	14.8923002057449	10899.595700489	104.401128827657	22.1719281713976	513.007812264578	1260.0540957967	29.344560179756	245.810235626242	-603.761164615279	-26.45579375066	267.197576638336	1863.81526041198	55.8003539304161	0.676061690533737	1.66054840063318	0.0386714051692905	0.323938309466263	-0.7956599955595	-0.0348644761734325	389.279586655347	956.151789209282	22.2671818718171	186.525243149488	-458.144868325654	-20.075133769278	0.123916086816449	0.150710296199016	0	2.00439114550512	696.00404626478	62.8140016260403	0.917221260352682	0.082778739647318
aconite	1	0.821750500844345	1055.46759459553	788.78263768706	401.183527567562	1.33809689027952	2.63088467513857	1.96613914451965	5.00551750388808	1.18519449593438	1.0403906264283	998.261689683204	31.5952795474768	9.99420227156145	1074.67198303078	32.7821900279829	10.2429560425054	2005.96054288511	44.7879508672267	12.6117144411988	255.607210504153	453.532771026988	38.7200694758874	210.060105688097	-372.716957503031	-60.3762456472957	45.547104816056	826.249728530019	99.0963151231832	0.548905198230889	0.973941600057984	0.0831496395162546	0.451094801769111	-0.800393208934497	-0.129655321616708	119.027923714857	211.195388289372	18.030670835614	97.8181256548369	-173.562105299778	-28.1152442723403	0.161902146412311	0.186697314594557	0.336045875420978	6.58767323892098	111.027876818527	354.639439373724	0.238427463036056	0.761572536963944
acrivastine	1	0.766470936384295	7124.01451093168	4988.63618275553	2454.86580636008	1.4280485186628	2.90199753178961	2.03214211132476	8.94687485168529	1.31384879725639	1.12912213819087	2103.58788249124	45.8648872503927	12.8130804648203	2347.74961273458	48.4535820423483	13.2907837723202	4396.21238029923	66.3039394025667	16.3817221267568	509.539035826086	901.265307245013	28.9800258836346	215.425733228426	-381.041933974354	-34.6354511893109	294.11330259766	1282.30724121937	63.6154770729455	0.70284661762339	1.24318497355455	0.0399743920265669	0.29715338237661	-0.52560062259481	-0.0477753577383931	369.397849431918	653.385595323725	21.0094977719229	156.176066938345	-276.241977663803	-25.1094818725576	0.16021734293848	0.185517401935407	1.50150857399409	6.25017345215041	590.590228243141	134.374540811371	0.814646798648408	0.185353201351592
activated_charcoal	NA	NA	0	0	0	1000	1000	1000	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	120.762821603992	0	0	-120.762821603992	0	0	0	0	0	1	0	0	0	0	0	14.5836590817575	0	0	NA	NA	NA	NA	120.762821603992	0	1	0
acyclovir	999.000999000999	0.946209033274292	2174.8393154678	1679.81088827415	562.813335918891	1.29469295064652	3.86422846913711	2.98466788376925	5.6870475018814	1.69825619122513	1.66704861485297	1494.92678340199	38.6642830452342	11.4342225527305	1605.19024647437	40.064825551528	11.708704279547	3794.86106944483	61.6024436970226	15.5978699007065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
