topoShape	geomShape	MOMI.X	MOMI.Y	MOMI.Z	MOMI.XY	MOMI.XZ	MOMI.YZ	MOMI.R	LOBMAX	LOBMIN	GRAV.1	GRAV.2	GRAV.3	GRAVH.1	GRAVH.2	GRAVH.3	GRAV.4	GRAV.5	GRAV.6	PPSA.1	PPSA.2	PPSA.3	PNSA.1	PNSA.2	PNSA.3	DPSA.1	DPSA.2	DPSA.3	FPSA.1	FPSA.2	FPSA.3	FNSA.1	FNSA.2	FNSA.3	WPSA.1	WPSA.2	WPSA.3	WNSA.1	WNSA.2	WNSA.3	RPCG	RNCG	RPCS	RNCS	THSA	TPSA	RHSA	RPSA
dexbrompheniramine	0.8	0.689882697754549	4609.09219395951	3842.07397507962	1258.29070350443	1.19963650462092	3.66297881810846	3.05340726461634	7.45618606616511	1.27690141853448	1.27690141853448	1653.53467992492	40.6636776487927	11.8250894868723	1842.37040097057	42.922842414856	12.2591111469921	3608.73327531045	60.0727332099219	15.3385719567883	383.235721053178	422.019420457048	19.7786249249442	209.968050478362	-231.216951107434	-16.595513155175	173.267670574815	653.236371564482	36.3741380801192	0.646043972484759	0.711424034556411	0.0333420417639617	0.353956027515241	-0.38977660325806	-0.0279760749199697	227.336875114354	250.343511874676	11.7327549011846	124.553839444889	-137.158767438954	-9.84452099415109	0.0758058573267435	0.28046565281734	2.19516791282818	2.42029582969912	581.039917475922	12.163854055618	0.979494644775752	0.0205053552242482
dexchlorpheniramine	0.8	0.629585270803039	3247.54809327733	2344.33898424546	1276.93303486581	1.38527240092054	2.54324072179605	1.83591380302243	6.99472500801148	1.14644821453569	1.08863578187604	1528.84213719111	39.1004109593635	11.5200460378836	1717.67886115127	41.4448894455187	11.9760607493346	3227.23837480215	56.8087878307763	14.7778191828262	373.495540279957	419.149194707218	19.0990969744449	173.555486276777	-194.769774909236	-16.6038966168914	199.94005400318	613.918969616454	35.7029935913363	0.682743514130345	0.766197620257548	0.0349128253988646	0.317256485869655	-0.356035845751286	-0.0303516414572882	204.321118724513	229.295997245012	10.4481806061767	94.943706932264	-106.549005306322	-9.08317868911234	0.0743851087734588	0.27520918340273	1.800232757661	2.42356827641963	534.033051998421	13.0179745583127	0.976203363257993	0.0237966367420071
dexetimide	0.857142857142857	0.859938142134131	5901.89723291152	5106.46557575385	1632.9134480396	1.15576951324894	3.61433561588769	3.12721141581902	7.97367544656358	1.58054191645834	1.20124523121885	2180.03117954892	46.6908040148049	12.966444386872	2441.3669509399	49.4101907600032	13.4651445629178	4944.67439176308	70.3183787623341	17.0364550930231	433.830448965695	800.062503898593	24.9810889853221	201.267082375011	-371.173222767608	-29.955632232056	232.563366590685	1171.2357266662	54.9367212173781	0.683092639409051	1.25974746305444	0.0393342561615481	0.316907360590949	-0.584434995336941	-0.0471669794855271	275.524647158543	508.11772114426	15.8654279447806	127.824227156516	-235.731197479482	-19.0247480803288	0.117865884591275	0.161918287843756	0.266884064889239	0.171679939955476	549.660904653704	85.4366266870022	0.865474793286248	0.134525206713752
dexfenfluramine	0.8	0.800139526941607	2329.33705753593	2155.08117498627	487.66630836463	1.08085815261728	4.77649781742616	4.41917175335169	6.05342241794982	2.22815242438922	2.22815242438922	1260.08176800519	35.4976304562035	10.8010566181735	1420.78917867416	37.6933572221175	11.2419904896773	2718.19251199352	52.1362878616566	13.9559713938453	303.470356329298	362.950463551302	13.449668419048	194.44642292468	-232.557868880689	-25.4311499158842	109.023933404619	595.508332431992	38.8808183349322	0.609480075734712	0.728938004650308	0.0270118802567759	0.390519924265288	-0.467061723103865	-0.0510751012528387	151.102982422541	180.719125840203	6.69681558124631	96.8181366401133	-115.794465063242	-12.6625962588422	0.34837300417392	0.262404696103742	0	1.66934654773263	491.555054130458	6.36172512351933	0.987223316448482	0.0127766835515184
dexketoprofen	1	0.915164041669955	3126.47052267574	2909.88417755998	556.395496007598	1.07443125976835	5.61915138621656	5.22988449482388	6.51640472271053	2.14504512102555	2.12490428581142	1538.29733210073	39.221133743184	11.5437459995039	1684.8849463715	41.0473500529754	11.8993548749239	3170.04375947782	56.3031416483825	14.6899985333033	360.948444645525	531.006655740105	30.088164693717	252.707733196893	-371.769127350937	-39.9361132299368	108.240711448632	902.775783091042	70.0242779236538	0.588193287509303	0.865316238821381	0.0490309814846245	0.411806712490697	-0.605826423288131	-0.0650789720236339	221.498242939338	325.855514770357	18.4637881442396	155.075661664827	-228.138421729987	-24.507042602565	0.180889892040829	0.225033864594462	1.83746404304294	7.16493663109642	444.045697453001	169.610480389417	0.723606660352124	0.276393339647876
dexlansoprazole	0.857142857142857	0.935916236556497	8168.52170082459	7786.72207588787	796.403437903178	1.04903213717091	10.2567634845113	9.777358691958	7.93719913377448	3.68686868686869	3.68686868686869	2450.59137030997	49.5034480648567	13.4820820730723	2593.15349961171	50.9230154214351	13.7386083050986	5410.9953249315	73.5594679489425	17.5560059583375	413.565572828791	850.201403204618	39.0882805766019	300.318561680815	-617.390032741251	-48.4398047721293	113.247011147976	1467.59143594587	87.5280853487312	0.57931750102961	1.19095153135551	0.0547543763575207	0.42068249897039	-0.864832264643841	-0.0678538749224403	295.237901021851	606.945292885581	27.9045033488961	214.392656482678	-440.744949178345	-34.5804081055658	0.200482086467251	0.163483052228184	6.70840430187043	0.833390297456406	583.854686318768	130.029448190838	0.817856369254991	0.182143630745009
dexmedetomidine	0.75	0.652210707398297	1373.91055023504	1312.96047197417	459.671881622814	1.04642186841256	2.98889404630237	2.85629929622609	5.43131943141322	1.58573058000909	1.48553924442007	1193.94890194125	34.5535656906961	10.6086937753209	1355.48603127581	36.8169258803042	11.0670451601617	2339.86983966187	48.3722011041659	13.2758977803064	365.206382613614	342.586082108847	19.5867635571916	111.910827978803	-104.979249892732	-12.1550454143414	253.29555463481	447.565332001579	31.741808971533	0.765443741088593	0.718033377340281	0.0410523098357142	0.234556258911407	-0.220028218563702	-0.0254760154202969	174.246250563154	163.453715883558	9.34518199294047	53.3945820803345	-50.0874068789047	-5.79938136271474	0.1431564890476	0.270794306003701	4.37667619933661	3.76445990551014	445.809276303986	31.3079342884308	0.93438104182082	0.0656189581791799
dexmethylphenidate	1	0.762812567900893	1922.14653983674	1396.22380978564	913.492953420957	1.37667509060158	2.10417226825719	1.52844507946875	6.02861876580092	1.16852190991844	1.09240377271309	1335.23999315146	36.5409358548937	11.0116680408762	1525.40624575317	39.0564494770476	11.511409585645	2767.07292109839	52.6029744510555	14.0391301904212	393.90260620936	536.705738289606	19.3756605992705	118.671060857938	-161.693368683929	-16.6295293870989	275.231545351422	698.399106973534	36.0051899863693	0.768479989350765	1.04708020090142	0.0378007335221271	0.231520010649235	-0.315453912427965	-0.0324431988132459	201.904103332098	275.101228411165	9.93145340521943	60.8276608387199	-82.879762926786	-8.52385885954867	0.198366902403588	0.233708940575936	0.486592982831737	3.26798075596509	466.863477595105	45.7101894721932	0.910822204867205	0.0891777951327954
dexpanthenol	0.8	0.714668818106285	1559.88528198853	1409.13081247639	439.353773181105	1.10698401324942	3.55040829783778	3.20728055269378	5.50275537349474	1.60077510339632	1.58249422780913	994.989517029847	31.5434544244895	9.983270417815	1202.11361588778	34.6715101472056	10.6328210658038	2142.84011766691	46.2908210951902	12.8922857502605	362.909289335217	665.350754476324	29.9695847719937	105.716343576702	-193.818265407547	-33.1763533870335	257.192945758515	859.169019883871	63.1459381590272	0.77441194814759	1.41979163696617	0.0639520817198376	0.22558805185241	-0.413588698089794	-0.0707950036383714	170.068595404331	311.800418424891	14.044515631883	49.5413884177661	-90.828207296502	-15.5472896037081	0.125073241390982	0.215808486523392	0.3972718623153	6.32421411857774	288.553354461737	180.072278450182	0.615743856495303	0.384256143504697
dexrazoxane	0.8	0.949459792256044	3729.46704238774	3346.01602282755	641.117875719071	1.11459927775126	5.81713158162188	5.21903404904238	6.84662239883124	1.97360797119652	1.97360797119652	1648.5230220102	40.6020076105875	11.8131306050311	1810.11693313468	42.545469008282	12.187151512126	3344.36733927509	57.8305052656043	14.9544802838352	298.159723022869	632.320427487434	25.6919685545655	249.207459019556	-528.505209968338	-63.2470021565009	48.9522640033126	1160.82563745577	88.9389707110664	0.544716111605973	1.15520339587773	0.0469373564902073	0.455283888394026	-0.965540549939976	-0.115547669336885	163.202847389578	346.111450541658	14.0629404288351	136.407984587488	-289.28640747511	-34.6193333430351	0.104050829823457	0.13421703135111	0.939138126697626	0.237181072319594	298.804534915018	248.562647127407	0.545894135998564	0.454105864001436
dextran_70	0.888888888888889	0.884656090715369	11085.828458834	10590.3647563516	1545.80525122291	1.04678438504068	7.17155569892384	6.85103427354347	8.40048039444521	2.49017490174902	2.49017490174902	2981.1617410671	54.6000159438356	14.3922439924277	3361.33612851098	57.9770310425687	14.9797298478244	8366.57121687233	91.4689631343459	20.3009254974301	460.09439262417	2729.2532230993	59.1493004430755	228.001790420134	-1352.49338255871	-84.1112503431264	232.092602204036	4081.74660565801	143.260550786202	0.668648372075836	3.9663833201696	0.0859608030106847	0.331351627924164	-1.96555861794634	-0.122237635400036	316.589195404779	1877.98872537599	40.7004078646211	156.887161715362	-930.645534131331	-57.8766303121892	0.0355756114025245	0.06629919662905	0.979034708452661	2.23554100340375	269.424458593417	418.671724450887	0.391550578585421	0.608449421414579
dextran	0.888888888888889	0.886825966412082	13096.1812512448	12226.0773442424	2028.24703563729	1.07116787195953	6.45689653239397	6.02790347005282	9.25601234300721	2.331367003367	2.331367003367	2862.81947271434	53.5053219102019	14.1992254300677	3245.17738818067	56.9664584486403	14.8051500645476	7614.83430263545	87.2630179551192	19.673735087977	522.381899318885	3098.73909628235	70.9218292143786	279.719408631846	-1659.27929096823	-103.195225470909	242.662490687039	4758.01838725059	174.117054685288	0.651266734190355	3.86327645344358	0.0884200393533519	0.348733265809644	-2.06866548467236	-0.12865609923335	419.003204693464	2485.50268212614	56.8864919751114	224.363303522808	-1330.91008954118	-82.7730253244868	0.0355756114025245	0.06629919662905	0.898760158402684	1.71630639534967	283.463778013381	518.637529937349	0.353401465879162	0.646598534120838
dextroamphetamine	999.000999000999	0.70742101044404	1986.91238952405	1923.99494606098	308.609415093113	1.03270145984109	6.43827534854881	6.2344013240182	4.85966511073378	2.04002011940429	2.04002011940429	1455.72489895805	38.1539630832506	11.3333883380517	1699.62039177715	41.2264525732829	11.9339435079793	8330.65724188003	91.2724341840406	20.2718362157263	304.114546447901	614.667329154227	25.5584257627655	144.137170882095	-291.325787907096	-34.1770182267115	159.977375565806	905.993117061323	59.7354439894769	0.678445914851937	1.37125482265965	0.057018020845528	0.321554085148063	-0.649915609118851	-0.0762451473254497	136.319867710305	275.525685880025	11.4566082404109	64.6097343789864	-130.58728473187	-15.319907113342	0.128069960746369	0.16402454302122	0.36248648021353	3.13439718238932	281.94161092287	166.310106407127	0.628980548255899	0.3710194517441
dextromethorphan	0.8	0.81789835817043	2249.80018488167	1831.96842990405	1006.70379943329	1.22807803243613	2.23481841048794	1.81976906309019	6.10202677501282	1.43875480343707	1.43875480343707	1587.61257690639	39.8448563418967	11.6658085152443	1832.16128798916	42.8037531997973	12.2364254196224	3530.6443299043	59.4192252549989	15.2271277013292	443.365019044723	492.424665567721	17.7748087014385	67.7162851561189	-75.209291755439	-9.54008773799459	375.648733888604	567.63395732316	27.314896439433	0.867503889108203	0.963495752085291	0.0347788278603387	0.132496110891797	-0.147157196198051	-0.0186664776417757	226.595572170408	251.669040299014	9.08437241305164	34.6085273332254	-38.4380629183914	-4.87576048332473	0.0679352789714441	0.313910764039962	0.433704000764146	6.08801889268704	487.298785133467	23.7825190673751	0.953466270685517	0.0465337293144834
dextromoramide	1	0.77306239203695	4669.90590604231	4484.49228813471	2009.80292844307	1.04134550936751	2.32356408678334	2.23130946057915	7.4651105178412	1.61348258208305	1.61348258208305	2323.14478609076	48.1990122937261	13.2441907104497	2638.98645840219	51.3710663545364	13.8190775464081	5682.35802162175	75.3814169515388	17.8447115045478	527.873959601059	1053.65393931265	25.359772669921	113.395165057778	-226.340512141254	-15.3110731217271	414.478794543281	1279.9944514539	40.6708457916481	0.823170708369742	1.64307604841135	0.0395462243459995	0.176829291630258	-0.352957133655344	-0.023876205064251	338.509272003565	675.675739356357	16.2624392215873	72.7168182371453	-145.145182095655	-9.81851845835736	0.109070184629785	0.189391567968366	0	2.96651125693169	608.917134411862	32.3519902469738	0.94955005784165	0.0504499421583496
dezocine	1	0.782581029764055	1988.10968394158	1691.62859800596	596.191965688253	1.17526369930439	3.33468043576615	2.83738912189653	5.68505181601946	1.65122570504489	1.59646098190322	1308.22410542364	36.1693807719132	10.9368951609854	1545.95391903446	39.3186205128621	11.5628665895247	2956.56473429797	54.374302149986	14.3525520586573	399.718086910237	490.825419708711	22.497941011559	95.6250816432125	-117.420808237656	-17.733274688978	304.093005267024	608.246227946367	40.231215700537	0.806951851334769	0.990879557584429	0.0454188983311503	0.19304814866523	-0.237049414813895	-0.0357999783074924	197.997623698239	243.127018605089	11.1442013865942	47.3672309343311	-58.1635952065474	-8.78405647326706	0.177360559917576	0.293493602251154	4.69260032555208	10.9076657708099	425.181840739904	70.1613278135456	0.858358139835787	0.141641860164213
diacetyl_benzoyl_lathyrol	1	0.956022883311786	7745.75802409194	7058.2566829738	2803.27868383616	1.09740384516995	2.7631066681862	2.51785765135377	8.02442141946005	1.89438913076465	1.70800518945115	3153.43193760925	56.155426608737	14.6642938261552	3536.07323573181	59.4648907821398	15.2349283839509	8887.87960402865	94.2755514649936	20.7140993226687	553.607105000771	1598.58249935599	20.6953856215848	182.641381292502	-527.390839378755	-31.4424573737984	370.965723708269	2125.97333873475	52.1378429953832	0.75192970214169	2.17125403870674	0.0281092402998043	0.24807029785831	-0.716321797867407	-0.0427063117400744	407.592393058019	1176.95394536577	15.2369463371474	134.469440511117	-388.290707177547	-23.1494616467999	0.101640471071257	0.106546025865497	0.210966079426504	0	635.436496098059	100.811990195214	0.863073416010995	0.136926583989006
diatrizoate	0.6	0.666521448505021	7123.20976713018	3978.34746800402	3624.30121051099	1.79049462733429	1.96540225367358	1.09768676413159	6.92443455622926	1.20224248371057	1.16436718938111	2423.47462571736	49.2287987433916	13.4321693598135	2523.13148711169	50.2307822665712	13.6138186517866	9975.10527813422	99.875448825696	21.5264540266953	273.554932984571	471.88313216254	19.701387633723	339.707351316441	-585.996264841197	-46.3616562143742	-66.1524183318699	1057.87939700374	66.0630438480973	0.446065150242144	0.769463807317592	0.0321255491134244	0.553934849757856	-0.955539383135402	-0.0755984142530738	167.760923083928	289.388127553116	12.0821179841567	208.329706262167	-359.369407968373	-28.4318551940054	0.16958294713655	0.189984803189762	0.415986089840148	5.69190017417391	445.864515974812	167.3977683262	0.727037235761208	0.272962764238792
diazepam	1	0.806565693749968	2914.27530391414	1760.61015906453	1585.31916240387	1.65526439167123	1.8382893319066	1.11057142360839	6.66997756891528	1.17241718583666	1.04412326679051	1748.10169161852	41.8103060455017	12.0463524174777	1878.6213463416	43.3430657238456	12.3389939400941	3822.55898208473	61.8268467745585	15.6357264981578	368.460843528268	475.702827748582	22.7979376904591	258.080887469621	-333.19634939104	-29.6462635128811	110.379956058648	808.899177139622	52.4442012033402	0.588086675314385	0.759251625571585	0.0363869421022427	0.411913324685615	-0.531802325218402	-0.0473173007417458	230.856094709144	298.047673138187	14.2838593437623	161.698445972688	-208.76141750964	-18.5746212589801	0.176814302324438	0.215228364892989	0.934175989628014	8.65479677657468	570.296063299727	56.2456676981622	0.910228377591737	0.0897716224082634
diazoxide	0.75	0.928273443631625	1786.8075526251	1400.88236521958	486.621430523119	1.27548721933196	3.67186367173407	2.8787929946152	5.40184708119495	1.5768302731525	1.5768302731525	1633.70300837364	40.4190921270337	11.7776244758878	1706.41237319083	41.3087445124011	11.9498190905097	3118.76039244747	55.8458628051127	14.6103516886245	203.421069563052	208.809572901419	12.3289365095869	276.92659003142	-284.26221095836	-35.2934604947397	-73.5055204683686	493.071783859779	47.6223970043267	0.42348716705477	0.434705090637278	0.0256666942439055	0.57651283294523	-0.591784315548336	-0.07347482555559	97.7128346768162	100.301189644118	5.92217579766892	133.021039401071	-136.544687744998	-16.9531311476382	0.277854482435816	0.238683822906023	0.0558659584503907	2.23548239600614	470.780724566128	9.56693502834432	0.980083310832781	0.0199166891672192
dibasic_potassium_phosphate	999.000999000999	0.827813327571051	131.534801867953	122.30133637612	112.797675039547	1.0754976663823	1.16611270420101	1.08425405340351	2.0994857963652	1.06233090595166	1.04257192379385	737.288835851587	27.1530631025597	9.03398196589274	753.596478552685	27.4517117599738	9.10010255712089	Inf	Inf	Inf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dibenzepin	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dibucaine	1	0.87177847095418	5455.50608734801	4158.73665743279	2179.09463506616	1.31181811610926	2.50356547143827	1.90846996294244	8.19738342866667	1.80496173501152	1.80496173501152	1974.74504077023	44.438103478549	12.5459536078944	2262.35192246815	47.5641873941745	13.1276418880804	4322.52735630704	65.7459303402655	16.2896811454382	551.776570956356	1022.38090383946	22.3053095150091	140.052478658883	-259.501739024637	-21.2832556793628	411.724092297473	1281.8826428641	43.5885651943719	0.797562015158553	1.47779412328531	0.0322410710093978	0.202437984841447	-0.375095175851548	-0.0307637496447995	381.735060684691	707.312809048023	15.4314610831425	96.8923732068331	-179.530841482916	-14.7243745493717	0.125101659539843	0.177399099002749	0.212451038344313	2.41491571665734	626.530015475285	65.2990341399533	0.905613916940508	0.094386083059492
dichloralphenazone	999.000999000999	0.842252358768239	2297.61479074971	2096.67253654914	1104.04336046069	1.09583864466088	2.08109108123341	1.89908531823809	4.61092643981292	1.75062541247629	1.56816555681193	2531.89970981565	50.3179859475282	13.6295703722552	2736.13594638045	52.3080868162893	13.9866129623179	25613.0176137212	160.040674872737	29.477246694593	255.10390118111	773.493461543227	17.8333490108829	240.49816242318	-729.207806255478	-32.5065807461986	14.6057387579293	1502.7012677987	50.3399297570815	0.514735349013388	1.56071477168186	0.0359832016864276	0.485264650986612	-1.47135748578664	-0.0655900835234481	126.430019858863	383.344955725249	8.83824457076908	119.191385589968	-361.396893576572	-16.1103284985355	0.104442222232539	0.119747585691426	0	0.630900927827219	421.875707171082	73.7263564332079	0.851238802564643	0.148761197435357
dichloroacetate	0.5	0.520282437386142	343.097472286519	236.995209720285	192.976287183375	1.44769792052532	1.77792555393344	1.22810534485557	3.52050114485708	1.13864611800433	1.13864611800433	569.881532844405	23.8721916221449	8.29076988568738	579.913222785735	24.0813874763423	8.33913498489045	1156.47582864089	34.0069967600917	10.4965244086809	22.4422289203065	16.8403911545704	2.97686579535164	226.568921464555	-170.014719771432	-40.3401872289057	-204.126692544248	186.855110926003	43.3170530242574	0.0901253975399122	0.0676290645159567	0.0119547489771069	0.909874602460088	-0.682759464821815	-0.162001529516078	5.58836524064592	4.19344517433061	0.741272776241857	56.4181877753461	-42.3355609526442	-10.0451564286105	0.532817748211222	0.32348456866669	1.60861436686681	13.7634350335947	152.325093997669	96.6860563871921	0.611719972227115	0.388280027772885
diclofenac	0.8	0.792531604730703	2300.61620230974	1694.82391172832	1187.72256570639	1.35743671445115	1.93699797304218	1.42695269136386	5.95859549521796	1.42491280403723	1.38784085829236	1658.77489946827	40.7280603450283	11.8375679513131	1778.35663533011	42.1705659830421	12.115451960342	4111.78583677378	64.1232082539058	16.0205281259548	286.024274200827	423.462739874855	27.2590433212423	242.421847962267	-358.908768252126	-34.875092833163	43.6024262385604	782.371508126981	62.1341361544053	0.541255318574467	0.801335693677704	0.0515833917177074	0.458744681425533	-0.679177598622544	-0.0659955506729965	151.148418545941	223.777242767426	14.4049357369863	128.106885483271	-189.663946793168	-18.4296075677629	0.17785350858565	0.223750307265202	3.23849348835294	5.86875449426717	419.854812246813	108.591309916281	0.794508266099517	0.205491733900483
dicloxacillin	0.857142857142857	0.839828257782197	7653.57669824737	6855.15078516927	1972.71790531803	1.11647094835688	3.87971167981745	3.47497772828504	7.93132176674647	1.63258014776247	1.62440728438896	2858.19466128905	53.4620862040479	14.1915751474877	3034.0293067061	55.0820234441882	14.4768227532608	7714.69895060392	87.8333589850913	19.7593654887136	376.986569666412	972.276496680299	24.9380607419593	353.831493738052	-912.557827858984	-60.4384622700099	23.15507592836	1884.83432453928	85.3765230119691	0.515841888075736	1.33039472526311	0.0341234870766427	0.484158111924264	-1.24867990209204	-0.0826997378642525	275.508594773099	710.557226397573	18.2251852565016	258.586447025152	-666.913744500487	-44.1695199513124	0.107842235879377	0.128051403603179	0.366281231987161	2.42144770507009	545.89403688728	184.924026517185	0.746962977822785	0.253037022177215
dicumarol	1	0.636056628829663	4202.9210724428	3854.95766812359	1121.94089889031	1.09026387168827	3.74611628526941	3.43597213715664	7.01185245430983	2.27523205365322	2.27523205365322	2311.82146662664	48.0814045825061	13.2226376673018	2444.8020274614	49.4449393513775	13.4714568907136	5311.99175832419	72.8834120930421	17.4482736620264	339.122884183179	741.494086686952	29.9554168035249	253.470452988322	-554.214565889287	-43.2586983394892	85.6524311948573	1295.70865257624	73.214115143014	0.572269148016145	1.25126969909275	0.0505497023414145	0.427730851983855	-0.935235904835854	-0.0729989617263782	200.961961649335	439.404455322755	17.7513804099641	150.204901610722	-328.423859109388	-25.6348164106932	0.135888485480668	0.164277548436607	0.717949615693561	1.9041242935219	411.547754047329	181.045583124172	0.694485962349293	0.305514037650707
dicyclomine	0.833333333333333	0.899633556567586	4322.25721692637	3679.31688819275	1346.66790320214	1.17474448335691	3.20959399615065	2.73216349735818	7.5117820926132	1.45523894666966	1.33039953280624	1568.92019520768	39.6095972613668	11.6198436488899	1908.76016669044	43.6893598796142	12.4046292260777	3509.52495593544	59.2412437068588	15.1967054204426	566.855430295424	856.40401218566	16.9730775829692	48.0419220820881	-72.5816365607873	-6.84278170313084	518.813508213335	928.985648746447	23.8158592861	0.921870013106524	1.39275930994719	0.0276031072785441	0.0781299868934761	-0.118038622674417	-0.0111283317071916	348.557903269471	526.60055965844	10.4367004674658	29.5408506914027	-44.6302561524549	-4.20760835215243	0.177396098608458	0.207741276314204	0	0.28397931317793	594.750384139887	20.1469682376244	0.967235233393467	0.0327647666065333
didanosine	0.8	0.629536518842658	1897.63024346847	1497.37264340977	559.102145441523	1.26730660655536	3.39406718242855	2.67817366758142	5.57295682677053	1.33427157314911	1.33427157314911	1621.54754980197	40.2684435979586	11.7483415188756	1748.61241884552	41.8164132709337	12.0475254615724	3352.73132392676	57.9027747515329	14.9669365428482	331.603678516353	636.587271305052	29.894054542955	138.623258532271	-266.118283980741	-38.8160900089809	192.980419984082	902.705555285793	68.7101445519359	0.705199239749346	1.35378733362361	0.0635736751505238	0.294800760250654	-0.565935855676475	-0.082547567888411	155.928982062801	299.340482749916	14.0569897036982	65.1843902633293	-125.1359855689	-18.2523711131268	0.134213363961	0.204758825982342	1.05520732609986	5.75549200627413	305.815489795356	164.411447253268	0.650357233285708	0.349642766714291
dienestrol	0.833333333333333	0.653061879435096	2690.5988728576	2335.39049550069	1013.94619175766	1.15209806584434	2.65359137864455	2.30326866897377	6.61621570035613	1.15796295421605	1.02652631700948	1610.25526959039	40.1279861143116	11.7210065783266	1820.55634730528	42.6679780081653	12.2105354378357	3404.10631744694	58.3447197049308	15.0429971024727	353.970836462208	484.374275878681	25.3539374943355	160.655787773133	-219.84164471312	-28.6314754642359	193.315048689075	704.2159205918	53.9854129585715	0.687820683564819	0.941214956762854	0.0492666649962149	0.31217931643518	-0.427186691010733	-0.0556354337608903	182.162816646306	249.271898461883	13.0478112637838	82.6777457255571	-113.136363485058	-14.7345195650368	0.159153557269209	0.263372140026215	3.85527893032618	9.09815444922021	398.370147312306	116.256476923036	0.77409548700327	0.225904512996729
dienogest	1	0.847890313454116	4413.76295241265	4148.52906308354	691.398079609012	1.06393444165291	6.38382298502861	6.00020333500138	6.86035611882172	2.36650510682531	2.36650510682531	1793.92687174534	42.3547738955757	12.1507078380831	2043.82455583675	45.2086778819814	12.6905721995916	4031.8366406546	63.4967451185854	15.9160138762418	405.890007477601	583.610462902394	18.3722894948998	165.076712222589	-237.356167089053	-38.8081014193077	240.813295255012	820.966629991447	57.1803909142075	0.710882076788522	1.02214444864465	0.0321775137867001	0.289117923211478	-0.415709285496862	-0.0679691128752399	231.749686128572	333.22215158609	10.4899658662852	94.253308876624	-135.522472123447	-22.1581343651744	0.14658391668534	0.26979145957677	2.17263344185211	4.45634558801742	426.605211286444	144.361508413747	0.747163007172205	0.252836992827795
diethylamine_salicylate	999.000999000999	0.920738470181497	863.236569946092	642.013302395014	256.682902036318	1.34457738916906	3.36304663496423	2.50119231667474	3.94184438486465	1.44290362679	1.43944732854676	1137.14453207083	33.7215736891211	10.4377099078123	1321.6681940978	36.3547547660248	10.9742322312289	5090.55268104376	71.348109162358	17.2023710912784	213.441441131064	337.704113593486	16.8464797590542	101.265917608734	-160.221542555502	-24.9637832324388	112.17552352233	497.925656148988	41.8102629914929	0.678221958284549	1.07307345765849	0.0535306191330051	0.321778041715451	-0.509112793539646	-0.079323798885424	67.1715921839734	106.277969624571	5.30171114903541	31.8691294610068	-50.4228984708584	-7.85628628523367	0.185307998175155	0.227266774669849	0.559457918135475	5.61148385392779	198.032780013217	116.674578726582	0.629260087232187	0.370739912767813
diethylcarbamazine	1	0.765532352486175	1440.99276719219	1370.03517382222	366.846457368329	1.05179253403547	3.92805419883168	3.7346283337463	5.32299332041799	1.84753228598152	1.75663032008442	1072.01501093829	32.7416403214361	10.2345076637647	1276.20724707102	35.7240429832769	10.8469357782724	2141.54997284953	46.2768837849907	12.8896978678364	409.606184337564	467.228547627411	14.7861993066376	57.3890274369898	-65.4623708440806	-10.2529688967319	352.217156900574	532.690918471492	25.0391682033695	0.877110030274368	1.00049965363022	0.0316624216562113	0.122889969725632	-0.140177820229307	-0.0219551906276966	191.284126798887	218.19349454638	6.90508427654397	26.8004010214727	-30.5706137355957	-4.78808738124721	0.243225508038301	0.265937599497562	0.18357874147981	2.24793003518269	431.871829570799	35.1233822037538	0.924788560314597	0.0752114396854031
diethylene_glycol	1	0.89655875454697	658.142418056149	639.322954082928	34.0649794938604	1.02943655292374	19.3202059075	18.7677480973724	3.79369730005933	2.90173566556358	2.90173566556358	505.016704831999	22.4725767288044	7.96346204730877	618.803694683009	24.8757652079893	8.52153108749425	764.218142442315	27.6444956988243	9.14265744143554	216.616609556139	251.86824737572	19.5776896200836	83.613946624221	-97.2210682992507	-32.6698215038914	133.002662931918	349.089315674971	52.247511123975	0.721500876899449	0.838916100279989	0.0652088510548625	0.278499123100551	-0.323821364274615	-0.108815777845961	65.0349251649436	75.618543993785	5.87782064336418	25.1034616994248	-29.1887354079328	-9.8084786804264	0.180464115529445	0.338318456276692	4.08405729968495	11.9858473546712	171.354898797708	128.875657382653	0.570744367188156	0.429255632811844
