nSmallRings	nAromRings	nRingBlocks	nAromBlocks	nRings3	nRings4	nRings5	nRings6	nRings7	nRings8	nRings9	tpsaEfficiency	Zagreb	WPATH	WPOL	VAdjMat	VABC	TopoPSA	topoShape	geomShape	PetitjeanNumber	MDEC.11	MDEC.12	MDEC.13	MDEC.14	MDEC.22	MDEC.23	MDEC.24	MDEC.33	MDEC.34	MDEC.44	MDEO.11	MDEO.12	MDEO.22	MDEN.11	MDEN.12	MDEN.13	MDEN.22	MDEN.23	MDEN.33	khs.sLi	khs.ssBe	khs.ssssBe	khs.ssBH	khs.sssB	khs.ssssB	khs.sCH3	khs.dCH2	khs.ssCH2	khs.tCH	khs.dsCH	khs.aaCH	khs.sssCH	khs.ddC	khs.tsC	khs.dssC	khs.aasC	khs.aaaC	khs.ssssC	khs.sNH3	khs.sNH2	khs.ssNH2	khs.dNH	khs.ssNH	khs.aaNH	khs.tN	khs.sssNH	khs.dsN	khs.aaN	khs.sssN	khs.ddsN	khs.aasN	khs.ssssN	khs.sOH	khs.dO	khs.ssO	khs.aaO	khs.sF	khs.sSiH3	khs.ssSiH2	khs.sssSiH	khs.ssssSi	khs.sPH2	khs.ssPH	khs.sssP	khs.dsssP	khs.sssssP	khs.sSH	khs.dS	khs.ssS	khs.aaS	khs.dssS	khs.ddssS	khs.sCl	khs.sGeH3	khs.ssGeH2	khs.sssGeH	khs.ssssGe	khs.sAsH2	khs.ssAsH	khs.sssAs	khs.sssdAs	khs.sssssAs	khs.sSeH	khs.dSe	khs.ssSe	khs.aaSe	khs.dssSe	khs.ddssSe	khs.sBr	khs.sSnH3	khs.ssSnH2	khs.sssSnH	khs.ssssSn	khs.sI	khs.sPbH3	khs.ssPbH2	khs.sssPbH	khs.ssssPb	Kier1	Kier2	Kier3	HybRatio	fragC	FMF	ECCEN	SCH.3	SCH.4	SCH.5	SCH.6	SCH.7	VCH.3	VCH.4	VCH.5	VCH.6	VCH.7	C1SP1	C2SP1	C1SP2	C2SP2	C3SP2	C1SP3	C2SP3	C3SP3	C4SP3	ATSp1	ATSp2	ATSp3	ATSp4	ATSp5	ATSm1	ATSm2	ATSm3	ATSm4	ATSm5	ATSc1	ATSc2	ATSc3	ATSc4	ATSc5
calcium_lactate	0	0	0	0	0	0	0	0	0	0	0	0.553735231457429	44	48000000010	8	4.32192809488736	NA	120.72	999.000999000999	0.81055220001862	0.999000000999	1.000000001e-09	0	0.000212731835984165	0	0	0	0	6.000000004e-06	0	0	4.06182858840929e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.72	10.0833333333333	18.75	0.666666666666667	244.07	0	-1474836500	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	249.628141	234.9086935	236.46381	125.058162	0	27.7813813438363	11.9925518627954	16.2056738881424	12.426244050694	0	NA	NA	NA	NA	NA
calcium_phosphate	1	1	1	1	0	0	0	1	0	0	0	0.390615771844811	78	70000000377	22	5	NA	132.42	999.000999000999	0.880443651634915	0.999000000999	0	0.766309432393553	1.80720400721969	0	1.14471424255333	6.08555373497016	0	3.96540645650019	0	0	2.20001771648789	1.73286210788787	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.203125	11.6370510396975	8.8128	0.25	520.12	0.176470588235294	1935228896	0	0	0	0.0555555555555556	0.18967853124295	0	0	0	0.0161374306091976	0.044082145495008	0	0	2	2	2	2	0	0	0	622.644350480454	705.047570402313	945.806667149521	920.916562043823	615.467924536377	43.1151825520207	27.0696460852995	31.0525675441486	27.7855848575845	25.9727115827764	NA	NA	NA	NA	NA
calcium_phosphate_dibasic	0	0	0	0	0	0	0	0	0	0	0	0.685898828784676	20	5000000011	0	3	NA	93.23	999.000999000999	0.879867371945833	0.999000000999	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.375	2.22222222222222	NA	NA	5.06	0	-589934600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6691229375	18.008579875	17.3340999375	0	0	24.8828570730395	13.741006287541	10.6468142132457	0	0	NA	NA	NA	NA	NA
calcium_pyruvate	2	2	2	2	0	0	0	2	0	0	0	0.417983072962729	136	255000000573	36	5.90689059560852	NA	188.96	999.000999000999	0.934967930792121	0.999000000999	1.000000001e-09	0.0001987502393201	0.000319052743890375	0	0.000156004248009506	0.00110906752118268	0	0.000136234091536316	0	0	3.37634585032197e-05	0	0	0	0	0	3.79438817933068e-05	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	6	2	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	17.4722991689751	13.3333333333333	0.111111111111111	1186.13	0.127659574468085	-129542204	0	0	0	0.204124145231932	0.117851130197758	0	0	0	0.0496903994999953	0.0248451997499977	0	0	8	6	2	2	0	0	0	1304.96065922635	1416.481670151	1723.02807783972	1554.59955323901	1132.62066656006	47.9412631514952	34.0419679307919	44.9749601925367	43.9716885976255	31.8682175828663	NA	NA	NA	NA	NA
camphor_--	3	0	1	0	0	0	2	1	0	0	0	0.112213956617031	66	123	19	4.58496250072116	162.957155557628	17.07	1	0.603927394266324	0.5	1.14471424255333	3.13824575592964	2.44948974278318	4.24264068711929	1.65096362444731	3.96540645650019	3.36738614492812	0.5	2.82842712474619	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.63888888888889	1.83673469387755	0.665972944849116	0.9	674.01	0.259259259259259	73	0	0	0.131094348747582	0.687165212748487	1.57670624105661	0	0	0.123199819956686	0.600748041292412	1.23013478391058	0	0	0	1	0	3	3	1	2	759.18656153125	940.18772475	1532.8830889375	1069.21026354688	112.63797703125	11.7744690355409	12.3320919771326	21.6641839542651	20.3283679085303	3.9962759313977	0.118140247447197	-0.0253007357635034	-0.0258152820092541	-0.00740462249066883	-0.000549483460172227
camphor	3	0	1	0	0	0	2	1	0	0	0	0.112213956617031	66	123	19	4.58496250072116	162.957155557628	17.07	1	0.590547063358607	0.5	1.14471424255333	3.13824575592964	2.44948974278318	4.24264068711929	1.65096362444731	3.96540645650019	3.36738614492812	0.5	2.82842712474619	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.63888888888889	1.83673469387755	0.665972944849116	0.9	674.01	0.259259259259259	73	0	0	0.131094348747582	0.687165212748487	1.57670624105661	0	0	0.123199819956686	0.600748041292412	1.23013478391058	0	0	0	1	0	3	3	1	2	759.18656153125	940.18772475	1532.8830889375	1069.21026354688	112.63797703125	11.7744690355409	12.3320919771326	21.6641839542651	20.3283679085303	3.9962759313977	0.118140247447197	-0.0253007357635034	-0.0258152820092541	-0.00740462249066882	-0.000549483460172227
canagliflozin	8	6	8	6	0	0	2	6	0	0	0	0.261262400277404	332	1023000004779	104	7.08746284125034	795.287288846784	236.78	999.000999000999	0.901279292989891	0.999000000999	1.000000001e-09	0.000613292532843764	0.000691232733884205	0	0	0	0	0	0	0	0.000110821360695848	0.000281800664872869	1.000000001e-09	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	18	10	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.3728373702422	24.021449396085	12.8099173553719	0.333333333333333	10494.15	0.417391304347826	-1438953608	0	0	0.235702260395516	0.696220702634545	1.34736095644984	0	0	0.204124145231932	0.402445997989289	0.554374506607082	0	0	0	24	8	4	12	0	0	4688.2103746891	5577.48778952728	7896.24681169436	7861.85983272827	7080.74260762493	86.7787537459357	79.827814766853	120.991445579441	130.732381571479	117.810505615371	1.27427782756622	-0.248554736135756	-0.700161045166001	0.290631630618493	0.0371555844948424
candesartan	5	5	4	4	0	0	2	3	0	0	0	0.269924763907588	178	3326	54	6.20945336562895	365.455074457885	118.81	1	0.783012370271637	0.5	0	1.86006700634691	1.46174687993299	0	16.3269080253139	29.8670483852397	0	11.0078285579944	0	0	0.5	0.333333333333333	0	0	0	0	3.05897702436561	0.719559980627759	0	0	0	0	0	0	0	1	0	2	0	0	11	0	0	0	1	7	2	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.6837107377648	11.3727810650888	5.40439106774254	0.125	2193.09	0.509433962264151	835	0	0	0.222904987429245	0.530068969573295	0.81996392764038	0	0	0.0473606797749979	0.14560979018029	0.18922875236553	0	0	2	13	5	3	0	0	0	2308.51599756506	2774.10213524103	3994.36354972012	4124.20295596967	3982.26290383494	37.4832889142817	40.5715823446228	57.8132267648018	58.983554770815	63.4228418313091	0.526078840781175	-0.3607834999334	0.235987584804464	-0.200965651716454	0.0849890836922444
cannabinol	3	2	1	2	0	0	0	3	0	0	0	0.0949730438814209	124	1150	40	5.64385618977472	314.664460937924	29.46	1	0.963009608991694	0.5	0.902399736800977	6.96783589509307	6.3094537463475	1.54438958038436	9.06779737158539	18.2639443285627	2.11701181648147	8.95216311063797	2.70958999485513	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	5	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8112	7.08692476260044	3.66513952519783	0.428571428571429	2095.02	0.285714285714286	447	0	0	0	0.162880647365452	0.492124987370756	0	0	0	0.0576473536265635	0.14507418760267	0	0	0	7	5	4	4	1	0	1725.028248266	2059.09131326229	3044.92705428268	3270.18719288047	2913.09017713585	24.5489380710819	25.9962759313977	39.3246438399279	42.3246438399279	42.4312048526015	0.194800455795143	-0.0727253648831415	-0.0354620334438682	-0.0305752542736247	0.0540148634992601
canrenoate	4	0	1	0	0	0	1	3	0	0	0	0.208255162366647	152	1534	54	5.85798099512757	364.257357665713	74.6	0.857142857142857	0.7980941351786	0.461538461538462	0.166666666666667	5.51465425725046	3.13341122037953	2.31898376360608	14.3693373985165	19.8817328465531	11.3882133935984	4.14448712186753	5.97469978373483	1.10520944959212	0.905750256216297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	3	0	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3222354340071	6.51878678134903	2.86505190311419	0.727272727272727	2831.04	0.303571428571429	542	0	0	0.0721687836487032	0.443216916543856	1.11608133372312	0	0	0.0721687836487032	0.360147076184329	0.805214775855811	0	0	1	4	1	2	8	4	2	2315.45656483845	2908.61593183239	4675.33094059851	5103.93146233319	4092.50965942337	29.0978761421638	30.3283679085303	50.0991128754689	56.9888277941931	47.3246438399279	0.387554780517015	-0.137039849435062	-0.0213517404131407	0.00696197133284377	-0.113300704996348
canrenoic_acid	4	0	1	0	0	0	1	3	0	0	0	0.208255162366647	152	1534	54	5.85798099512757	364.257357665713	74.6	0.857142857142857	0.7980941351786	0.461538461538462	0.166666666666667	5.51465425725046	3.13341122037953	2.31898376360608	14.3693373985165	19.8817328465531	11.3882133935984	4.14448712186753	5.97469978373483	1.10520944959212	0.905750256216297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	3	0	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3222354340071	6.51878678134903	2.86505190311419	0.727272727272727	2831.04	0.303571428571429	542	0	0	0.0721687836487032	0.443216916543856	1.11608133372312	0	0	0.0721687836487032	0.360147076184329	0.805214775855811	0	0	1	4	1	2	8	4	2	2315.45656483845	2908.61593183239	4675.33094059851	5103.93146233319	4092.50965942337	29.0978761421638	30.3283679085303	50.0991128754689	56.9888277941931	47.3246438399279	0.387554780517015	-0.137039849435062	-0.0213517404131407	0.00696197133284377	-0.113300704996348
canrenone	5	0	1	0	0	0	2	3	0	0	0	0.12748239230249	154	1311	54	5.85798099512757	343.110672264352	43.37	1	0.948831536242163	0.5	0.166666666666667	5.51465425725046	3.22370979547063	2.31898376360608	14.3693373985165	20.3487749138762	11.3882133935984	4.36358069364516	6.25549600760995	1.10520944959212	0.0833333333333333	0.447213595499958	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	3	0	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1224732461356	5.51041666666667	2.17977106398949	0.727272727272727	2649.03	0.39622641509434	505	0	0	0.174230856264669	0.647341061775787	1.40920265461814	0	0	0.123199819956686	0.43976824082705	0.938528531641414	0	0	1	4	1	2	8	4	2	2327.9109197048	2966.40384825462	4853.23494752965	5193.53904936502	4218.21843806931	27.3234071066228	30.3283679085303	51.0991128754689	56.6567358170605	47.9925518627954	0.384944275621806	-0.17783574801326	0.0221044432990766	-0.0162719906984741	-0.0213307235568976
capecitabine	2	1	2	1	0	0	1	1	0	0	0	0.342225398857652	124	1686	38	5.70043971814109	324.536675562174	120.69	0.875	0.885139866669048	0.466666666666667	0.0666666666666667	1.79480530064528	2.59019560593192	0	3.49964261851195	6.58570110521607	0	8.9955810239982	0	0	0.993219426779495	1.64622031438422	0.125	0	0	0	0.5	0.707106781186548	0	0	0	0	0	0	0	2	0	4	0	0	1	4	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.301775147929	9.7962962962963	5.48960302457467	0.666666666666667	1704.1	0.234042553191489	590	0	0	0.0785674201318386	0.336618737113723	0.612519015014405	0	0	0.0453609211626514	0.120652739837411	0.136827979912876	0	0	2	1	0	4	6	0	0	1304.37029316348	1500.18388674708	2052.47849382026	2032.95989431933	1759.26619431038	32.2287992561178	30.4017944608488	44.7467713962596	48.8915574856076	43.4665782275929	1.02465125590838	-0.622908400923256	0.22000830735149	-0.135285880074383	0.121825829054905
capreomycin	2	0	4	0	0	0	0	2	0	0	0	0.553956908904774	444	2162000013730	142	7.56985560833095	1224.79274361442	731.61	999.000999000999	0.917305902051	0.999000000999	0	0.000126354626579937	0.000408665667612243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	2	0	12	0	0	18	0	0	0	0	8	0	2	18	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.2190581717451	47.2349184698369	34.0211833455077	0.6	24933.43	0.243093922651934	1021438786	0	0	0	0.166666666666667	0.262891711531604	0	0	0	0.0721687836487032	0.0777510584910183	0	0	14	2	0	10	20	0	0	5996.00312062223	6774.25469070168	8840.05097092257	9871.87132968674	10642.4999594049	114.696483968856	107.625748583289	151.361520325023	169.849119834146	185.394665474701	3.163886146611	-1.50866829571232	0.0820369043829777	0.546840987339054	-0.82463617628008
capsaicin	1	1	1	1	0	0	0	1	0	0	0	0.191874750627396	98	1411	26	5.4594316186373	320.812870071451	58.56	0.875	0.792725315548729	0.466666666666667	0.391486764116886	4.56919607271745	2.45879070799006	0	11.5481674744079	12.0373214478655	0	2.10347986972729	0	0	0.125	0.436435780471985	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	2	3	1	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0454545454545	11.522633744856	9.03686087990488	0.5	1939.04	0.122448979591837	515	0	0	0	0.0680413817439772	0.164266426608915	0	0	0	0.0240562612162344	0.0375895600252725	0	0	1	7	1	3	4	1	0	1180.21059519666	1257.37171834695	1491.89603135802	1403.18514487719	1168.86188499268	24.6833874078993	23.6607317748911	29.5462853490903	29.2655666978777	24.4910976623367	0.391916144303765	-0.199223865031729	-0.0180626515100795	0.0695632315529699	-0.0651574378742557
captan	2	0	1	0	0	0	1	1	0	0	0	0.20967829758434	86	405	24	5.08746284125034	224.317467807789	62.68	0.75	0.860561330099688	0.428571428571429	0	0	0	0	3.96540645650019	6.87156667535726	0.730296743340221	4.24264068711929	1.15470053837925	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4567474048443	4.3491124260355	2.48828125	0.555555555555556	385.07	0.375	183	0	0	0.0641500299099584	0.347716156641204	0.615596137107027	0	0	0.0372677996249965	0.184332760656302	0.278502229860425	0	0	2	2	0	0	2	2	0	1417.59126397485	1673.32012761206	2364.07801595972	2060.90991267285	1696.76636578516	47.1755211343547	27.6351002145154	75.3898538218092	42.1041898133823	39.1495790104318	0.435002174094311	-0.228622241981237	0.0984530661742515	-0.0228299683673904	-0.199142150999558
captopril	1	0	1	0	0	0	1	0	0	0	0	0.444127579611454	66	297	19	4.8073549220576	202.46740859865	96.41	0.75	0.783037492409969	0.428571428571429	0	1.063659179389	1.5905414575341	0	2.48111132520008	6.37346849349684	0	2.94168275343288	0	0	0.814325284978472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0714285714286	5.18559556786704	2.75	0.777777777777778	659.05	0.172413793103448	150	0	0	0.117851130197758	0.136082763487954	0.28269156536377	0	0	0.0912870929175277	0.0912870929175277	0.106854301212308	0	0	2	0	0	3	3	1	0	826.94922497699	921.162720391724	1202.37127760236	1074.45479161194	930.00179231836	22.8111404463493	17.164606935492	23.65871950128	25.7714093323955	25.6586825168675	0.411048767678924	-0.210432798790683	0.00439528974282089	0.0783169238441564	-0.137696177535717
carazolol	3	3	1	1	0	0	1	2	0	0	0	0.192106381037338	114	1127	32	5.58496250072116	273.870027476657	57.28	1	0.8339569781045	0.5	0.5	2.21143192484582	2.48244970833099	0	9.50418360081019	18.2741297437117	0	6.93978658978791	0	0	0	0.333333333333333	0	0	0	0	0.125	0	0	0	0	0	0	0	0	2	0	2	0	0	7	2	0	0	0	1	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.84375	7.71349862258953	4.11032990805841	0.333333333333333	1654.04	0.295454545454545	445	0	0	0.0785674201318386	0.363402302906629	0.638624177632617	0	0	0.03125	0.12158562673054	0.166618237873342	0	0	0	10	2	4	2	0	0	1437.76089044344	1682.00401824023	2346.80406518044	2239.76994535145	1922.63125824483	24.2688986736349	25.6610036641195	35.8237334179259	35.48720820704	32.0997469461569	0.343532610674224	-0.121860707978533	-0.15193821946911	0.0573077598008168	0.123959188628391
carbachol	0	0	0	0	0	0	0	0	0	0	0	0.287342741071611	42	10000000129	7	4.16992500144231	173.037408043889	52.32	999.000999000999	0.956376465500962	0.999000000999	1.5	2.44948974278318	0.6	0	1	0.816496580927726	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5802469135802	5.625	13.0612244897959	0.833333333333333	466.05	0	820130798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	409.046457969238	405.493848594727	477.183883182862	282.884178773438	226.646316261719	20.9818485814836	10.8271855972999	14.3796661399872	8.05173550737963	7.66073177489115	0.427722644421792	-0.339343245589316	0.110020627487386	0.113800580474234	-0.204302881267475
carbamazepine	3	3	1	1	0	0	0	2	1	0	0	0.196234597343845	96	521	33	5.32192809488736	218.818929496895	46.33	0.75	0.725556973869171	0.428571428571429	0	0	0	0	14.0762042988729	17.8191324582397	0	4.68954139686191	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.005	5.55102040816327	2.52465483234714	0	718.03	0.5	223	0	0	0	0.166666666666667	0.214076175062696	0	0	0	0.0555555555555556	0.0569202147049769	0	0	0	12	2	0	0	0	0	1360.06480421692	1623.22428806787	2309.7185001499	2694.78101935937	2161.19346896704	19.4944296380939	20.9968197098543	30.1316312281315	34.9936394197087	33.3254595076129	0.201648107346769	-0.161908585653775	0.0869804169819361	-0.0127316716444475	-0.0113899756510583
carbamide_peroxide	0	0	0	0	0	0	0	0	0	0	0	1.16516922984484	14	8000000002	0	3	80.1366438446834	109.57	999.000999000999	0.838790540194877	0.999000000999	0	0	0	0	0	0	0	0	0	0	3.000000002e-06	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.375	8.88888888888889	NA	0	70.05	0	-589934600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.03073	60.15662825	45.86206325	0	0	9.0433677091758	5.4389248790344	4.46690349540971	0	0	0.184809944336273	-0.116018913431527	0.0236139412633911	0	0
carbaryl	2	2	1	1	0	0	0	2	0	0	0	0.190621616781601	74	362	21	5	182.353818214089	38.33	1	0.793650414731468	0.5	0	1.07576775839632	1.01626549630923	0	8.73702866094707	11.1401450177461	0	3.14734519026494	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.484375	5.36507936507936	2.76543209876543	0.0833333333333333	519.03	0.384615384615385	194	0	0	0	0.15137471507731	0.251375654828754	0	0	0	0.0518340389940122	0.0675251016606361	0	0	0	8	2	0	0	0	0	841.760125459564	963.015093841278	1285.43331401038	1234.21420302252	904.420098545654	16.9089183723584	17.3286397977586	23.5455761839393	23.1587337959758	18.9928237520237	0.301812005313918	-0.267736455508556	0.199726349571423	-0.083592597172745	-0.00350214367334404
carbazochrome	2	0	1	0	0	0	1	1	0	0	0	0.457535557647241	88	518	25	5.16992500144231	213.978814988217	108.02	0.8	0.88912304832744	0.444444444444444	0	1.04004191152595	1.59069104351073	0	1	8.42507272323003	0	5.72831325462287	0	0	0.454280148208035	0	0	0	0.816496580927726	0.125	1	0.365148371670111	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	5	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4320987654321	5.32544378698225	2.87970615243343	0.3	628.07	0.310344827586207	243	0	0	0.0785674201318386	0.323801506930344	0.563212677861372	0	0	0.0456435464587638	0.139593921984763	0.177421300691821	0	0	0	5	1	1	1	0	0	1043.01492747648	1231.89277891835	1760.72533619892	1610.35999460028	1171.93005526797	20.7633283117288	20.3533478317568	29.9585449362031	29.3458246000893	23.7644746788787	0.534042530530077	-0.219399500713844	-0.176269795951702	0.173268985653909	0.0802771239445485
