target_uniprot_id	compound_bindingdb_id	pKi
P29275	50273804	0
P29275	50273837	1
P29275	50041584	1
P29275	50273838	0
P29275	50273839	1
P29275	50273840	1
P29275	50273841	0
P29275	50273874	1
P29275	50273875	1
P29275	50273876	1
P29275	50273877	1
P29275	50273878	1
P29275	50273905	1
P29275	50273906	1
P29275	50273907	0
P29275	50273908	0
P29275	50273909	1
P29275	50273954	1
P29275	50273955	1
P29275	50273956	1
P29275	50273957	1
P29275	50273958	1
P29275	50273309	1
P29275	50273310	1
P29275	50273311	1
P29275	50240999	1
P29275	50273312	1
P29275	50254009	1
P29275	50254008	1
P29275	50253995	1
P29275	50253994	1
P29275	50253993	1
P29275	50253992	1
P29275	50254352	1
P29275	50254351	1
P29275	50254350	0
P29275	50254349	0
P29275	50254348	1
P29275	50254305	0
P29275	50254304	1
P29275	50254303	0
P29275	50254302	1
P29275	50254301	0
P29275	50254007	1
P29275	50254400	1
P29275	50254399	1
P29275	50254398	1
P29275	50254357	1
P29275	50254356	1
P29275	50254355	1
P29275	50254354	1
P29275	50254353	1
P29275	50254012	1
P29275	50254011	1
P29275	50254010	0
P29275	50253991	0
P29275	50253988	1
P29275	50253987	1
P29275	50254300	1
P29275	50254299	1
P29275	50254298	1
P29275	50254297	1
P29275	50254296	0
P29275	50254295	1
P29275	50254267	1
P29275	50254266	0
P29275	50254265	1
P29275	50254264	0
P29275	50254263	1
P29275	50254262	1
P29275	50254002	1
P29275	50254001	0
P29275	50254000	1
P29275	50253999	1
P29275	50254006	0
P29275	50254005	0
P29275	50254004	0
P29275	50254003	0
P29275	50253990	1
P29275	50253989	1
P29275	50266416	1
P29275	50139653	0
P29275	50267393	0
P29275	50267394	0
P29275	50267395	0
P29275	50267577	0
P29275	50258620	1
P29275	50258621	1
P29275	50258672	1
P29275	50258673	1
P29275	50258674	1
P29275	50258675	1
P29275	50258706	1
P29275	50258707	1
P29275	50258708	1
P29275	50258709	1
P29275	50258734	1
P29275	50258735	0
P29275	50258736	0
P29275	50258737	1
P29275	50258762	1
P29275	50258763	1
P29275	50258765	1
P29275	50258805	1
P29275	50258806	1
P29275	50148580	1
P29275	50159233	1
P29275	50159483	0
P29275	50159502	1
P29275	50159482	1
P29275	50159481	0
P29275	50159484	1
P29275	50159485	0
P29275	50159487	0
P29275	50159486	1
P29275	50159488	1
P29275	50159491	1
P29275	50159489	0
P29275	50159490	0
P29275	50159493	1
P29275	50159492	1
P29275	50159495	0
P29275	50159494	1
P29275	50159498	1
P29275	50159499	1
P29275	50159480	1
P29275	50159496	1
P29275	50159497	1
P29275	50159479	1
P29275	50159500	1
P29275	50159501	0
P29275	50159504	0
P29275	50292320	0
P29275	35785	0
P29275	50294499	0
P29275	50294500	1
P29275	50294502	0
P29275	50294503	1
P29275	50294504	0
P29275	50294505	1
P29275	50294506	1
P29275	50294507	0
P29275	50294508	1
P29275	50294509	0
P29275	50294510	1
P29275	50294511	1
P29275	50187674	0
P29275	50187676	1
P29275	50187655	0
P29275	50187660	1
P29275	50187591	1
P29275	50187664	1
P29275	50308566	1
P29275	50308567	1
P29275	50312962	1
P29275	50312963	1
P29275	50312964	1
P29275	50312965	1
P29275	50312966	1
P29275	50312946	1
P29275	50312947	1
P29275	50312949	1
P29275	50312950	1
P29275	50312967	1
P29275	50312968	0
P29275	50312951	1
P29275	50312952	1
P29275	50312953	1
P29275	50312954	1
P29275	50312955	1
P29275	50312956	1
P29275	50312969	1
P29275	50312957	1
P29275	50312958	1
P29275	50312959	1
P29275	50312960	1
P29275	50312961	1
P29275	50312970	1
P29275	50312971	1
P29275	50312972	1
P29275	50312973	1
P29275	50313071	1
P29275	50313072	1
P29275	50313073	1
P29275	50313074	1
P29275	50313075	1
P29275	50313076	1
P29275	50313077	1
P29275	50313078	1
P29275	50268107	1
P29275	50322843	1
P29275	50322844	1
P29275	50322845	1
P29275	50322846	1
P29275	50322847	0
P29275	50322848	0
P29275	50256950	0
P29275	50257051	0
P29275	50322849	0
P29275	50322850	1
P29275	50193584	0
P29275	50330623	0
P29275	50331905	0
P29275	50331906	1
P29275	50331907	0
P29275	50331908	1
P29275	50331909	0
P29275	50331910	1
P29275	50331911	1
P29275	50331912	1
P29275	50331913	1
P29275	50331914	1
P29275	50331916	1
P29275	50331917	1
P29275	50331918	0
P29275	50331919	1
P29275	50331920	1
P29275	50331921	1
P29275	50331922	0
P29275	50331926	1
P29275	50331928	0
P29275	50331903	0
P29275	50331929	1
P29275	50331915	0
P29275	50331930	0
P29275	50331931	1
P29275	50331932	0
P29275	50331933	1
P29275	50331935	0
P29275	50331936	0
P29275	50331927	0
P29275	50157672	1
P29275	50335693	0
P29275	50335694	1
P29275	50335695	1
P29275	50335696	1
P29275	50335697	1
P29275	50335698	1
P29275	50335699	1
P29275	50157663	1
P29275	50335689	1
P29275	50335690	1
P29275	50335706	0
P29275	50336974	1
P29275	50336982	1
P29275	50336983	1
P29275	50336984	1
P29275	50336985	1
P29275	50336986	1
P29275	50336987	1
P29275	50336988	1
P29275	50336989	1
P29275	50336990	1
P29275	50336975	1
P29275	50336976	1
P29275	50336991	1
P29275	50336992	1
P29275	50336993	1
P29275	50336994	1
P29275	50336977	1
P29275	50336995	1
P29275	50336981	1
P29275	50336978	1
P29275	50336996	1
P29275	50336979	1
P29275	50336980	1
P29275	50321522	1
P29275	50341188	1
P29275	50321518	1
P29275	50341194	1
P29275	50341196	1
P29275	50321524	1
P29275	50231590	0
P29275	50231594	0
P29275	50232069	1
P29275	50232064	1
P29275	50232055	1
P29275	50232052	1
P29275	50232056	1
P29275	50232063	1
P29275	50232049	1
P29275	50232060	1
P29275	50232059	1
P29275	50232054	1
P29275	50232058	1
P29275	50232051	1
P29275	50232062	1
P29275	50232061	1
P29275	50232057	1
P29275	50232089	1
P29275	50232045	1
P29275	50232084	1
P29275	50232071	1
P29275	50232070	1
P29275	50232050	1
P29275	50232065	1
P29275	50232068	1
P29275	50232067	1
P29275	50232077	1
P29275	50232044	1
P29275	50232047	1
P29275	50232081	1
P29275	50232048	1
P29275	50232076	1
P29275	50232072	1
P29275	50232073	1
P29275	50232074	1
P29275	50232078	1
P29275	50232080	1
P29275	50232082	1
P29275	50232079	1
P29275	50232075	1
P29275	50232083	1
P29275	50232066	1
P29275	50232086	1
P29275	50232091	1
P29275	50232092	1
P29275	50232087	1
P29275	50232090	1
P29275	82053	0
P29275	50232085	1
P29275	50232088	1
P29275	50236738	1
P29275	50365327	1
P29275	50365321	1
P29275	50365322	1
P29275	50365323	1
P29275	50365324	1
P29275	50365325	1
P29275	50365326	1
P29275	50365296	1
P29275	50365297	1
P29275	50365298	1
P29275	50365299	1
P29275	50365300	1
P29275	50365301	1
P29275	50365302	1
P29275	50365303	1
P29275	50365304	1
P29275	50365305	1
P29275	50365307	1
P29275	50365308	1
P29275	50365309	1
P29275	50365310	1
P29275	50365311	1
P29275	50365312	1
P29275	50365313	1
P29275	50365314	1
P29275	50365315	1
P29275	50365316	1
P29275	50365317	1
P29275	50365318	1
P29275	50365319	1
P29275	50365320	1
P29275	50140970	1
P29275	50235046	0
P29275	50235048	0
P29275	50235052	1
P29275	50235055	0
P29275	50235053	0
P29275	50235042	0
P29275	50413803	0
P29275	50242058	1
P29275	50242057	1
P29275	50242060	1
P29275	50242061	1
P29275	50242062	1
P29275	50242063	1
P29275	50242064	1
P29275	50242072	1
P29275	50242073	1
P29275	50242074	1
P29275	50242075	1
P29275	50242076	1
P29275	50242077	1
P29275	50242078	1
P29275	50242079	1
P29275	50242080	1
P29275	50242081	1
P29275	50242082	1
P29275	50242083	1
P29275	50242084	1
P29275	50242085	1
P29275	50242086	1
P29275	50242087	1
P29275	50242099	1
P29275	50242100	1
P29275	50242102	1
P29275	50242114	1
P29275	50242116	1
P29275	50242118	1
P29275	50242119	1
P29275	50242120	1
P29275	50242121	1
P29275	50242122	1
P29275	50242059	1
P29275	50242123	1
P29275	50242124	1
P29275	50242125	1
P29275	50242126	1
P29275	50242131	1
P29275	50242132	1
P29275	50242133	1
P29275	50242134	1
P29275	50242136	1
P29275	25400	0
P29275	50088421	0
P29275	50088422	0
P29275	50085658	0
P29275	50088426	0
P29275	50088428	0
P29275	50088425	0
P29275	50088424	0
P29275	50088475	0
P29275	50125912	1
P29275	50125910	1
P29275	50125915	1
P29275	50125911	1
P29275	50125908	1
P29275	50125922	1
P29275	50125907	1
P29275	50125921	1
P29275	50125929	1
P29275	50125926	1
P29275	50125928	1
P29275	50125931	1
P29275	50140948	0
P29275	50140946	1
P29275	50140956	1
P29275	50140958	1
P29275	50140961	1
P29275	50140966	1
P29275	50140967	1
P29275	50140969	1
P29275	50140965	1
P29275	50140979	1
P29275	50140944	1
P29275	50140984	1
P29275	50140964	1
P29275	50140983	1
P29275	50140981	1
P29275	50140985	1
P29275	50140941	1
P29275	50140942	1
P29275	50140989	1
P29275	50140993	1
P29275	50140951	1
P29275	50140959	1
P29275	50140991	0
P29275	50140957	1
P29275	50140978	1
P29275	50140949	1
P29275	50140998	1
P29275	50140988	1
P29275	50140945	1
P29275	50140997	1
P29275	50140940	1
P29275	50141002	1
P29275	50141004	1
P29275	50140982	1
P29275	50140992	1
P29275	50140996	1
P29275	50140943	1
P29275	50140973	1
P29275	50140953	0
P29275	50140954	1
P29275	50140963	1
P29275	50140980	1
P29275	50140972	1
P29275	50140995	1
P29275	50140955	1
P29275	50141005	0
P29275	50140971	1
P29275	50140968	1
P29275	50141007	1
P29275	50140994	1
P29275	50141006	0
P29275	50140990	1
P29275	50140950	1
P29275	50140986	0
P29275	50140960	1
P29275	50141000	1
P29275	50140974	1
P29275	50141008	1
P29275	22111	0
P29275	50166742	1
P29275	50166743	1
P29275	50166735	1
P29275	50166739	1
P29275	50166741	1
P29275	50166737	1
P29275	50166745	1
P29275	50150764	0
P29275	50150766	0
P29275	50150765	0
P29275	50150767	0
P29275	50150762	0
P29275	50150763	0
P29275	50162482	0
P29275	50370629	0
P29275	50370632	1
P29275	50176051	1
P29275	50176054	1
P29275	82038	1
P29275	50176060	0
P29275	50176055	1
P29275	50176059	0
P29275	50182967	0
P29275	50182968	0
P29275	50182965	0
P29275	50182966	0
P29275	50182980	0
P29275	50182976	0
P29275	50182963	0
P29275	50182962	0
P29275	50182982	0
P29275	50182988	0
P29275	50182981	0
P29275	50182974	0
P29275	50118812	0
P29275	50182961	0
P29275	50182985	0
P29275	50224763	0
P29275	50224760	0
P29275	50224773	0
P29275	50224778	0
P29275	50224764	0
P29275	50224759	1
P29275	50224769	0
P29275	50138530	1
P29275	50224770	0
P29275	50224775	0
P29275	50375627	1
P29275	50375629	1
P29275	50375635	1
P29275	50375633	1
P29275	50375636	1
P29275	50375620	1
P29275	50375621	1
P29275	50375622	1
P29275	50375624	1
P29275	50375625	1
P29275	50375637	1
P29275	50375628	1
P29275	50375632	1
P29275	50375634	1
P29275	50375623	1
P29275	50376956	1
P29275	50376957	1
P29275	50376937	1
P29275	50376938	1
P29275	50376939	1
P29275	50376958	1
P29275	50376959	0
P29275	50376940	1
P29275	50376941	1
P29275	50376942	1
P29275	50376943	1
P29275	50376960	1
P29275	50376944	1
P29275	50376945	1
P29275	50376961	1
P29275	50376962	1
P29275	50376963	1
P29275	50376946	1
P29275	50376964	1
P29275	50376947	1
P29275	50376948	1
P29275	50376949	1
P29275	50376965	1
P29275	50376950	1
P29275	50376951	1
P29275	50376966	1
P29275	50376952	1
P29275	50376967	1
P29275	50376968	1
P29275	50376953	1
P29275	50376969	1
P29275	50376954	1
P29275	50376955	1
P29275	50376936	1
P29275	50377492	0
P29275	50377500	0
P29275	50377476	0
P29275	50377501	0
P29275	50262202	1
P29275	50262322	0
P29275	50262267	1
P29275	50262498	1
P29275	50262441	1
P29275	50262439	1
P29275	50262436	1
P29275	50262388	1
P29275	50256842	0
P29275	50256890	0
P29275	50256891	0
P29275	50256893	1
P29275	50013685	0
P29275	50256895	0
P29275	50256896	0
P29275	50256898	0
P29275	50256953	0
P29275	50256999	0
P29275	50257000	0
P29275	50257001	0
P29275	50257002	0
P29275	50257054	0
P29275	50257057	0
P29275	50257096	0
P29275	50009525	0
P29275	50268108	1
P29275	50268109	1
P29275	50268129	1
P29275	50268130	1
P29275	50268110	1
P29275	50268131	1
P29275	50268132	1
P29275	50268149	1
P29275	50268150	1
P29275	50268151	1
P29275	50268163	1
P29275	50268164	1
P29275	50268165	1
P29275	50268180	1
P29275	50268181	1
P29275	50268182	1
P29275	50268209	1
P29275	50268210	1
P29275	50268211	1
P29275	50268231	1
P29275	50268232	1
P29275	50268233	1
P29275	50268234	1
P29275	50268245	1
P29275	50268246	1
P29275	50268247	1
P29275	50268248	1
P29275	50268256	1
P29275	50268257	1
P29275	50268085	1
P29275	50268084	1
P29275	50308507	0
P29275	50308498	1
P29275	50308501	1
P29275	50321525	1
P29275	50321526	1
P29275	50321539	1
P29275	50321540	1
P29275	50321541	1
P29275	50321542	1
P29275	50321543	1
P29275	50321544	1
P29275	50321545	1
P29275	50321546	1
P29275	50321547	1
P29275	50321548	1
P29275	50321549	1
P29275	50321550	1
P29275	50321551	1
P29275	50321521	1
P29275	50321523	1
P29275	50336715	1
P29275	50382489	1
P29275	50382492	1
P29275	50382493	1
P29275	50386109	0
P29275	50386110	0
P29275	50386115	0
P29275	50386112	0
P29275	50386113	0
P29275	50386111	0
P29275	50386103	1
P29275	50386106	0
P29275	50333651	0
P29275	50350111	0
P29275	50350112	0
P29275	50350118	0
P29275	50350114	0
P29275	50393167	0
P29275	50393192	0
P29275	50393172	0
P29275	50395549	1
P29275	50399610	0
P29275	50399612	0
P29275	50399558	0
P29275	50399559	0
P29275	50399560	0
P29275	50399561	0
P29275	50399562	0
P29275	50399563	0
P29275	50399567	0
P29275	50399568	0
P29275	50399569	0
P29275	50399570	0
P29275	50399571	0
P29275	50399572	0
P29275	50399573	0
P29275	50399576	0
P29275	50399578	0
P29275	50399579	0
P29275	50399580	0
P29275	50399581	0
P29275	50399582	0
P29275	50399586	0
P29275	50399587	0
P29275	50399588	0
P29275	50399589	0
P29275	50399590	0
P29275	50399591	0
P29275	50399592	0
P29275	50410644	1
P29275	50410645	1
P29275	50410648	1
P29275	50410651	0
P29275	50410655	1
P29275	50410657	1
P29275	50410658	1
P29275	50410659	1
P29275	50410660	1
P29275	50410661	1
P29275	50410662	1
P29275	50410647	1
P29275	50410665	0
P29275	50410668	1
P29275	50410669	1
P29275	50410671	0
P29275	50410674	1
P29275	50410678	1
P29275	50410679	1
P29275	50410681	1
P29275	50410682	1
P29275	50410683	1
P29275	50410686	1
P29275	50410690	1
P29275	50410692	1
P29275	50410693	1
P29275	50410649	1
P29275	50410695	1
P29275	50410664	1
P29275	50410696	1
P29275	50410697	1
P29275	50410698	1
P29275	50410699	1
P29275	50410694	1
P29275	50410703	1
P29275	50410688	1
P29275	50410706	1
P29275	50410705	1
P29275	50410707	1
P29275	50410701	1
P29275	50410709	1
P29275	50410710	1
P29275	50410713	1
P29275	50410714	1
P29275	50410715	1
P29275	50410720	1
P29275	50410722	1
P29275	50410723	1
P29275	50410724	1
P29275	50410725	1
P29275	50410677	1
P29275	50410680	1
P29275	50410729	1
P29275	50410731	1
P29275	50410732	1
P29275	50410689	1
P29275	50410734	1
P29275	50410684	1
P29275	50410736	1
P29275	50410737	1
P29275	50410700	1
P29275	50410702	1
P29275	50410654	1
P29275	50410741	1
P29275	50410742	1
P29275	50410743	1
P29275	50410745	1
P29275	50410746	1
P29275	50410747	1
P29275	50410750	0
P29275	50410751	1
P29275	50410721	1
P29275	50410754	1
P29275	50410675	1
P29275	50410676	1
P29275	50410756	1
P29275	50410685	1
P29275	50410759	1
P29275	50410666	1
P29275	50410728	1
P29275	50410763	1
P29275	50410752	1
P29275	50410748	1
P29275	50410765	1
P29275	50410670	1
P29275	50410653	1
P29275	50410753	1
P29275	50410758	1
P29275	50410704	1
P29275	50410771	1
P29275	50410708	1
P29275	50410711	1
P29275	50410650	1
P29275	50410766	1
P29275	50410733	1
P29275	50410764	1
P29275	50410740	1
P29275	50410691	1
P29275	50410768	1
P29275	50410769	1
P29275	50410663	1
P29275	50410739	1
P29275	50410773	1
P29275	50410757	1
P29275	50410687	1
P29275	50410772	1
P29275	50410761	1
P29275	50410719	1
P29275	50410718	1
P29275	50410755	1
P29275	50410762	1
P29275	50410774	1
P29275	50410775	1
P29275	50410712	1
P29275	50410776	1
P29275	50410673	1
P29275	50410760	1
P29275	50410727	1
P29275	50410730	1
P29275	50410656	1
P29275	50410672	1
P29275	50410777	1
P29275	50410778	1
P29275	50410749	1
P29275	50414356	1
P29275	50414357	1
P29275	50414358	1
P29275	50414359	1
P29275	50414361	1
P29275	50414351	1
P29275	50414360	1
P29275	50414352	1
P29275	50414362	1
P29275	50414353	1
P29275	50414364	0
P29275	50414365	1
P29275	50414367	1
P29275	50414368	1
P29275	50414369	1
P29275	50414370	1
P29275	50414354	1
P29275	50414355	1
P29275	50414371	0
P29275	50414363	1
P29275	50414366	1
P29275	50415167	1
P29275	50415168	1
P29275	50415169	1
P29275	50415171	1
P29275	50415173	1
P29275	50415191	1
P29275	50415172	1
P29275	50415183	1
P29275	50415170	1
P29275	50415180	1
P29275	50415179	1
P29275	50415181	1
P29275	50415189	1
P29275	50415184	1
P29275	50415175	1
P29275	50415174	1
P29275	50415186	1
P29275	50415187	1
P29275	50415192	1
P29275	50415176	1
P29275	50415193	0
P29275	50415185	1
P29275	50415190	1
P29275	50415182	1
P29275	50415177	1
P29275	50415188	0
P29275	50415197	0
P29275	50415178	1
P29275	50415448	0
P29275	50415453	1
P29275	50415454	1
P29275	50415455	1
P29275	50415456	1
P29275	50415457	1
P29275	50415458	1
P29275	50415450	0
P29275	50415452	1
P29275	50415878	0
P29275	50416325	1
P29275	50416326	1
P29275	50416327	0
P29275	50416328	1
P29275	50416329	1
P29275	50416330	1
P29275	50416331	1
P29275	50416332	1
P29275	50416333	1
P29275	50416334	1
P29275	50416335	1
P29275	50424510	0
P29275	50424511	1
P29275	50364045	0
P13051	36456	0
P13051	36457	0
Q99527	17292	1
Q99527	36490	1
Q99527	36491	1
Q99527	36492	1
Q99527	36493	1
Q99527	50303803	1
O60502	50182804	0
O60502	36546	0
O60502	36547	0
O60502	36548	0
O60502	36550	0
O60502	36549	0
O60502	46008	1
O60502	139925	1
O60502	139926	1
O60502	139927	1
O60502	139928	1
O60502	139929	1
O60502	139930	1
O60502	139931	1
O60502	139932	1
O60502	139933	1
O60502	139934	1
O60502	139935	1
O60502	139936	1
O60502	139937	1
O60502	139938	1
O60502	139939	1
O60502	139940	1
O60502	139941	1
O60502	139942	1
O60502	139943	1
O60502	139944	1
O60502	139945	1
O60502	139946	1
O60502	139947	1
O60502	139948	1
O60502	139949	1
O60502	139950	1
O60502	139951	1
O60502	139952	1
O60502	139953	1
O60502	139954	1
O60502	139955	1
O60502	139956	1
O60502	139957	1
O60502	139958	1
O60502	139959	1
O60502	139960	1
O60502	139961	1
O60502	139962	1
O60502	141961	1
O60502	141962	1
O60502	141963	1
O60502	141964	1
O60502	141965	1
O60502	141966	1
O60502	141967	1
O60502	141968	1
O60502	142087	1
O60502	142081	1
O60502	142082	1
O60502	142083	1
O60502	142084	1
O60502	142085	1
O60502	142086	1
O60502	149228	0
O60502	149229	0
O60502	149230	0
O60502	169467	0
O60502	177753	1
O60502	177754	1
O60502	177755	1
O60502	177756	1
O60502	177757	0
O60502	177758	1
O60502	177759	1
O60502	179365	1
O60502	179366	1
O60502	179367	1
O60502	179368	1
O60502	179369	1
O60502	179370	1
O60502	179371	1
O60502	179372	0
O60502	179373	1
O60502	179374	1
O60502	193647	1
O60502	193648	1
O60502	193649	1
O60502	193650	1
O60502	193651	1
O60502	193652	1
O60502	193653	1
O60502	50323697	1
O60502	205418	1
O60502	205419	1
O60502	205420	1
O60502	205421	1
O60502	205422	1
O60502	205423	1
O60502	205424	1
O60502	205425	1
O60502	205426	1
O60502	205427	1
O60502	205428	1
O60502	240644	1
O60502	240645	1
O60502	240646	1
O60502	240647	1
O60502	240648	1
O60502	240649	1
O60502	240650	1
O60502	240651	1
O60502	240652	1
O60502	240653	1
O60502	240654	1
O60502	240655	0
O60502	240656	1
O60502	240657	1
O60502	240658	1
O60502	240659	1
O60502	240660	1
O60502	240661	1
O60502	240662	0
O60502	257530	0
O60502	70719	1
O60502	70885	1
O60502	77047	1
O60502	77064	1
O60502	77863	1
O60502	189853	0
O60502	189854	0
O60502	189855	0
O60502	255771	1
O60502	255772	1
O60502	255773	1
O60502	255774	1
O60502	314705	1
O60502	314715	1
O60502	314721	1
O60502	314743	1
O60502	314745	1
O60502	314746	1
O60502	314748	1
O60502	314749	1
O60502	314750	1
O60502	314752	1
O60502	314753	1
O60502	314754	1
O60502	314755	1
O60502	314757	1
O60502	314758	1
O60502	314759	1
O60502	314761	1
O60502	314762	1
O60502	314766	1
O60502	314767	1
O60502	314769	1
O60502	314770	1
O60502	314771	1
O60502	314772	1
O60502	314773	1
O60502	314774	1
O60502	314775	1
O60502	314776	1
O60502	314778	1
O60502	314779	1
O60502	314780	1
O60502	314781	1
O60502	314782	1
O60502	314783	1
O60502	314784	1
O60502	314785	1
O60502	314786	1
O60502	314787	1
O60502	314788	1
O60502	314789	0
O60502	314790	0
O60502	314791	1
O60502	314792	1
O60502	314793	1
O60502	314794	1
O60502	314796	1
O60502	314797	1
O60502	314802	1
O60502	314803	1
O60502	314804	1
O60502	314805	1
O60502	314806	1
O60502	314807	1
O60502	314808	1
O60502	314809	1
O60502	314812	1
O60502	314813	1
O60502	314814	1
O60502	314815	1
O60502	50323695	1
O60502	50323696	0
O60502	50327038	1
O60502	50327039	0
O60502	50394492	0
O60502	50394493	1
P07686	50182804	0
P07686	36546	1
P07686	36547	1
P07686	36548	1
P07686	36550	0
P07686	36549	1
P07686	40759	1
P07686	40760	1
P07686	40761	1
P07686	40762	1
P07686	40763	0
P07686	40765	0
P07686	40766	0
P07686	40767	0
P07686	50327038	0
P07686	50377445	0
Q8NG68	18129	0
Q8NG68	36554	0
Q8NG68	36555	0
Q8NG68	36556	0
Q8NG68	36557	0
P11473	36722	1
P11473	36717	1
P11473	93061	1
P11473	93072	1
P11473	93063	1
P11473	93064	1
P11473	93065	1
P11473	93062	1
P11473	93066	1
P11473	93067	1
P11473	50207145	1
P11473	50207094	1
P11473	50207156	1
P11473	50207116	1
P11473	263371	1
P11473	263372	1
P11473	263373	1
P11473	263374	1
P11473	263375	1
P11473	263376	1
P11473	263377	1
P11473	263378	1
P11473	263379	1
P11473	263380	1
P11473	263381	1
P11473	263382	1
P11473	263383	1
P11473	263384	1
P11473	50207161	1
P11473	263386	1
P11473	263387	1
P11473	263388	1
P11473	263389	1
P11473	263390	1
P11473	50207143	1
P11473	263392	1
P11473	263393	1
P11473	263394	1
P11473	263395	1
P11473	263396	1
P11473	263397	1
P11473	263398	1
P11473	263399	1
P11473	263400	1
P11473	263401	1
P11473	263402	1
P11473	263403	1
P11473	263404	1
P11473	263405	1
P11473	263411	1
P11473	263412	1
P11473	263413	1
P11473	263414	1
P11473	263415	1
P11473	263416	1
P11473	263418	1
P11473	263419	1
P11473	50207158	1
P11473	263421	1
P11473	263422	1
P11473	263423	1
P11473	263424	1
P11473	263425	1
P11473	263426	1
P11473	263427	1
P11473	263428	1
P11473	263429	1
P11473	263430	1
P11473	263431	1
P11473	263432	1
P11473	50207110	1
P11473	263434	1
P11473	50207162	1
P11473	263436	1
P11473	50207113	1
P11473	263438	1
P11473	263439	1
P11473	50207091	1
P11473	263441	1
P11473	263442	1
P11473	263443	1
P11473	263444	1
P11473	50207144	1
P11473	263446	1
P11473	263447	1
P11473	263448	1
P11473	263449	1
P11473	50329705	0
P11473	50329704	1
P11473	50329706	1
P11473	50329707	1
P11473	50441908	0
P11473	50441909	0
P11473	50441910	0
P11473	50441911	0
P11473	50441912	0
P11473	50441913	0
P11473	50441914	0
P11473	50441915	0
P11473	50441916	0
P11473	50441917	0
P11473	50441918	0
P11473	50441919	0
Q9P2K8	24773	0
Q9P2K8	25118	0
Q9P2K8	31088	0
Q9P2K8	13216	0
Q9P2K8	31090	0
Q9P2K8	5446	0
Q9P2K8	6866	0
Q9P2K8	31094	0
Q9P2K8	31095	0
Q9P2K8	31096	0
Q9P2K8	4814	0
Q9P2K8	13534	0
O60674	31085	0
O60674	25118	0
O60674	50193995	1
O60674	13216	0
O60674	6866	0
O60674	31094	0
O60674	31095	0
O60674	31096	0
O60674	4814	0
O60674	13534	0
O60674	50237710	0
O60674	50399016	1
O60674	116312	1
O60674	116313	1
O60674	116314	1
O60674	116315	1
O60674	50399031	1
O60674	116316	1
O60674	116317	1
O60674	116318	1
O60674	116319	1
O60674	153662	1
O60674	153656	1
O60674	153668	1
O60674	153659	1
O60674	153669	1
O60674	153674	1
O60674	153666	1
O60674	153665	1
O60674	153673	1
O60674	153670	1
O60674	153672	1
O60674	153677	1
O60674	153671	1
O60674	153667	1
O60674	153678	1
O60674	153676	1
O60674	153664	1
O60674	153658	1
O60674	153657	1
O60674	50399021	1
O60674	153660	1
O60674	153661	1
O60674	153663	1
O60674	153675	1
O60674	232455	1
O60674	232456	1
O60674	232457	1
O60674	232458	1
O60674	232459	1
O60674	232460	1
O60674	232461	1
O60674	232462	1
O60674	232463	1
O60674	232464	1
O60674	232465	1
O60674	232466	1
O60674	232467	1
O60674	232468	1
O60674	232469	1
O60674	232470	1
O60674	232471	1
O60674	232472	1
O60674	232473	1
O60674	232474	1
O60674	232475	1
O60674	232476	1
O60674	232477	1
O60674	232478	1
O60674	232479	1
O60674	232480	1
O60674	232481	1
O60674	232482	1
O60674	232483	1
O60674	232484	1
O60674	232485	1
O60674	232486	1
O60674	232487	1
O60674	232488	1
O60674	232489	1
O60674	232490	1
O60674	232491	1
O60674	232492	1
O60674	232493	1
O60674	232494	1
O60674	232495	1
O60674	232496	1
O60674	232497	1
O60674	232500	1
O60674	232501	1
O60674	232502	1
O60674	232503	1
O60674	232504	1
O60674	232505	1
O60674	232506	1
O60674	232507	1
O60674	232508	1
O60674	232509	1
O60674	232510	1
O60674	232511	1
O60674	232512	1
O60674	232513	1
O60674	232514	1
O60674	232515	1
O60674	232516	1
O60674	232517	1
O60674	232518	1
O60674	232519	1
O60674	232520	1
O60674	232521	1
O60674	232522	1
O60674	232523	1
O60674	232524	1
O60674	232525	1
O60674	232526	1
O60674	232527	1
O60674	232528	1
O60674	232529	1
O60674	232530	1
O60674	232531	1
O60674	232532	1
O60674	232533	1
O60674	232534	1
O60674	232535	1
O60674	232536	1
O60674	232537	1
O60674	232538	1
O60674	232539	1
O60674	232540	1
O60674	232541	1
O60674	232542	1
O60674	232543	1
O60674	232544	1
O60674	232545	1
O60674	232546	1
O60674	232547	1
O60674	232548	1
O60674	232549	1
O60674	232550	1
O60674	232551	1
O60674	232552	1
O60674	232553	1
O60674	232554	1
O60674	232555	1
O60674	232556	1
O60674	232557	1
O60674	232558	1
O60674	232559	1
O60674	232560	1
O60674	232561	1
O60674	232562	1
O60674	232563	1
O60674	232564	1
O60674	232565	1
O60674	232566	1
O60674	232567	1
O60674	232568	1
O60674	232569	1
O60674	232570	1
O60674	232571	1
O60674	232572	1
O60674	232573	1
O60674	232574	1
O60674	232575	1
O60674	232576	1
O60674	232577	1
O60674	232578	1
O60674	232579	1
O60674	232580	1
O60674	232581	1
O60674	232582	1
O60674	232583	1
O60674	232584	1
O60674	232585	1
O60674	232586	1
O60674	232587	1
O60674	232588	1
O60674	232589	1
O60674	232590	1
O60674	232591	1
O60674	232592	1
O60674	232593	1
O60674	232594	1
O60674	232595	1
O60674	232596	1
O60674	232597	1
O60674	232598	1
O60674	232599	1
O60674	232600	1
O60674	232601	1
O60674	232602	1
O60674	232603	1
