target_uniprot_id	compound_bindingdb_id	pKi
Q9ULX7	26194	0
Q9ULX7	26195	0
Q9ULX7	26196	0
Q9ULX7	26197	0
Q9ULX7	26998	0
Q9ULX7	33279	1
Q9ULX7	33280	0
Q9ULX7	33281	0
Q9ULX7	33282	0
Q9ULX7	10884	1
Q9ULX7	10888	0
Q9ULX7	26999	0
Q9ULX7	50210256	0
Q9ULX7	82103	1
Q9ULX7	82104	1
Q9ULX7	239155	0
Q9ULX7	239156	0
Q9ULX7	50095994	0
Q9ULX7	248142	0
Q9ULX7	29278	0
Q9ULX7	50040427	1
Q9ULX7	50040426	1
Q9ULX7	50040425	1
Q9ULX7	50040430	1
Q9ULX7	50040429	1
Q9ULX7	50040428	1
Q9ULX7	26996	0
Q9ULX7	26995	0
Q9ULX7	26994	0
Q9ULX7	26997	0
Q9ULX7	50117669	1
Q9ULX7	50117670	1
Q9ULX7	50117676	1
Q9ULX7	50117677	1
Q9ULX7	50117671	1
Q9ULX7	50117674	1
Q9ULX7	50117675	1
Q9ULX7	50117672	1
Q9ULX7	50117673	1
Q9ULX7	4375	0
Q9ULX7	50214744	0
Q9ULX7	4374	0
Q9ULX7	50131681	0
Q9ULX7	50131682	0
Q9ULX7	50131683	0
Q9ULX7	50259746	0
Q9ULX7	50131678	0
Q9ULX7	50362850	0
Q9ULX7	50131679	1
Q9ULX7	50131680	1
Q9ULX7	50133389	1
Q9ULX7	50133390	1
Q9ULX7	50133391	1
Q9ULX7	50133392	1
Q9ULX7	50133393	1
Q9ULX7	50133394	1
Q9ULX7	50133395	1
Q9ULX7	50133396	1
Q9ULX7	50133397	1
Q9ULX7	50133398	1
Q9ULX7	50133399	1
Q9ULX7	50133400	1
Q9ULX7	50133401	1
Q9ULX7	50133402	1
Q9ULX7	50133403	1
Q9ULX7	50133404	1
Q9ULX7	50133405	1
Q9ULX7	50133406	1
Q9ULX7	50133407	1
Q9ULX7	50133408	1
Q9ULX7	50133409	1
Q9ULX7	50092612	1
Q9ULX7	50185304	1
Q9ULX7	50185303	1
Q9ULX7	50185302	1
Q9ULX7	50185301	1
Q9ULX7	50185300	1
Q9ULX7	50185299	1
Q9ULX7	50185298	1
Q9ULX7	50185297	1
Q9ULX7	50185295	1
Q9ULX7	13530	1
Q9ULX7	50237710	1
Q9ULX7	50320508	1
Q9ULX7	50320507	1
Q9ULX7	50320506	1
Q9ULX7	10890	1
Q9ULX7	50320504	1
Q9ULX7	50320501	1
Q9ULX7	50320500	1
Q9ULX7	50320519	1
Q9ULX7	50320518	1
Q9ULX7	50320517	1
Q9ULX7	50320516	1
Q9ULX7	50320515	1
Q9ULX7	50320514	1
Q9ULX7	50320513	1
Q9ULX7	50320512	1
Q9ULX7	50320511	1
Q9ULX7	50320510	1
Q9ULX7	50320509	1
Q9ULX7	50323738	0
Q9ULX7	50323739	0
Q9ULX7	50323740	0
Q9ULX7	50323741	0
Q9ULX7	50323742	0
Q9ULX7	50323743	0
Q9ULX7	50100320	0
Q9ULX7	50323744	0
Q9ULX7	50323745	0
Q9ULX7	50184773	0
Q9ULX7	50323746	0
Q9ULX7	50323750	0
Q9ULX7	50323751	0
Q9ULX7	79403	0
Q9ULX7	50009353	0
Q9ULX7	16649	0
Q9ULX7	50345208	0
Q9ULX7	50345209	0
Q9ULX7	50345210	0
Q9ULX7	50345211	0
Q9ULX7	50345212	1
Q9ULX7	50345213	0
Q9ULX7	50345214	1
Q9ULX7	50345215	1
Q9ULX7	50345216	1
Q9ULX7	50345217	1
Q9ULX7	35733	1
Q9ULX7	50345218	1
Q9ULX7	50345219	0
Q9ULX7	50345220	1
Q9ULX7	50345221	1
Q9ULX7	50345222	1
Q9ULX7	50345223	1
Q9ULX7	50345224	1
Q9ULX7	50345225	1
Q9ULX7	50345226	0
Q9ULX7	50349845	1
Q9ULX7	50349846	1
Q9ULX7	50349847	1
Q9ULX7	50349848	1
Q9ULX7	50349849	1
Q9ULX7	50349850	1
Q9ULX7	50349851	1
Q9ULX7	50349852	0
Q9ULX7	50349843	1
Q9ULX7	50349844	1
Q9ULX7	50349853	1
Q9ULX7	50349854	1
Q9ULX7	50167355	1
Q9ULX7	50167330	1
Q9ULX7	50167337	1
Q9ULX7	50349855	1
Q9ULX7	50349856	1
Q9ULX7	50349857	1
Q9ULX7	50349858	1
Q9ULX7	50153971	1
Q9ULX7	50153974	1
Q9ULX7	50153973	1
Q9ULX7	50349859	1
Q9ULX7	50167327	1
Q9ULX7	50351135	1
Q9ULX7	50351136	1
Q9ULX7	50351137	1
Q9ULX7	50351138	1
Q9ULX7	50351139	1
Q9ULX7	50326109	1
Q9ULX7	50351143	1
Q9ULX7	50351142	1
Q9ULX7	50351141	1
Q9ULX7	50351140	1
Q9ULX7	50352643	1
Q9ULX7	50352644	1
Q9ULX7	50352645	1
Q9ULX7	50352646	1
Q9ULX7	50358917	1
Q9ULX7	50358918	1
Q9ULX7	50358919	1
Q9ULX7	50358920	1
Q9ULX7	50358921	1
Q9ULX7	50358922	1
Q9ULX7	50358923	1
Q9ULX7	50358924	1
Q9ULX7	50358925	1
Q9ULX7	50358926	1
Q9ULX7	50366032	0
Q9ULX7	50366033	0
Q9ULX7	50366034	1
Q9ULX7	50366035	1
Q9ULX7	50366036	1
Q9ULX7	50366037	0
Q9ULX7	50366038	0
Q9ULX7	50366069	1
Q9ULX7	50366070	1
Q9ULX7	50366071	1
Q9ULX7	50366072	1
Q9ULX7	50366073	1
Q9ULX7	50366074	0
Q9ULX7	50366075	1
Q9ULX7	50366076	1
Q9ULX7	50366077	1
Q9ULX7	50366046	1
Q9ULX7	50366047	1
Q9ULX7	50366048	1
Q9ULX7	50366049	1
Q9ULX7	50366050	1
Q9ULX7	50366051	1
Q9ULX7	50366052	1
Q9ULX7	50366053	1
Q9ULX7	50366054	1
Q9ULX7	50366055	1
Q9ULX7	50366056	1
Q9ULX7	50366057	1
Q9ULX7	50366058	1
Q9ULX7	50366059	1
Q9ULX7	50366060	1
Q9ULX7	50366061	1
Q9ULX7	50366062	1
Q9ULX7	50366063	1
Q9ULX7	50366064	1
Q9ULX7	50366065	1
Q9ULX7	50366066	1
Q9ULX7	50366067	1
Q9ULX7	50366068	1
Q9ULX7	10857	0
Q9ULX7	10860	0
Q9ULX7	10861	0
Q9ULX7	50239279	1
Q9ULX7	50239270	1
Q9ULX7	50239280	1
Q9ULX7	50239272	1
Q9ULX7	50239274	1
Q9ULX7	50239281	1
Q9ULX7	50239275	1
Q9ULX7	50239282	0
Q9ULX7	50239271	1
Q9ULX7	50239283	1
Q9ULX7	50239278	1
Q9ULX7	50239273	0
Q9ULX7	50239277	0
Q9ULX7	10872	1
Q9ULX7	10863	1
Q9ULX7	10855	0
Q9ULX7	10877	0
Q9ULX7	4703	0
Q9ULX7	50079047	0
Q9ULX7	10876	0
Q9ULX7	10867	0
Q9ULX7	10865	1
Q9ULX7	10869	1
Q9ULX7	10858	0
Q9ULX7	10870	1
Q9ULX7	10873	1
Q9ULX7	10866	0
Q9ULX7	10864	1
Q9ULX7	10874	1
Q9ULX7	10885	1
Q9ULX7	10862	1
Q9ULX7	10868	1
Q9ULX7	12943	1
Q9ULX7	50200448	1
Q9ULX7	12934	1
Q9ULX7	12945	1
Q9ULX7	12938	1
Q9ULX7	12924	1
Q9ULX7	12922	1
Q9ULX7	12925	1
Q9ULX7	12921	1
Q9ULX7	12936	1
Q9ULX7	12918	1
Q9ULX7	12935	1
Q9ULX7	12940	1
Q9ULX7	12933	1
Q9ULX7	12920	1
Q9ULX7	12939	1
Q9ULX7	50200450	1
Q9ULX7	12942	1
Q9ULX7	12941	1
Q9ULX7	12932	1
Q9ULX7	12916	1
Q9ULX7	50200449	1
Q9ULX7	12931	1
Q9ULX7	12919	1
Q9ULX7	12944	1
Q9ULX7	12930	1
Q9ULX7	50200451	1
Q9ULX7	12917	1
Q9ULX7	12937	1
Q9ULX7	12923	1
Q9ULX7	50027536	0
Q9ULX7	50208753	0
Q9ULX7	50208754	0
Q9ULX7	50208755	0
Q9ULX7	50208749	0
Q9ULX7	50208752	0
Q9ULX7	50208750	1
Q9ULX7	50208751	0
Q9ULX7	50248167	1
Q9ULX7	50155556	1
Q9ULX7	50155553	1
Q9ULX7	50155555	1
Q9ULX7	11029	0
Q9ULX7	50155551	1
Q9ULX7	11028	0
Q9ULX7	11031	0
Q9ULX7	11030	1
Q9ULX7	11033	1
Q9ULX7	11032	1
Q9ULX7	11035	1
Q9ULX7	11034	1
Q9ULX7	50155550	1
Q9ULX7	11036	1
Q9ULX7	11037	1
Q9ULX7	11038	1
Q9ULX7	11039	1
Q9ULX7	50266093	0
Q9ULX7	50155554	1
Q9ULX7	50155552	1
Q9ULX7	50258704	0
Q9ULX7	50258705	0
Q9ULX7	50258729	0
Q9ULX7	50258730	0
Q9ULX7	50258731	0
Q9ULX7	50258732	0
Q9ULX7	50258733	0
Q9ULX7	50258759	1
Q9ULX7	50258760	0
Q9ULX7	50258761	0
Q9ULX7	50300203	0
Q9ULX7	50300204	1
Q9ULX7	12342	1
Q9ULX7	50303499	0
Q9ULX7	50303500	0
Q9ULX7	50303501	0
Q9ULX7	50303502	0
Q9ULX7	50378564	0
Q9ULX7	50303487	0
Q9ULX7	50022188	0
Q9ULX7	50131066	0
Q9ULX7	50303488	0
Q9ULX7	50303489	0
Q9ULX7	50303490	0
Q9ULX7	50303491	1
Q9ULX7	50303492	0
Q9ULX7	50303493	1
Q9ULX7	50303494	1
Q9ULX7	50303495	0
Q9ULX7	50303496	0
Q9ULX7	50303497	1
Q9ULX7	50303498	1
Q9ULX7	7460	0
Q9ULX7	4078	0
Q9ULX7	50187132	0
Q9ULX7	50085536	0
Q9ULX7	50167367	1
Q9ULX7	11625	1
Q9ULX7	50108563	1
Q9ULX7	50323341	1
Q9ULX7	11641	1
Q9ULX7	11639	0
Q9ULX7	23926	0
Q9ULX7	50325274	0
Q9ULX7	50067040	0
Q9ULX7	23416	0
Q9ULX7	50381325	0
Q9ULX7	50381319	0
Q9ULX7	50386715	1
Q9ULX7	50386716	1
Q9ULX7	50386717	1
Q9ULX7	50386718	1
Q9ULX7	50386719	1
Q9ULX7	50386720	1
Q9ULX7	50386721	1
Q9ULX7	50386722	1
Q9ULX7	50386723	1
Q9ULX7	50386724	1
Q9ULX7	50386725	1
Q9ULX7	50386726	1
Q9ULX7	50386714	1
Q9ULX7	50386727	1
Q9ULX7	50386728	1
Q9ULX7	50386729	1
Q9ULX7	50386730	1
Q9ULX7	50386731	1
Q9ULX7	50386733	1
Q9ULX7	50386732	1
Q9ULX7	50399075	0
Q9ULX7	50399076	0
Q9ULX7	50399077	0
Q9ULX7	50399078	0
Q9ULX7	50399079	0
Q9ULX7	13063	1
Q9ULX7	50428381	0
Q9ULX7	50428382	0
Q9ULX7	50428383	0
Q9ULX7	50428384	0
Q9ULX7	50428385	0
Q9ULX7	50428386	0
Q9ULX7	50428387	0
Q9ULX7	50336492	0
Q9ULX7	50336487	0
Q9ULX7	50336489	0
Q9ULX7	36302	0
Q9ULX7	50336488	0
Q9ULX7	50362849	0
Q9ULX7	50428388	0
Q9ULX7	50428389	0
Q9ULX7	50428390	0
Q9ULX7	50428391	0
Q9ULX7	50428392	0
Q9ULX7	50336490	0
Q9ULX7	50428393	0
Q9ULX7	50428394	0
Q9ULX7	50242283	0
Q9ULX7	50100861	0
Q9ULX7	50428395	0
Q9ULX7	50428396	0
Q9ULX7	50428397	0
Q9ULX7	92712	0
Q9ULX7	50428373	0
Q9ULX7	50428374	0
Q9ULX7	50428375	0
Q9ULX7	50335808	0
Q9ULX7	50428376	1
Q9ULX7	50428377	0
Q9ULX7	50428378	0
Q9ULX7	74208	0
Q9ULX7	50428379	0
Q9ULX7	50428380	0
Q9ULX7	50209100	0
Q9ULX7	50426825	0
Q9ULX7	50426826	0
Q9ULX7	50426823	0
Q9ULX7	50426827	0
Q9ULX7	50426828	0
Q9ULX7	50426829	0
Q9ULX7	50428796	0
Q9ULX7	50428797	0
Q9ULX7	50428798	0
Q9ULX7	50428799	0
Q9ULX7	50428800	0
Q9ULX7	50428801	0
Q9ULX7	50428802	0
Q9ULX7	50428803	0
Q9ULX7	50428806	0
Q9ULX7	50428807	0
Q9ULX7	50428808	0
Q9ULX7	50428810	0
Q9ULX7	50428812	0
Q9ULX7	50428813	0
Q9ULX7	50428814	0
Q9ULX7	50428815	0
Q9ULX7	50124161	0
Q9ULX7	50428816	0
Q9ULX7	50428817	0
O14965	13534	1
O14965	26272	0
O14965	26273	0
O14965	26274	1
O14965	26275	0
O14965	26276	1
O14965	26277	1
O14965	26278	1
O14965	26279	0
O14965	26280	0
O14965	26281	0
O14965	26282	0
O14965	26283	0
O14965	26284	1
O14965	26285	1
O14965	26286	1
O14965	26287	1
O14965	26288	1
O14965	26289	1
O14965	26290	0
O14965	26291	1
O14965	26292	1
O14965	26293	1
O14965	26294	1
O14965	26295	1
O14965	26296	1
O14965	26297	1
O14965	26298	1
O14965	26299	0
O14965	26300	0
O14965	26301	0
O14965	26302	0
O14965	26303	1
O14965	26304	0
O14965	26305	0
O14965	26306	0
O14965	26307	0
O14965	35641	1
O14965	35642	0
O14965	35643	0
O14965	35644	0
O14965	35645	1
O14965	35647	1
O14965	35648	1
O14965	35650	1
O14965	35651	1
O14965	35653	1
O14965	35654	1
O14965	35655	1
O14965	35656	1
O14965	35657	0
O14965	35658	0
O14965	35659	0
O14965	35660	0
O14965	35661	1
O14965	35662	1
O14965	35664	1
O14965	50277545	1
O14965	109209	1
O14965	50004205	1
O14965	50022893	1
O14965	50022927	1
O14965	50022929	1
O14965	50022931	1
O14965	50022932	1
O14965	50022933	0
O14965	50022934	0
O14965	50022936	0
O14965	50022939	0
O14965	50015269	0
O14965	50022941	0
O14965	50022983	0
O14965	50022997	0
O14965	50022930	0
O14965	50022937	0
O14965	50023029	0
O14965	50015266	1
O14965	50022940	1
O14965	50015271	1
O14965	50022935	1
O14965	50022976	1
O14965	50315769	0
O14965	50096231	1
O14965	50096232	1
O14965	50096233	1
O14965	50096234	1
O14965	50096235	0
O14965	50096229	0
O14965	50097128	1
O14965	50258287	0
O14965	50162083	1
O14965	50293672	1
O14965	50293673	1
O14965	50293674	1
O14965	50293675	1
O14965	50293676	1
O14965	50293677	1
O14965	50293678	1
O14965	50293679	1
O14965	50293680	1
O14965	50293681	1
O14965	50293682	1
O14965	50293683	1
O14965	50293684	1
O14965	50293685	1
O14965	50293686	1
O14965	50293687	1
O14965	50293688	1
O14965	50277585	1
O14965	50293690	1
O14965	50293670	1
O14965	50293691	1
O14965	50293692	1
O14965	50293693	1
O14965	50293694	1
O14965	50293695	1
O14965	50293696	1
O14965	50293697	1
O14965	50293698	1
O14965	50277586	1
O14965	50277637	1
O14965	50277638	1
O14965	50277639	1
O14965	50277679	1
O14965	50293701	1
O14965	50206857	1
O14965	50206858	1
O14965	50206861	1
O14965	50206865	1
O14965	50206860	1
O14965	50206859	1
O14965	50206819	1
O14965	50206862	1
O14965	50206863	1
O14965	50277583	1
O14965	50319626	1
O14965	50319627	1
O14965	50319615	1
O14965	50319616	1
O14965	50319617	1
O14965	50319618	1
O14965	50319619	1
O14965	50319620	1
O14965	50319621	1
O14965	50319622	1
O14965	50319623	1
O14965	50319624	1
O14965	50319625	1
O14965	8066	1
O14965	50229973	1
O14965	50343936	1
O14965	50343937	1
O14965	50343938	1
O14965	50343939	1
O14965	50343940	1
O14965	50343941	1
O14965	50343942	1
O14965	50343943	1
O14965	50343944	1
O14965	50343945	1
O14965	50343946	1
O14965	50343947	1
O14965	50355464	1
O14965	50355466	0
O14965	50355470	0
O14965	50355479	0
O14965	50363992	0
O14965	12985	1
O14965	50241089	0
Q96GD4	13534	1
Q96GD4	26272	1
Q96GD4	26273	1
Q96GD4	26274	1
Q96GD4	26275	1
Q96GD4	26276	1
Q96GD4	26277	1
Q96GD4	26278	1
Q96GD4	26279	1
Q96GD4	26280	1
Q96GD4	26281	1
Q96GD4	26282	1
Q96GD4	26283	1
Q96GD4	26284	1
Q96GD4	26289	1
Q96GD4	26290	1
Q96GD4	26292	1
Q96GD4	26293	1
Q96GD4	26305	1
Q96GD4	26306	1
Q96GD4	50004205	1
Q96GD4	50319620	1
Q96GD4	50277583	1
Q96GD4	50319619	1
Q96GD4	50319618	1
Q96GD4	50319617	1
Q96GD4	8066	1
Q96GD4	50229973	1
Q96GD4	50319616	1
Q96GD4	50319623	1
Q96GD4	50319627	1
Q96GD4	50319622	1
Q96GD4	50319615	1
Q96GD4	50319621	1
Q96GD4	50319626	1
Q96GD4	50319625	1
Q96GD4	50293679	0
Q96GD4	50293699	1
Q96GD4	50293692	1
Q96GD4	50293690	1
Q96GD4	50293695	1
Q96GD4	50293676	1
Q96GD4	50293696	1
Q96GD4	50293677	1
Q96GD4	50293688	1
Q96GD4	50293675	0
Q96GD4	50293691	1
Q96GD4	50277640	1
Q96GD4	50293687	1
Q96GD4	50293700	1
Q96GD4	50277678	1
Q96GD4	50293669	1
Q96GD4	50293685	1
Q96GD4	50293689	1
Q96GD4	50293694	1
Q96GD4	50293671	1
Q96GD4	50293697	1
Q96GD4	50293698	1
Q96GD4	50277639	1
Q96GD4	50277638	1
Q96GD4	50277679	1
Q96GD4	50277637	1
Q96GD4	50293683	0
Q96GD4	50277586	1
Q96GD4	50293684	0
Q96GD4	50293693	1
Q96GD4	50277585	1
Q96GD4	50337326	0
Q96GD4	50337324	1
Q96GD4	50337325	1
Q96GD4	50337313	0
Q96GD4	50337314	1
Q96GD4	50337311	0
Q96GD4	50337312	0
Q96GD4	50337310	0
Q96GD4	50337317	1
Q96GD4	50337318	1
Q96GD4	50337315	1
Q96GD4	50337316	0
Q96GD4	50337323	1
Q96GD4	50337321	1
Q96GD4	50337322	1
Q96GD4	50337320	1
Q96GD4	50337319	1
Q96GD4	50337372	0
Q96GD4	50337367	0
Q96GD4	50337370	0
Q96GD4	50337371	0
Q96GD4	50337368	0
Q96GD4	50337369	0
Q96GD4	50337377	0
Q96GD4	50337378	0
Q96GD4	50337375	0
Q96GD4	50337376	0
Q96GD4	50337381	0
Q96GD4	50337380	0
Q96GD4	50343938	1
Q96GD4	12985	1
Q96GD4	50315769	1
Q96GD4	50206819	1
Q96GD4	50241089	1
Q96GD4	50442140	1
Q96GD4	50442141	1
Q96GD4	50442142	1
Q96GD4	50442143	1
Q96GD4	50442139	1
Q96GD4	50442144	1
Q96GD4	50442145	1
Q96GD4	50442146	1
Q96GD4	50442147	1
Q96GD4	50442148	0
Q96GD4	50442149	1
Q96GD4	50442150	0
Q96GD4	50442151	0
Q96GD4	50442152	0
Q96GD4	50442153	1
Q96GD4	50442154	0
Q96GD4	50442155	1
Q96GD4	50442156	0
Q96GD4	50442160	1
Q96GD4	50442161	1
Q9UQB9	13534	1
Q9UQB9	50004205	1
Q9UQB9	50277585	1
Q9UQB9	12985	1
Q9UQB9	50315769	1
P12931	13534	1
P12931	50187565	0
P12931	86866	1
P12931	86874	1
P12931	86862	1
P12931	86858	0
P12931	86863	1
P12931	86867	0
P12931	86873	0
P12931	86859	1
P12931	86868	1
P12931	86861	0
P12931	86860	1
P12931	50230100	1
P12931	86865	1
P12931	86864	1
P12931	86872	1
P12931	86857	1
P12931	86856	1
P12931	86870	1
P12931	86869	0
P12931	86871	1
P12931	86875	1
P12931	50187578	0
P12931	332698	1
P12931	332699	1
P12931	332700	1
P12931	332701	0
P12931	332702	1
P12931	332703	0
P12931	332705	0
P12931	332706	1
P12931	50005016	0
P12931	50005014	0
P12931	50437405	1
P12931	50005015	1
P12931	50005013	1
P12931	50005017	0
P12931	50005012	1
P12931	50341519	1
P12931	50131114	1
P12931	13357	1
P12931	50129307	1
P12931	50131131	1
P12931	50067540	0
P12931	50067533	0
P12931	50067537	0
P12931	50067535	0
P12931	50067538	0
P12931	50067531	0
P12931	50142884	0
P12931	50145411	0
P12931	50183342	0
P12931	50183345	0
P12931	50142887	0
P12931	50142880	0
P12931	50183351	0
P12931	50183336	0
P12931	50183352	0
P12931	50183354	0
P12931	50145425	0
P12931	50145415	0
P12931	50183355	0
P12931	50142879	0
P12931	50142882	0
P12931	50183359	0
P12931	50183347	0
P12931	50183364	0
P12931	50183356	0
P12931	50183338	0
P12931	50145423	0
P12931	50142885	0
P12931	50142890	0
P12931	50142889	0
P12931	50145413	0
P12931	50183370	0
P12931	50187568	0
P12931	50187570	0
P12931	50187571	0
P12931	50187572	0
P12931	50187569	0
P12931	50187575	0
P12931	50187576	0
P12931	50187577	0
P12931	50187579	0
P12931	50187574	0
P12931	50187573	0
P12931	50200200	0
P12931	50102906	1
P12931	50102904	1
P12931	50102903	1
P12931	50102905	0
P12931	50102910	0
P12931	50102908	1
P12931	50102909	1
P12931	50102907	1
P12931	50343431	1
P12931	50343430	1
P12931	50102878	1
P12931	50102879	0
P12931	50102872	1
P12931	50102873	0
P12931	50102871	1
P12931	50101585	1
P12931	50102870	1
P12931	50102869	1
P12931	50102874	0
P12931	50102877	1
P12931	50102875	1
P12931	50102876	1
P12931	50102900	0
P12931	50102901	0
P12931	50102889	0
P12931	50102899	0
P12931	50102881	0
P12931	50102887	1
P12931	50221517	1
P12931	50221518	1
P12931	50221525	0
P12931	50221515	1
P12931	50221523	1
P12931	50221524	1
P12931	50221520	1
P12931	50221531	1
P12931	50221529	1
P12931	50221526	1
P12931	50221522	1
P12931	50221516	1
P12931	50198782	1
P12931	50221566	1
P12931	50193874	1
P12931	50198813	1
P12931	50224366	0
P12931	50224367	0
P12931	50224369	0
P12931	50224370	0
P12931	50224371	0
P12931	50224372	0
P12931	50224373	0
P12931	50224375	0
P12931	50224374	0
P12931	50224376	0
P12931	50224378	0
P12931	50224379	0
P12931	50224377	0
P12931	50224380	0
P12931	50224382	0
P12931	50224368	0
P12931	50224383	0
P12931	50224381	0
P12931	50224384	0
P12931	50224385	0
P12931	50224386	0
P12931	50224387	0
P12931	50224388	0
P12931	50119569	1
P12931	50119570	1
P12931	50119571	0
P12931	50119567	1
P12931	50119574	1
P12931	50119568	1
P12931	50119575	1
P12931	50119576	1
P12931	50119577	0
P12931	50119578	1
P12931	50119566	1
P12931	50119579	1
P12931	50247364	0
P12931	50247365	0
P12931	50247366	0
P12931	50247197	0
P12931	50247198	1
P12931	50247199	1
P12931	50247200	0
P12931	50247248	1
P12931	50247249	0
P12931	50247250	0
P12931	50247251	0
P12931	50247252	0
P12931	50247367	0
P12931	50247368	0
P12931	50247369	0
P12931	50247370	0
P12931	50247371	0
P12931	50247385	0
P12931	50247386	0
P12931	50247387	0
P12931	50247388	0
P12931	50247389	1
P12931	50247201	0
P12931	50247202	1
P12931	50247203	0
P12931	50247254	0
P12931	50247255	0
P12931	50247253	0
P12931	13530	0
P12931	50241420	0
P12931	50249286	1
P12931	50276017	0
P12931	50275358	0
P12931	50275357	0
P12931	50275356	0
P12931	50275355	0
P12931	50249284	0
P12931	50249318	0
P12931	50276065	0
P12931	50275934	0
P12931	50249356	0
P12931	50276064	1
P12931	50249258	1
P12931	50276063	0
P12931	50276018	0
P12931	50249416	0
P12931	50276016	0
P12931	50276015	0
P12931	50048128	0
P12931	50184767	1
P12931	50293669	1
P12931	50293670	1
P12931	50293671	0
P12931	50162083	1
P12931	50293672	1
P12931	50293673	0
P12931	50293674	0
P12931	50293675	0
P12931	50293678	1
P12931	50293685	0
P12931	50293687	0
P12931	50277585	0
P12931	50293689	0
P12931	50293690	0
P12931	50293701	1
P12931	50297526	0
P12931	50297527	0
P12931	50206819	0
P12931	50277583	0
P12931	50320700	1
P12931	50341520	0
P12931	50341521	1
P12931	50341530	1
P12931	50341522	0
P12931	50341523	1
P12931	50341524	0
P12931	50341525	0
P12931	50341526	0
P12931	50341527	1
P12931	50341528	1
P12931	50341529	0
P12931	50341540	0
P12931	50341542	0
P12931	50343417	0
P12931	50343418	0
P12931	50343419	0
P12931	50343420	0
P12931	50343421	0
P12931	50343422	0
P12931	50343423	0
P12931	50343424	0
P12931	50343425	0
P12931	50343426	0
P12931	50343427	0
P12931	50343428	0
P12931	50343938	1
P12931	50354476	1
P12931	50354477	0
P12931	50354478	0
P12931	50354479	0
P12931	50354480	1
P12931	50354481	1
P12931	50354482	0
P12931	50354483	0
P12931	50354484	0
P12931	50354485	1
P12931	50354486	0
P12931	50354487	1
P12931	50354488	0
P12931	50354489	1
P12931	50354490	0
P12931	50230311	0
P12931	50230312	0
P12931	50230318	0
P12931	50230315	0
P12931	50230319	0
P12931	50230316	0
P12931	50230320	0
P12931	50230317	0
P12931	50230313	0
P12931	50230321	0
P12931	50355491	0
P12931	50436584	1
P12931	50370722	1
P12931	50376901	1
P12931	50345735	0
P12931	50345738	1
P12931	50345739	0
P12931	50345740	1
P12931	50345742	1
P12931	50383382	0
P12931	50413973	0
P12931	50413974	0
P12931	50413975	0
P12931	50413976	0
P12931	50413977	0
P12931	50414010	0
P12931	50414011	0
P12931	50414016	0
P12931	50414017	0
P12931	50414018	0
P12931	50414019	0
P12931	50414020	0
P06239	13534	1
P06239	7262	1
P06239	7393	1
P06239	7266	1
P06239	25116	1
P06239	50142887	1
P06239	50237710	0
P06239	13530	0
P06239	1773	1
P06239	50131131	1
P06239	50131114	1
P06239	50020310	0
P06239	13357	1
P06239	50129307	1
P06239	50421256	1
P06239	50022932	1
P06239	50022930	0
P06239	50086676	0
P06239	50086671	0
P06239	50086669	1
P06239	50086667	0
P06239	50086659	0
P06239	50022933	0
P06239	50022931	0
P06239	50086605	0
P06239	50086604	1
P06239	50086681	1
P06239	50245904	1
P06239	50245852	1
P06239	50245853	1
P06239	50277583	0
P06239	50341519	0
P06239	50355491	1
P06239	50198782	1
P06239	50376901	1
P06239	50388872	1
P06239	50315893	1
P06239	50396071	1
P06239	50421257	1
P08709	13552	1
P08709	13554	1
P08709	13555	1
P08709	13556	1
P08709	13557	1
P08709	13558	1
P08709	13559	1
P08709	13560	1
P08709	13561	1
P08709	13562	1
P08709	13563	1
P08709	13564	1
P08709	13565	0
P08709	13566	1
P08709	13567	1
P08709	13568	1
P08709	13569	1
P08709	13570	1
P08709	13571	1
P08709	13572	0
P08709	13575	1
P08709	13576	1
P08709	13577	1
P08709	13578	1
P08709	13579	0
P08709	13580	0
P08709	13581	1
P08709	13582	1
P08709	13587	1
P08709	13588	1
P08709	13589	1
P08709	13590	1
P08709	13591	1
P08709	13592	1
P08709	13776	1
P08709	13778	1
P08709	13779	0
P08709	13780	0
P08709	13781	1
P08709	13782	0
P08709	13783	0
P08709	13784	0
P08709	13785	0
P08709	13786	1
P08709	13787	1
P08709	13788	0
P08709	14714	1
P08709	14863	1
P08709	14864	0
P08709	14865	1
P08709	14866	1
P08709	14867	1
P08709	14868	1
P08709	14869	1
P08709	14870	1
P08709	14871	1
P08709	14872	1
P08709	14873	1
P08709	14874	1
P08709	14875	0
P08709	14876	1
P08709	14877	1
P08709	14878	1
P08709	14879	1
P08709	14880	1
P08709	14881	1
P08709	14882	1
P08709	14883	1
P08709	14884	1
P08709	14885	1
P08709	14886	0
P08709	14887	1
P08709	14888	0
P08709	14889	0
P08709	14890	0
P08709	14891	0
P08709	14892	1
P08709	14893	0
P08709	14894	0
P08709	14895	0
P08709	14896	1
P08709	14897	1
P08709	14898	1
P08709	14899	1
P08709	14900	1
P08709	14901	1
P08709	14902	1
P08709	14903	1
P08709	14904	1
P08709	14905	1
P08709	14906	1
P08709	14907	1
P08709	14908	1
P08709	14909	1
P08709	14910	1
P08709	14911	1
P08709	14912	1
P08709	14913	1
P08709	14914	1
P08709	14915	1
P08709	14916	1
P08709	14917	1
P08709	14918	1
P08709	14919	1
P08709	14920	1
P08709	14921	1
P08709	14922	1
P08709	14923	1
P08709	14924	1
P08709	14926	1
P08709	14927	1
