target_uniprot_id	compound_bindingdb_id	pEC50
P03372	50297519	8.187
P03372	50197071	7.569
P03372	50197075	6.785
P03372	50197077	6.346
P03372	50197072	5.767
P03372	50435004	7.77
P03372	50197069	7.143
P03372	50197078	4.957
P03372	50197081	6.672
P03372	50298236	9.284
P03372	50298237	7.124
P03372	50298238	7.695
P03372	50298235	7.79
P03372	50298239	7.951
P03372	50298240	7.971
P03372	50298241	8.699
P03372	50309550	7.569
P03372	50309551	7.569
P03372	50309552	5.398
P03372	50309553	7.699
P03372	50309554	5.398
P03372	50309555	8
P03372	50309556	6.523
P03372	50309557	10.553
P03372	50309558	5.824
P03372	50309559	5.585
P03372	50318293	8.16
P03372	50217045	6.562
P03372	50366664	8.155
P03372	50366662	6.762
P03372	50366660	7.553
P03372	50251012	5.799
P03372	50323530	2.982
P03372	50323701	5.922
P03372	50128414	7.699
P03372	50144772	5.161
P03372	50144781	4.921
P03372	50144780	7.337
P03372	50144779	6.77
P03372	50144774	5.854
P03372	50144785	5.509
P03372	50144784	6.046
P03372	50144773	6.738
P03372	50228274	4.135
P03372	50228273	3.86
P03372	50228275	3.955
P03372	50228276	5.253
P03372	50228277	4.046
P03372	50187243	5.673
P03372	50341433	5.626
P03372	50341436	3.222
P03372	50341437	3.155
P03372	50341438	3.77
P03372	50341439	5.208
P03372	50341440	5.638
P03372	50341441	4.699
P03372	50341442	3.469
P03372	50346464	9.523
P03372	50346462	9.237
P03372	50346463	8.076
P03372	50354950	6.447
P03372	50354951	5.456
P03372	50354956	5.636
P03372	50354962	5.42
P03372	50233215	9.036
P03372	50233216	10.155
P03372	50364075	6.808
P03372	50364076	6.991
P03372	50366657	6.474
P03372	50366661	8.301
P03372	50134329	5.585
P03372	50144771	7.194
P03372	50144783	5.699
P03372	50144777	6.77
P03372	50144778	7.229
P03372	50144782	5.745
P03372	50144775	5.77
P03372	50178317	6.796
P03372	50178318	6.206
P03372	50178331	6.143
P03372	50178315	6
P03372	50178333	6.463
P03372	50178326	5.49
P03372	50178328	6.306
P03372	50178335	6.22
P03372	50178324	6.007
P03372	50178332	6.074
P03372	50178329	8
P03372	50178323	7.585
P03372	50178334	6.489
P03372	50178314	6.008
P03372	50178336	6
P03372	50178338	6.234
P03372	50178330	7.328
P03372	50211111	6.463
P03372	50211110	7.357
P03372	50211107	6.362
P03372	50211102	5.31
P03372	50211103	5.886
P03372	50211113	6.39
P03372	50211106	6.009
P03372	50223226	6.31
P03372	50223229	6.268
P03372	50223233	6.367
P03372	50223228	6.886
P03372	50223225	6.086
P03372	50223237	7.585
P03372	50208612	5.559
P03372	50318637	6.636
P03372	50318638	6.48
P03372	50318639	5.881
P03372	50318645	5.511
P03372	50318642	5.384
P03372	50318650	4.893
P03372	50318646	4.728
P03372	50318644	4.565
P03372	50318649	4.446
P03372	50318636	6.621
P03372	50318635	7.359
P03372	50383060	5.26
P03372	50383061	6.114
P03372	50383062	5.921
P03372	50383063	5.699
P03372	50383064	5.886
P03372	50383065	7.921
P03372	50383066	6.824
P03372	50383067	8.036
P03372	50383068	7.569
P03372	50383069	6.959
P03372	50383070	6.959
P03372	50383071	6.699
P03372	50383072	7.854
P03372	50383073	8.553
P03372	50383074	8.658
P03372	50383075	6.678
P03372	50383076	9.854
P03372	50383077	5.149
P03372	50383078	5.959
P03372	50383079	6.174
P03372	50383080	4.959
P03372	50389963	4.148
P03372	50389964	4.507
P03372	50389951	5.225
P03372	50389965	6.06
P03372	50398931	7.62
P03372	50398932	8.538
P03372	50398933	7.222
P03372	50398934	8.349
P03372	50398935	9.261
P03372	50398936	7.975
P03372	50398937	8.669
P03372	50398938	8.546
P03372	50398939	7.181
P03372	50398940	8.33
P03372	50398941	8.355
P03372	50398942	7.009
P03372	50398943	7.897
P03372	50398944	7.328
P03372	50398945	7
P03372	50409553	5.745
P03372	50409554	6.208
P03372	50409555	7.187
P03372	50409556	6.921
P03372	50409897	5.824
P03372	50409898	6.523
P03372	50409899	6.108
P03372	50409900	6.824
P03372	50409901	6.301
P03372	50409902	7.824
P03372	50409903	7.187
P03372	50409904	5.301
P03372	50409905	5.523
P03372	50417024	5.682
P03372	50417025	5.781
P03372	50417023	7.45
P03372	50417030	6.395
P03372	50417028	6.314
P03372	50417022	5.002
P03372	50417027	5.988
P03372	50417029	5.395
P03372	50431186	6.575
P03372	50431204	5.439
P03372	50431187	6.025
P03372	50431205	4.975
P03372	50431206	5.41
P03372	50431207	5.421
P03372	50431208	8.046
P03372	50431209	6.412
P03372	50431188	6.314
P03372	50431210	7.18
P03372	50431211	6.211
P03372	50431189	6.996
P03372	50431190	6.35
P03372	50431191	6.358
P03372	50431192	5.818
P03372	50431193	5.936
P03372	50431212	4.181
P03372	50431194	6.249
P03372	50431195	5.975
P03372	50431196	7.347
P03372	50431197	6.921
P03372	50431198	5.502
P03372	50431199	5.648
P03372	50431200	5.719
P03372	50431201	6.328
P03372	50431202	5.662
P03372	25849	5.629
Q92731	19454	6.222
Q92731	19455	7.398
Q92731	19456	6.602
Q92731	19910	7.119
Q92731	19912	6.955
Q92731	19913	5.928
Q92731	19914	6.932
Q92731	19919	5.07
Q92731	19915	6.721
Q92731	19916	6.6
Q92731	19917	5.902
Q92731	19920	6.446
Q92731	19921	5.01
Q92731	19922	6.227
Q92731	19923	5.706
Q92731	19924	5.052
Q92731	19925	5.786
Q92731	19927	6.017
Q92731	19928	6.044
Q92731	19929	5.764
Q92731	19930	5.801
Q92731	19931	5.899
Q92731	19935	5.415
Q92731	19936	5.702
Q92731	19937	5.057
Q92731	19938	5.882
Q92731	19942	5.685
Q92731	19943	6.866
Q92731	19945	5.12
Q92731	19946	5.42
Q92731	19947	7.208
Q92731	19948	6.125
Q92731	19949	5.027
Q92731	19950	4.932
Q92731	19951	5.351
Q92731	19952	6.137
Q92731	19953	7.886
Q92731	19954	7.699
Q92731	19955	6.796
Q92731	19956	6.654
Q92731	19957	7.276
Q92731	19958	6.762
Q92731	19959	4.945
Q92731	17292	9.115
Q92731	17289	7.82
Q92731	19459	7.6
Q92731	19962	7.854
Q92731	19441	7.1
Q92731	19964	8.943
Q92731	19965	8.321
Q92731	19966	7.971
Q92731	19967	8.498
Q92731	19968	9.18
Q92731	19969	8.442
Q92731	20585	6.536
Q92731	20586	6.539
Q92731	20587	7.081
Q92731	20588	7.081
Q92731	20589	7.097
Q92731	20590	6.349
Q92731	20591	6.313
Q92731	20592	7.086
Q92731	20593	7.036
Q92731	20594	6.275
Q92731	20595	6.258
Q92731	20596	5.303
Q92731	20597	5.321
Q92731	20598	7.481
Q92731	20599	7.328
Q92731	20600	6.703
Q92731	20601	6.975
Q92731	20602	6.799
Q92731	20603	6.308
Q92731	20604	5.527
Q92731	20605	5.661
Q92731	20606	7.62
Q92731	20608	7.495
Q92731	20609	7.009
Q92731	20610	6.975
Q92731	20611	6.399
Q92731	20612	5.351
Q92731	20613	6.745
Q92731	20614	6.333
Q92731	20615	6.79
Q92731	20617	6.305
Q92731	20618	6.542
Q92731	20619	6.544
Q92731	20620	6.309
Q92731	20622	6.572
Q92731	20623	6.559
Q92731	20624	8.347
Q92731	20625	10.699
Q92731	20626	6.78
Q92731	20627	6.759
Q92731	20628	7.77
Q92731	20629	7.495
Q92731	20630	6.52
Q92731	20631	6.59
Q92731	20632	6.73
Q92731	20633	6.28
Q92731	20634	6.611
Q92731	20636	7.824
Q92731	40490	7.419
Q92731	40493	8.114
Q92731	39937	6.381
Q92731	39953	8.759
Q92731	42022	5.9
Q92731	46288	8.67
Q92731	42023	9.06
Q92731	40047	7.002
Q92731	34414	5.379
Q92731	40062	8.564
Q92731	46289	6.358
Q92731	46290	7.077
Q92731	40187	7.15
Q92731	40694	7.787
Q92731	46292	5.629
Q92731	42026	6.782
Q92731	46293	7.399
Q92731	42028	6.137
Q92731	42029	8.161
Q92731	50303803	6.736
Q92731	42031	5.344
Q92731	42110	9.187
Q92731	42034	5.043
Q92731	42035	5.643
Q92731	50005597	6.479
Q92731	50005598	6.202
Q92731	50005599	8.699
Q92731	50005602	4.964
Q92731	50005605	6.415
Q92731	50005608	4.904
Q92731	50005610	6.559
Q92731	50161604	7.215
Q92731	50161615	7.102
Q92731	50161611	6.561
Q92731	50161606	6.516
Q92731	50161613	7.174
Q92731	50161594	8.222
Q92731	50161596	6.71
Q92731	50161598	6.498
Q92731	50161593	7.602
Q92731	50161612	6.738
Q92731	50161614	7.62
Q92731	50161602	5.549
Q92731	50161609	7.409
Q92731	50161605	6.706
Q92731	50161616	8.222
Q92731	50161597	8.036
Q92731	50161592	8.276
Q92731	50161599	8.509
Q92731	50161600	5.516
Q92731	50161610	6.314
Q92731	50161607	8.854
Q92731	50161603	8.143
Q92731	50161595	5.5
Q92731	50161601	7.921
Q92731	50161608	7.602
Q92731	50106634	9.854
Q92731	50106637	8.678
Q92731	50106638	8.097
Q92731	50106639	6.796
Q92731	50106640	7.824
Q92731	50106642	8.699
Q92731	50106643	9.432
Q92731	50106641	6.854
Q92731	50106646	9.824
Q92731	50106632	8.854
Q92731	50106645	8.77
Q92731	50106633	7.523
Q92731	50106636	8.31
Q92731	50106647	6.959
Q92731	50106644	9.382
Q92731	50106648	7.678
Q92731	50106635	8.522
Q92731	50106649	8.432
Q92731	50106650	7.456
Q92731	50247676	6.959
Q92731	32019	6.18
Q92731	32073	7.62
Q92731	50250268	6.658
Q92731	50250613	7.721
Q92731	50159323	6.398
Q92731	50159322	5.45
Q92731	50159321	5.553
Q92731	50159324	6.222
Q92731	50159320	6.301
Q92731	50159325	6.328
Q92731	50071096	8.142
Q92731	50071097	7.64
Q92731	50255366	8
Q92731	50173662	7.432
Q92731	50173658	8
Q92731	50173661	9.523
Q92731	50173667	9.523
Q92731	50173651	7.284
Q92731	50173666	6.291
Q92731	50173664	7.268
Q92731	50081468	8.022
Q92731	50081467	7.31
Q92731	50081466	6.695
Q92731	50081464	6.74
Q92731	50081463	7.301
Q92731	50081462	7.699
Q92731	50081433	7.553
Q92731	50081432	7.284
Q92731	50081430	7.432
Q92731	50081418	6.321
Q92731	50081408	6.285
Q92731	50081407	7.319
Q92731	50081403	7.237
Q92731	50081469	5.87
Q92731	50081530	7.678
Q92731	50081535	7.886
Q92731	50081536	6.533
Q92731	50435005	7.279
Q92731	50180460	8.143
Q92731	50185836	8.699
Q92731	50185859	8.301
Q92731	50185842	7.523
Q92731	50185839	8.301
Q92731	50185864	8.699
Q92731	50185866	7.959
Q92731	50185865	8.301
Q92731	50185860	8.398
Q92731	50185851	8.398
Q92731	50185845	8.398
Q92731	50185841	7.699
Q92731	50185867	7.398
Q92731	50187947	9.155
Q92731	50187949	8.77
Q92731	50187953	8.237
Q92731	50187957	8.824
Q92731	50187959	9.097
Q92731	50187966	9.046
Q92731	50187952	6.678
Q92731	50187954	9.699
Q92731	50187943	9.398
Q92731	50187958	8.678
Q92731	50187964	9.097
Q92731	50187950	6.029
Q92731	50187969	7.119
Q92731	50187971	9.222
Q92731	50187961	8.824
Q92731	50189072	8.114
Q92731	50189076	8.187
Q92731	50189068	7.77
Q92731	50189077	8.398
Q92731	50189078	9.398
Q92731	50189079	8.367
Q92731	50189074	6.323
Q92731	50189082	8.26
Q92731	50189067	8.638
Q92731	50189085	8.137
Q92731	50189086	7.699
Q92731	50189080	8.237
Q92731	50189087	7.699
Q92731	50189081	7.222
Q92731	50189075	7.337
Q92731	50189089	7.745
Q92731	50189070	7.018
Q92731	50189069	9.018
Q92731	50189084	7.553
Q92731	50189083	8.31
Q92731	50189088	7.854
Q92731	50094747	5.678
Q92731	50094710	6.032
Q92731	50094711	6.284
Q92731	50094749	5.959
Q92731	50094733	6.42
Q92731	50094750	5.092
Q92731	50094742	4.873
Q92731	50094743	5.745
Q92731	50094752	6.237
Q92731	50094739	6.276
Q92731	50094754	8.699
Q92731	50094755	7.42
Q92731	50094745	7.268
Q92731	50094756	6.693
Q92731	50094757	7.638
Q92731	50094758	8.699
Q92731	50094759	6.762
Q92731	50215890	5.162
Q92731	50215894	5.323
Q92731	50215892	6.237
Q92731	50215891	6.523
Q92731	50215893	4.426
Q92731	50215897	5.013
Q92731	50118675	4.328
Q92731	50118677	4.339
Q92731	50118704	5.248
Q92731	50255198	8.319
Q92731	50234790	7.959
Q92731	50297513	7.222
Q92731	50297514	7.77
Q92731	50297515	6.77
Q92731	50297516	8.959
Q92731	50297517	7.585
Q92731	50297518	9.215
Q92731	50297519	8.921
Q92731	50197072	5.899
Q92731	50197078	6.067
Q92731	50197081	6.313
Q92731	50197077	6.461
Q92731	50197069	7.149
Q92731	50197071	7.456
Q92731	50197075	6.662
Q92731	50121317	6.513
Q92731	50435004	7.553
Q92731	50298235	8.959
Q92731	50298237	8.032
Q92731	50298238	8.076
Q92731	50298239	8.444
Q92731	50298240	8.495
Q92731	50298241	8.638
Q92731	50298236	8.656
Q92731	50318292	6.759
Q92731	50318293	7.644
Q92731	50251012	6.276
Q92731	50323530	3.272
Q92731	50323701	5.691
Q92731	50324966	6.824
Q92731	50144781	6.62
Q92731	50144772	6.796
Q92731	50144784	7.114
Q92731	50144774	6.921
Q92731	50144780	7.796
Q92731	50144779	8.097
Q92731	50144771	7.523
Q92731	50144782	6.569
Q92731	50144773	7.253
Q92731	50341433	6.365
Q92731	50341434	5.959
Q92731	50341435	6
Q92731	50341436	4.523
Q92731	50341437	4.222
Q92731	50341438	4.699
Q92731	50341439	5.495
Q92731	50341440	5.796
Q92731	50341441	5.42
Q92731	50341442	3.644
Q92731	50346464	9.301
Q92731	50346462	9.638
Q92731	50346463	8.886
Q92731	50354950	7.367
Q92731	50354953	5.959
Q92731	50354954	6.379
Q92731	50354955	7.076
Q92731	50354956	6.996
Q92731	50354957	7.102
Q92731	50354958	6.959
Q92731	50354959	7.854
Q92731	50354960	7.187
Q92731	50354961	7.319
Q92731	50354962	7.292
Q92731	50354963	5.83
Q92731	50354964	6.36
Q92731	50364075	8.388
Q92731	50364076	8.508
Q92731	50134329	5.432
Q92731	50144775	7.745
Q92731	50144777	7.585
Q92731	50144785	6.854
Q92731	50144783	6.745
Q92731	50144778	8.155
Q92731	50178324	6.815
Q92731	50178323	8.222
Q92731	50178314	8.387
Q92731	50178333	7.678
Q92731	50178317	8.097
Q92731	50178331	6.599
Q92731	50178321	7.018
Q92731	50178332	7.108
Q92731	50178334	8.06
Q92731	50178318	8.42
Q92731	50178337	6.421
Q92731	50178338	6.082
Q92731	50178315	6.767
Q92731	50178326	6.726
Q92731	50178328	7.509
Q92731	50178329	7.62
Q92731	50178319	7.041
Q92731	50178335	7.167
Q92731	50178336	6.83
Q92731	50178330	7.409
Q92731	50178325	7.174
Q92731	50211102	6.879
Q92731	50211104	6.357
Q92731	50211101	6.421
Q92731	50211103	6.66
Q92731	50211110	7.553
Q92731	50211106	8.393
Q92731	50211107	6.703
Q92731	50211111	7.678
Q92731	50211113	7.066
Q92731	50223225	6.77
Q92731	50223227	6.248
Q92731	50223226	7.509
Q92731	50223235	7.161
Q92731	50223228	7.62
Q92731	50223232	6.62
Q92731	50223233	6.638
Q92731	50223229	6.658
Q92731	50223237	8.252
Q92731	50223234	6.678
Q92731	50223236	6.721
Q92731	50223238	6.319
Q92731	50318635	7.334
Q92731	50318636	6.797
Q92731	50318637	7.149
Q92731	50318638	7.173
Q92731	50318642	6.049
Q92731	50318644	5.307
Q92731	50318646	5.239
Q92731	50063604	5.408
Q92731	50318648	5.39
Q92731	50318645	5.151
Q92731	50318649	5.271
Q92731	50318650	4.457
Q92731	50318639	6.694
Q92731	50383066	6.097
Q92731	50383067	4.854
Q92731	50383073	6.796
Q92731	50383076	5.357
Q92731	50383069	6.119
Q92731	77806	5.441
Q92731	50389950	6.091
Q92731	50389951	5.606
Q92731	50389962	4.539
Q92731	50389963	4.721
Q92731	50389964	5.066
Q92731	50389965	6.91
Q92731	50389954	4.873
Q92731	50389955	5.305
Q92731	50389956	5.703
Q92731	47396	5.836
Q92731	50389957	5.996
Q92731	50389958	6.085
Q92731	50389959	6.314
Q92731	50389960	6.64
Q92731	50389961	7.027
Q92731	50417023	6.888
Q92731	50417027	7.284
Q92731	50417028	5.62
Q92731	50417029	5.285
Q92731	50431186	4.757
Q92731	50431187	5.292
Q92731	50431188	5.652
Q92731	50431189	6.53
Q92731	50431190	4.967
Q92731	50431191	5.609
Q92731	50431192	5.91
Q92731	50431193	5.244
Q92731	50431194	6.18
Q92731	50431195	5.873
Q92731	50431196	6.693
Q92731	50431197	6.108
Q92731	50431198	5.728
Q92731	50431199	5.896
Q92731	50431200	5.717
Q92731	50431201	6.215
Q92731	50431202	5.712
Q92731	50431203	5.18
Q92731	25849	5.812
P07711	19854	6.469
P07711	19855	7.319
P07711	19856	6.495
P07711	19859	6.638
P07711	50176994	5.222
P07858	19854	7.77
P07858	19855	7.215
P07858	19856	5.357
P07858	19857	5.538
P07858	19858	5.357
P07858	19859	6.027
P07858	50391540	6.699
P07858	50391541	6.155
P25774	19854	6.102
P25774	19855	5.538
P25774	19856	5.873
P25774	19858	5.319
P25774	19859	8
P25774	50322923	6.86
Q13133	19992	6.573
Q13133	20131	5.638
Q13133	20132	5.796
Q13133	20133	5.854
Q13133	20134	5.854
Q13133	20135	6.745
Q13133	20136	7.155
Q13133	20137	5.721
Q13133	20138	5.409
Q13133	20139	6.398
Q13133	20140	5.174
Q13133	20141	5.824
Q13133	20142	5.678
Q13133	20143	5.62
Q13133	20144	6.046
Q13133	20145	6.046
Q13133	20146	6.155
Q13133	19993	6.968
Q13133	20156	7.301
Q13133	20157	7
Q13133	20158	6.886
Q13133	20159	6.523
Q13133	20160	6.561
Q13133	20161	6.24
Q13133	20162	6.051
Q13133	20163	6.14
Q13133	8293	5.799
Q13133	20164	6.629
Q13133	20165	6.585
Q13133	20166	6.585
Q13133	20167	6.066
Q13133	20168	6.18
Q13133	20169	6.602
Q13133	20170	6.721
Q13133	20171	7.071
Q13133	20172	7.071
Q13133	20173	7.347
Q13133	20174	6.174
Q13133	20175	6.328
Q13133	20177	5.771
Q13133	20178	5.229
Q13133	20180	6.886
Q13133	20181	6.658
Q13133	20182	5.936
Q13133	20183	6.602
Q13133	20185	6.745
Q13133	20186	6.77
Q13133	20187	6.143
Q13133	20190	5.523
Q13133	20191	6.979
Q13133	27164	7.638
Q13133	27165	7.201
Q13133	27166	6.959
Q13133	27168	6.102
Q13133	27169	6.201
Q13133	27170	6.646
Q13133	27171	7.222
Q13133	27172	7.409
Q13133	27173	7.699
Q13133	27174	7.854
Q13133	27251	5.824
Q13133	27264	5.924
Q13133	27267	5.939
Q13133	27268	5.955
Q13133	27273	6.658
Q13133	27307	5.367
Q13133	27324	6.268
Q13133	27322	6.244
Q13133	23738	5.824
Q13133	28131	5.796
Q13133	28132	5.236
Q13133	28133	5.237
Q13133	28134	5.662
Q13133	28135	5.682
Q13133	28136	5.638
Q13133	28137	5.664
Q13133	28138	5.857
Q13133	28139	5.971
Q13133	28140	6.076
Q13133	28141	5.87
Q13133	28142	6.071
Q13133	28143	5.971
Q13133	28144	5.561
Q13133	28145	5.374
Q13133	28146	5.81
Q13133	28147	5.963
Q13133	28148	6.114
Q13133	28149	5.824
Q13133	28150	6.367
Q13133	28151	6.051
Q13133	28152	5.963
Q13133	28153	5.9
Q13133	28154	6.432
Q13133	28155	6.796
Q13133	304288	5.511
Q13133	304289	5.167
Q13133	304290	5.774
Q13133	304291	4.869
Q13133	304292	5.388
Q13133	304293	5.076
Q13133	304294	4.925
Q13133	304295	6.979
Q13133	304297	5.452
Q13133	304298	4.72
Q13133	304299	6.068
Q13133	304300	6.232
Q13133	304301	5.935
Q13133	304302	6.045
Q13133	304304	4.457
Q13133	304306	4.746
Q13133	304307	4.922
Q13133	304309	4.839
Q13133	304310	6.533
Q13133	304322	5.602
Q13133	304323	6.631
Q13133	304324	6.469
Q13133	304325	4.704
Q13133	50177012	6.783
Q13133	304328	5.988
Q13133	304329	6.292
Q13133	304330	6.551
Q13133	304331	6.504
Q13133	304335	6.319
Q13133	304336	6.535
Q13133	304338	6.169
Q13133	50177011	6.82
Q13133	304348	5.945
Q13133	304349	6.34
Q13133	304354	6.793
Q13133	304359	7.886
Q13133	304360	6.382
Q13133	304361	5.579
Q13133	304362	5.502
Q13133	304363	5.844
Q13133	304364	4.345
Q13133	304374	6.526
Q13133	304375	6.785
Q13133	304384	7.076
Q13133	304385	6.177
Q13133	50177018	6.395
Q13133	304411	5.864
Q13133	304492	6.093
Q13133	304493	6.218
Q13133	304494	5.473
Q13133	304495	6.573
Q13133	304504	6.567
Q13133	304536	5.899
Q13133	304537	6.266
Q13133	304538	5.404
Q13133	304539	6.32
Q13133	304544	6.33
Q13133	304546	4.391
Q13133	304547	4.762
Q13133	304549	5.721
Q13133	304550	4.849
Q13133	304551	5.817
Q13133	304557	5.522
Q13133	304558	5.335
Q13133	304559	5.152
Q13133	304560	5.568
Q13133	304562	5.544
Q13133	304563	6.804
Q13133	304569	6.064
Q13133	304574	5.385
Q13133	304576	6.007
Q13133	304577	5.878
Q13133	304578	4.529
Q13133	304579	5.182
Q13133	304580	5.174
Q13133	304581	5.345
Q13133	304582	5.521
Q13133	304583	6.578
Q13133	304585	5.638
Q13133	304586	5.284
Q13133	304587	5.587
Q13133	304588	5.869
Q13133	304589	5.184
Q13133	304590	4.569
Q13133	304591	6.302
Q13133	304593	4.712
Q13133	304594	5.199
Q13133	304596	5.109
Q13133	304597	4.906
Q13133	304598	4.985
Q13133	304600	5.779
Q13133	304601	5.695
Q13133	304604	6.65
Q13133	304606	5.819
Q13133	304608	5.285
Q13133	304609	6.521
Q13133	304618	6.199
Q13133	304620	5.636
Q13133	304621	5.611
Q13133	304622	6.542
Q13133	304624	5.727
Q13133	304635	4.891
Q13133	304636	6.397
Q13133	304637	4.815
Q13133	304638	5.313
Q13133	304639	5.636
Q13133	304640	6.381
Q13133	304642	5.629
Q13133	304648	6.684
Q13133	304652	5.879
Q13133	304655	5.027
Q13133	304656	5.973
Q13133	304664	4.794
Q13133	304665	6.46
Q13133	304666	5.001
Q13133	304667	4.933
Q13133	304699	4.89
Q13133	304700	5.019
Q13133	50192134	6.699
Q13133	50192142	5.481
Q13133	50192128	6
Q13133	50192137	6.523
Q13133	50192111	5.678
Q13133	50192135	5.367
Q13133	50192113	7
Q13133	50192123	6.046
Q13133	50192121	5.721
Q13133	50192127	6.398
Q13133	50192141	6.699
Q13133	50192120	5.721
Q13133	50192124	6.398
Q13133	50192112	5.071
Q13133	50192138	7
Q13133	50192151	6
Q13133	50192155	6.155
Q13133	50192148	6.301
Q13133	50192133	6.046
Q13133	50192150	5.432
Q13133	50192154	5.959
Q13133	50192117	6.699
Q13133	50192130	5
Q13133	50192144	6.097
Q13133	50192136	6.699
Q13133	50252940	5.523
Q13133	50012122	5.569
Q13133	50012123	5.432
Q13133	50012130	5.638
Q13133	50012124	5.444
Q13133	50172190	6.161
Q13133	50172199	6.77
Q13133	50167697	9
Q13133	50172207	5.824
Q13133	50172191	6.1
Q13133	50172185	6.461
Q13133	50167694	8.349
Q13133	50172188	6.27
Q13133	50184259	6.77
Q13133	50184255	6.229
Q13133	50184251	5.222
Q13133	50184264	5.959
Q13133	50184257	6.745
Q13133	50184252	5.301
Q13133	50184253	5.585
Q13133	50184272	5.638
Q13133	50184249	6.086
Q13133	50184268	5.721
Q13133	50126018	6.669
Q13133	50184274	5.097
Q13133	50184256	5.886
Q13133	50184254	6.347
Q13133	20000	6.62
Q13133	50258122	5.476
Q13133	50258030	5.391
Q13133	50258075	5.535
Q13133	50258074	5.503
Q13133	50258120	6.328
Q13133	50258121	5.385
Q13133	50258119	5.967
Q13133	50294744	4.815
Q13133	50294736	4.921
Q13133	50305504	5.347
Q13133	50305487	5.523
Q13133	50167698	9
Q13133	50167699	6.495
Q13133	50306042	5.775
Q13133	50306041	6.268
Q13133	50378594	6.071
Q13133	50306022	5.804
Q13133	50378592	6.69
Q13133	50378593	7.495
Q13133	50306024	5.489
Q13133	50378589	6.244
Q13133	50378590	7.699
Q13133	50378587	6.022
Q13133	50378588	6.149
Q13133	50378586	6.377
Q13133	50306032	5.848
Q13133	50306031	6.155
Q13133	50401084	4.958
Q13133	50034775	6.648
Q13133	50034776	7.071
Q13133	50034777	6.699
Q13133	50034780	7.284
Q13133	50034781	6.268
Q13133	50034782	7.187
Q13133	50034783	6.495
Q13133	50034784	6.658
Q13133	50034785	6.921
Q13133	50034786	6.854
Q13133	50034788	7.745
Q13133	50034789	6.244
Q13133	50034790	7.699
Q13133	50034791	8.398
Q13133	50444333	6.143
Q13133	50064356	5.62
Q13133	50064377	5.824
Q13133	50064378	4.959
Q13133	50064379	5.77
Q13133	50064380	5.585
Q13133	50064381	5.585
Q13133	50064391	5.886
Q13133	50241876	6.745
Q13133	50241877	6.409
Q13133	50241886	7.523
Q13133	50241893	6.77
Q13133	50241894	6.347
Q13133	50241902	7.301
Q13133	50241903	9
Q13133	50172193	5.284
Q13133	50172202	5.509
Q13133	50172200	6.658
Q13133	50172203	6.444
Q13133	50172197	6.62
Q13133	50172206	6.854
Q13133	50172204	7.301
Q13133	50172189	6.824
Q13133	50172186	6.77
Q13133	50172198	6.367
Q13133	50172195	7.155
Q13133	50172192	6.495
Q13133	50179857	5.699
Q13133	50179858	8
Q13133	50179859	7
Q13133	50179860	8.097
Q13133	50179861	5.523
Q13133	50179862	6
Q13133	50179863	6.6
Q13133	50179864	7.699
Q13133	50179867	5.398
Q13133	50179869	6.699
Q13133	50179865	6.155
Q13133	50179866	7.398
Q13133	50179870	7.097
Q13133	50179871	5.301
Q13133	50179872	7.523
Q13133	50179876	7
Q13133	50179877	7.523
Q13133	50179873	6
Q13133	50179878	6.222
Q13133	50179874	6.699
Q13133	50179875	7
Q13133	50179879	6.699
Q13133	50179880	7.301
Q13133	50184248	6.319
Q13133	50184262	5.523
Q13133	50184273	6.268
Q13133	50184250	5.444
Q13133	50184270	6.208
Q13133	50090086	5.036
Q13133	50094781	5.796
Q13133	50094782	6.149
Q13133	50094783	5.553
Q13133	50094784	5.495
Q13133	50094785	5.77
Q13133	50094786	5.658
Q13133	50094787	6.222
Q13133	50094788	5.921
Q13133	50094789	5.921
Q13133	50094790	5.745
Q13133	50094797	6.301
Q13133	50094849	6.398
Q13133	50094850	5.745
Q13133	50094851	5.955
Q13133	50094852	6.046
Q13133	50094853	5.824
Q13133	50094854	5.638
Q13133	50094855	5.824
Q13133	50094856	5.638
Q13133	50094857	5.658
Q13133	50094858	5.602
Q13133	50094859	5.854
Q13133	50094860	5.77
Q13133	50094861	5.658
Q13133	50094862	5.658
Q13133	50094863	5.921
Q13133	50094864	5.77
Q13133	50094865	5.553
Q13133	50094866	5.745
Q13133	50094867	5.886
Q13133	50094868	5.62
Q13133	50094777	5.62
Q13133	50094869	5.569
Q13133	50094778	5.721
Q13133	50094779	5.658
Q13133	50094780	5.699
Q13133	50192114	6.097
Q13133	50192109	7
Q13133	50192132	5.638
Q13133	50192126	6.155
Q13133	50192145	7.046
Q13133	50192129	5.027
Q13133	50192140	6.301
Q13133	50192147	6
Q13133	50192139	5.854
Q13133	50192153	6.301
Q13133	50192152	5.26
Q13133	50192115	5.347
Q13133	50192116	5.824
Q13133	50192149	6.155
Q13133	50192118	5.959
Q13133	50192110	4.963
Q13133	50192122	5.032
Q13133	50192131	6.523
Q13133	50192146	5.658
Q13133	50192125	5.658
Q13133	50115191	6.292
Q13133	50115192	5.886
Q13133	50115193	6.553
Q13133	50115194	6.509
Q13133	50115195	6.268
Q13133	50227147	5.925
Q13133	50227151	6.164
Q13133	50227145	5.104
Q13133	50121938	5.387
Q13133	50121939	5.377
Q13133	50121988	5.585
Q13133	50044160	5.409
Q13133	50258172	5.456
Q13133	50258073	5.74
