target_uniprot_id	compound_bindingdb_id	pEC50
Q92847	19373	1
Q92847	19374	1
Q92847	19376	0
Q92847	19377	1
Q92847	19378	1
Q92847	19379	1
Q92847	19380	1
Q92847	19381	0
Q92847	19382	0
Q92847	19383	1
Q92847	19384	0
Q92847	19385	1
Q92847	19386	1
Q92847	19387	1
Q92847	19388	1
Q92847	19389	1
Q92847	19390	1
Q92847	19391	1
Q92847	19392	1
Q92847	19393	1
Q92847	19394	1
Q92847	19395	1
Q92847	19396	1
Q92847	19397	0
Q92847	19398	0
Q92847	19399	0
Q92847	19400	0
Q92847	19401	1
Q92847	19402	0
Q92847	19403	1
Q92847	19404	1
Q92847	19405	1
Q92847	19406	0
Q92847	19407	1
Q92847	19408	1
Q92847	19409	1
Q92847	21940	1
Q92847	21941	1
Q92847	21942	1
Q92847	21943	1
Q92847	21944	1
Q92847	21945	1
Q92847	21946	1
Q92847	21947	1
Q92847	21948	1
Q92847	21949	1
Q92847	21950	1
Q92847	21951	1
Q92847	21952	1
Q92847	50102238	1
Q92847	50102236	1
Q92847	50102232	1
Q92847	50366689	1
Q92847	50049478	1
Q92847	50066101	1
Q92847	50221120	1
Q92847	50359261	1
Q92847	50089426	1
Q92847	50089427	1
Q92847	50089428	1
Q92847	50089430	1
Q92847	50089431	1
Q92847	50089434	1
Q92847	50089435	1
Q92847	50089436	1
Q92847	50089438	1
Q92847	50089439	1
Q92847	50089440	1
Q92847	50208657	1
Q92847	50208660	1
Q92847	50208661	1
Q92847	50208668	1
Q92847	50208670	1
Q92847	50208659	1
Q92847	50208648	1
Q92847	50208647	1
Q92847	50208689	1
Q92847	50208656	1
Q92847	50208686	1
Q92847	50208646	1
Q92847	50208671	1
Q92847	50214685	0
Q92847	50222136	1
Q92847	50222137	1
Q92847	50222141	1
Q92847	50222140	1
Q92847	50222146	1
Q92847	50222144	0
Q92847	50222145	0
Q92847	50222148	1
Q92847	50222149	1
Q92847	50222151	1
Q92847	50222150	1
